id,customer,subscription,amount_due,amount_paid,currency,status,number,charge,created,due_date
in_0000001,cus_0000001,,20000,0,usd,open,in_0000001,,1609718400,
in_0000002,cus_0000002,,40000,40000,usd,paid,in_0000002,,1610150400,
in_0000003,cus_0000003,,60000,60000,usd,paid,in_0000003,,1610582400,
in_0000004,cus_0000004,,80000,80000,usd,paid,in_0000004,,1611014400,
in_0000005,cus_0000005,,100000,100000,usd,paid,in_0000005,,1611446400,
in_0000006,cus_0000006,,120000,120000,usd,paid,in_0000006,,1611878400,
in_0000007,cus_0000007,,140000,140000,usd,paid,in_0000007,,1612310400,
in_0000008,cus_0000008,,160000,160000,usd,paid,in_0000008,,1612742400,
in_0000009,cus_0000009,,180000,180000,usd,paid,in_0000009,,1613174400,
in_0000010,cus_0000010,,200000,0,usd,open,in_0000010,,1613606400,
in_0000011,cus_0000011,,220000,220000,usd,paid,in_0000011,,1614038400,
in_0000012,cus_0000012,,240000,240000,usd,paid,in_0000012,,1614470400,
in_0000013,cus_0000013,,260000,260000,usd,paid,in_0000013,,1614902400,
in_0000014,cus_0000014,,280000,280000,usd,paid,in_0000014,,1615334400,
in_0000015,cus_0000015,,300000,300000,usd,paid,in_0000015,,1615766400,
in_0000016,cus_0000016,,20000,20000,usd,paid,in_0000016,,1616198400,
in_0000017,cus_0000017,,40000,40000,usd,paid,in_0000017,,1616630400,
in_0000018,cus_0000018,,60000,60000,usd,paid,in_0000018,,1617062400,
in_0000019,cus_0000019,,80000,0,usd,open,in_0000019,,1617494400,
in_0000020,cus_0000020,,100000,100000,usd,paid,in_0000020,,1617926400,
in_0000021,cus_0000021,,120000,120000,usd,paid,in_0000021,,1618358400,
in_0000022,cus_0000022,,140000,140000,usd,paid,in_0000022,,1618790400,
in_0000023,cus_0000023,,160000,160000,usd,paid,in_0000023,,1619222400,
in_0000024,cus_0000024,,180000,180000,usd,paid,in_0000024,,1619654400,
in_0000025,cus_0000025,,200000,200000,usd,paid,in_0000025,,1620086400,
in_0000026,cus_0000026,,220000,220000,usd,paid,in_0000026,,1620518400,
in_0000027,cus_0000027,,240000,240000,usd,paid,in_0000027,,1620950400,
in_0000028,cus_0000028,,260000,0,usd,open,in_0000028,,1621382400,
in_0000029,cus_0000029,,280000,280000,usd,paid,in_0000029,,1621814400,
in_0000030,cus_0000030,,300000,300000,usd,paid,in_0000030,,1622246400,
in_0000031,cus_0000031,,20000,20000,usd,paid,in_0000031,,1622678400,
