id,name,email,description,currency,delinquent,balance,created,phone
cus_0000001,Sage Whitfield,sage.whitfield000@example.com,Midwifery client — sliding-scale program,usd,false,0,1609718400,+14065550300
cus_0000002,Willow Whitfield,willow.whitfield001@example.com,Midwifery client — sliding-scale program,usd,false,0,1610150400,+14065550301
cus_0000003,River Whitfield,river.whitfield002@example.com,Midwifery client — sliding-scale program,usd,false,0,1610582400,+14065550302
cus_0000004,Hazel Whitfield,hazel.whitfield003@example.com,Midwifery client — sliding-scale program,usd,false,0,1611014400,+14065550303
cus_0000005,Wren Whitfield,wren.whitfield004@example.com,Midwifery client — sliding-scale program,usd,false,0,1611446400,+14065550304
cus_0000006,Juniper Whitfield,juniper.whitfield005@example.com,Midwifery client — sliding-scale program,usd,false,0,1611878400,+14065550305
cus_0000007,Iris Whitfield,iris.whitfield006@example.com,Midwifery client — sliding-scale program,usd,false,0,1612310400,+14065550306
cus_0000008,Meadow Whitfield,meadow.whitfield007@example.com,Midwifery client — sliding-scale program,usd,false,0,1612742400,+14065550307
cus_0000009,Cedar Whitfield,cedar.whitfield008@example.com,Midwifery client — sliding-scale program,usd,false,0,1613174400,+14065550308
cus_0000010,Aspen Whitfield,aspen.whitfield009@example.com,Midwifery client — sliding-scale program,usd,false,0,1613606400,+14065550309
cus_0000011,Piper Whitfield,piper.whitfield010@example.com,Midwifery client — sliding-scale program,usd,false,0,1614038400,+14065550310
cus_0000012,Ember Whitfield,ember.whitfield011@example.com,Midwifery client — sliding-scale program,usd,false,0,1614470400,+14065550311
cus_0000013,Rowan Whitfield,rowan.whitfield012@example.com,Midwifery client — sliding-scale program,usd,false,0,1614902400,+14065550312
cus_0000014,Ivy Whitfield,ivy.whitfield013@example.com,Midwifery client — sliding-scale program,usd,false,0,1615334400,+14065550313
cus_0000015,Fern Whitfield,fern.whitfield014@example.com,Midwifery client — sliding-scale program,usd,false,0,1615766400,+14065550314
cus_0000016,Poppy Whitfield,poppy.whitfield015@example.com,Midwifery client — sliding-scale program,usd,false,0,1616198400,+14065550315
cus_0000017,Clover Whitfield,clover.whitfield016@example.com,Midwifery client — sliding-scale program,usd,false,0,1616630400,+14065550316
