id,username,name,description,verified,protected,location,profile_image_url,created_at,followers_count,following_count,tweet_count
5001,im_pearls,IM Pearls,Internal medicine teaching threads.,true,false,Boston MA,https://pbs.example.com/impearls.png,2017-05-10T09:00:00.000Z,184320,210,6820
5002,cardsfellow,Cards Fellow,Cardiology fellow. Sarcoid nerd.,false,false,Denver CO,https://pbs.example.com/cards.png,2019-02-01T09:00:00.000Z,23110,540,3410
5003,latinxmed,LatinX in Medicine,Community for Latino physicians and trainees.,true,false,National,https://pbs.example.com/latinxmed.png,2016-09-15T09:00:00.000Z,98230,1200,5120
5004,residencywell,Residency Wellness,"Burnout, sleep, and surviving PGY years.",false,false,Chicago IL,https://pbs.example.com/well.png,2020-07-01T09:00:00.000Z,41200,330,2210
5005,denverruns,Denver Runs,Local running community.,false,false,Denver CO,https://pbs.example.com/denruns.png,2018-11-20T09:00:00.000Z,15600,890,4300
5006,jcrctweets,J Crop Res Journal,Journal alerts and TOC.,true,false,Online,https://pbs.example.com/jcr.png,2015-01-05T09:00:00.000Z,30500,120,8900
5007,latinxmed-x1,Cards Fellow-x1,Cardiology fellow. Sarcoid nerd.,false,false,Denver CO,https://pbs.example.com/cards.png,2019-05-02T23:21:34.000Z,23110,540,3410
5008,residencywell-x2,Cards Fellow-x2,"Burnout, sleep, and surviving PGY years.",false,false,Chicago IL,https://pbs.example.com/well.png,2020-01-15T12:33:53.000Z,41200,330,2210
5009,denverruns-x3,Residency Wellness-x3,Journal alerts and TOC.,true,false,Online,https://pbs.example.com/jcr.png,2017-03-27T21:08:49.000Z,30500,120,8900
5010,residencywell-x4,Cards Fellow-x4,Journal alerts and TOC.,true,false,Online,https://pbs.example.com/jcr.png,2017-08-30T20:52:12.000Z,30500,120,8900
5011,im_pearls-x5,Cards Fellow-x5,"Burnout, sleep, and surviving PGY years.",false,false,Chicago IL,https://pbs.example.com/well.png,2017-02-22T23:44:19.000Z,41200,330,2210
5012,denverruns-x6,IM Pearls-x6,Local running community.,false,false,Denver CO,https://pbs.example.com/denruns.png,2020-04-11T14:56:15.000Z,15600,890,4300
5013,latinxmed-x7,J Crop Res Journal-x7,"Burnout, sleep, and surviving PGY years.",false,false,Chicago IL,https://pbs.example.com/well.png,2019-04-29T20:17:48.000Z,41200,330,2210
5014,cardsfellow-x8,Denver Runs-x8,"Burnout, sleep, and surviving PGY years.",false,false,Chicago IL,https://pbs.example.com/well.png,2015-10-03T10:34:23.000Z,41200,330,2210
5015,im_pearls-x9,Residency Wellness-x9,Internal medicine teaching threads.,true,false,Boston MA,https://pbs.example.com/impearls.png,2020-02-02T08:24:49.000Z,184320,210,6820
5016,jcrctweets-x10,Denver Runs-x10,Journal alerts and TOC.,true,false,Online,https://pbs.example.com/jcr.png,2016-09-23T11:51:36.000Z,30500,120,8900
5017,latinxmed-x11,LatinX in Medicine-x11,Internal medicine teaching threads.,true,false,Boston MA,https://pbs.example.com/impearls.png,2018-05-28T14:34:44.000Z,184320,210,6820
5018,residencywell-x12,Cards Fellow-x12,Journal alerts and TOC.,true,false,Online,https://pbs.example.com/jcr.png,2016-11-30T17:59:41.000Z,30500,120,8900
5019,residencywell-x13,LatinX in Medicine-x13,Community for Latino physicians and trainees.,true,false,National,https://pbs.example.com/latinxmed.png,2015-01-09T17:29:41.000Z,98230,1200,5120
5020,jcrctweets-x14,LatinX in Medicine-x14,Cardiology fellow. Sarcoid nerd.,false,false,Denver CO,https://pbs.example.com/cards.png,2015-05-06T17:24:06.000Z,23110,540,3410
5021,residencywell-x15,LatinX in Medicine-x15,Cardiology fellow. Sarcoid nerd.,false,false,Denver CO,https://pbs.example.com/cards.png,2020-05-01T02:19:21.000Z,23110,540,3410
5022,denverruns-x16,Denver Runs-x16,Journal alerts and TOC.,true,false,Online,https://pbs.example.com/jcr.png,2018-02-02T10:58:20.000Z,30500,120,8900
5023,im_pearls-x17,Denver Runs-x17,"Burnout, sleep, and surviving PGY years.",false,false,Chicago IL,https://pbs.example.com/well.png,2019-05-27T20:18:58.000Z,41200,330,2210
5024,residencywell-x18,IM Pearls-x18,"Burnout, sleep, and surviving PGY years.",false,false,Chicago IL,https://pbs.example.com/well.png,2018-05-26T00:21:53.000Z,41200,330,2210
5025,im_pearls-x19,J Crop Res Journal-x19,Journal alerts and TOC.,true,false,Online,https://pbs.example.com/jcr.png,2018-01-17T03:50:47.000Z,30500,120,8900
5026,residencywell-x20,IM Pearls-x20,Local running community.,false,false,Denver CO,https://pbs.example.com/denruns.png,2016-08-14T04:09:06.000Z,15600,890,4300
5027,denverruns-x21,IM Pearls-x21,Cardiology fellow. Sarcoid nerd.,false,false,Denver CO,https://pbs.example.com/cards.png,2018-11-14T04:07:44.000Z,23110,540,3410
5028,latinxmed-x22,Cards Fellow-x22,Local running community.,false,false,Denver CO,https://pbs.example.com/denruns.png,2018-01-05T19:05:18.000Z,15600,890,4300
5029,denverruns-x23,J Crop Res Journal-x23,Community for Latino physicians and trainees.,true,false,National,https://pbs.example.com/latinxmed.png,2019-10-12T18:44:23.000Z,98230,1200,5120
5030,jcrctweets-x24,IM Pearls-x24,Community for Latino physicians and trainees.,true,false,National,https://pbs.example.com/latinxmed.png,2015-04-03T12:14:18.000Z,98230,1200,5120
5031,residencywell-x25,J Crop Res Journal-x25,Local running community.,false,false,Denver CO,https://pbs.example.com/denruns.png,2015-09-12T03:55:54.000Z,15600,890,4300
5032,denverruns-x26,Residency Wellness-x26,Local running community.,false,false,Denver CO,https://pbs.example.com/denruns.png,2018-06-12T12:47:13.000Z,15600,890,4300
5033,latinxmed-x27,J Crop Res Journal-x27,"Burnout, sleep, and surviving PGY years.",false,false,Chicago IL,https://pbs.example.com/well.png,2015-02-24T22:58:38.000Z,41200,330,2210
5034,jcrctweets-x28,Cards Fellow-x28,Journal alerts and TOC.,true,false,Online,https://pbs.example.com/jcr.png,2018-01-19T07:38:03.000Z,30500,120,8900
5035,cardsfellow-x29,IM Pearls-x29,Cardiology fellow. Sarcoid nerd.,false,false,Denver CO,https://pbs.example.com/cards.png,2017-11-09T16:36:34.000Z,23110,540,3410
5036,cardsfellow-x30,Cards Fellow-x30,Internal medicine teaching threads.,true,false,Boston MA,https://pbs.example.com/impearls.png,2018-05-29T01:46:50.000Z,184320,210,6820
5037,latinxmed-x31,Residency Wellness-x31,Journal alerts and TOC.,true,false,Online,https://pbs.example.com/jcr.png,2015-05-23T18:51:51.000Z,30500,120,8900
5038,residencywell-x32,Cards Fellow-x32,Local running community.,false,false,Denver CO,https://pbs.example.com/denruns.png,2020-05-22T02:07:34.000Z,15600,890,4300
5039,cardsfellow-x33,Residency Wellness-x33,Local running community.,false,false,Denver CO,https://pbs.example.com/denruns.png,2018-11-23T04:05:44.000Z,15600,890,4300
5040,latinxmed-x34,LatinX in Medicine-x34,Cardiology fellow. Sarcoid nerd.,false,false,Denver CO,https://pbs.example.com/cards.png,2017-06-21T13:11:41.000Z,23110,540,3410
5041,residencywell-x35,Residency Wellness-x35,Journal alerts and TOC.,true,false,Online,https://pbs.example.com/jcr.png,2020-02-22T19:58:13.000Z,30500,120,8900
5042,im_pearls-x36,LatinX in Medicine-x36,"Burnout, sleep, and surviving PGY years.",false,false,Chicago IL,https://pbs.example.com/well.png,2018-06-24T14:43:23.000Z,41200,330,2210
5043,residencywell-x37,IM Pearls-x37,Journal alerts and TOC.,true,false,Online,https://pbs.example.com/jcr.png,2017-07-31T05:27:03.000Z,30500,120,8900
5044,latinxmed-x38,J Crop Res Journal-x38,Local running community.,false,false,Denver CO,https://pbs.example.com/denruns.png,2020-02-04T21:46:02.000Z,15600,890,4300
5045,denverruns-x39,Denver Runs-x39,Local running community.,false,false,Denver CO,https://pbs.example.com/denruns.png,2020-02-21T07:04:52.000Z,15600,890,4300
5046,jcrctweets-x40,Denver Runs-x40,"Burnout, sleep, and surviving PGY years.",false,false,Chicago IL,https://pbs.example.com/well.png,2019-11-17T10:02:40.000Z,41200,330,2210
5047,residencywell-x41,Residency Wellness-x41,Internal medicine teaching threads.,true,false,Boston MA,https://pbs.example.com/impearls.png,2019-10-30T14:32:46.000Z,184320,210,6820
5048,residencywell-x42,IM Pearls-x42,Cardiology fellow. Sarcoid nerd.,false,false,Denver CO,https://pbs.example.com/cards.png,2016-03-18T03:00:10.000Z,23110,540,3410
5049,latinxmed-x43,LatinX in Medicine-x43,Local running community.,false,false,Denver CO,https://pbs.example.com/denruns.png,2015-04-09T18:52:39.000Z,15600,890,4300
5050,denverruns-x44,Denver Runs-x44,Community for Latino physicians and trainees.,true,false,National,https://pbs.example.com/latinxmed.png,2016-09-19T23:51:04.000Z,98230,1200,5120
5051,latinxmed-x45,Denver Runs-x45,Journal alerts and TOC.,true,false,Online,https://pbs.example.com/jcr.png,2017-03-29T15:15:39.000Z,30500,120,8900
5052,denverruns-x46,LatinX in Medicine-x46,"Burnout, sleep, and surviving PGY years.",false,false,Chicago IL,https://pbs.example.com/well.png,2016-07-05T02:04:48.000Z,41200,330,2210
5053,cardsfellow-x47,Cards Fellow-x47,Community for Latino physicians and trainees.,true,false,National,https://pbs.example.com/latinxmed.png,2015-05-24T22:45:43.000Z,98230,1200,5120
5054,jcrctweets-x48,Residency Wellness-x48,"Burnout, sleep, and surviving PGY years.",false,false,Chicago IL,https://pbs.example.com/well.png,2018-12-09T14:53:58.000Z,41200,330,2210
5055,denverruns-x49,Cards Fellow-x49,"Burnout, sleep, and surviving PGY years.",false,false,Chicago IL,https://pbs.example.com/well.png,2015-05-30T23:15:21.000Z,41200,330,2210
5056,denverruns-x50,LatinX in Medicine-x50,Journal alerts and TOC.,true,false,Online,https://pbs.example.com/jcr.png,2019-08-07T11:18:48.000Z,30500,120,8900
5057,residencywell-x51,Residency Wellness-x51,Cardiology fellow. Sarcoid nerd.,false,false,Denver CO,https://pbs.example.com/cards.png,2020-05-04T11:19:02.000Z,23110,540,3410
5058,jcrctweets-x52,J Crop Res Journal-x52,Local running community.,false,false,Denver CO,https://pbs.example.com/denruns.png,2020-03-21T13:44:33.000Z,15600,890,4300
5059,im_pearls-x53,Residency Wellness-x53,Internal medicine teaching threads.,true,false,Boston MA,https://pbs.example.com/impearls.png,2017-10-10T19:54:08.000Z,184320,210,6820
5060,im_pearls-x54,IM Pearls-x54,Journal alerts and TOC.,true,false,Online,https://pbs.example.com/jcr.png,2019-03-22T06:41:36.000Z,30500,120,8900
5061,residencywell-x55,IM Pearls-x55,Local running community.,false,false,Denver CO,https://pbs.example.com/denruns.png,2017-04-12T12:24:43.000Z,15600,890,4300
5062,residencywell-x56,Residency Wellness-x56,Internal medicine teaching threads.,true,false,Boston MA,https://pbs.example.com/impearls.png,2018-03-15T15:07:46.000Z,184320,210,6820
5063,cardsfellow-x57,J Crop Res Journal-x57,Cardiology fellow. Sarcoid nerd.,false,false,Denver CO,https://pbs.example.com/cards.png,2015-06-02T02:51:51.000Z,23110,540,3410
5064,denverruns-x58,LatinX in Medicine-x58,Cardiology fellow. Sarcoid nerd.,false,false,Denver CO,https://pbs.example.com/cards.png,2017-08-18T06:42:37.000Z,23110,540,3410
5065,cardsfellow-x59,IM Pearls-x59,Journal alerts and TOC.,true,false,Online,https://pbs.example.com/jcr.png,2020-04-19T20:10:08.000Z,30500,120,8900
5066,denverruns-x60,LatinX in Medicine-x60,Local running community.,false,false,Denver CO,https://pbs.example.com/denruns.png,2016-01-13T02:43:00.000Z,15600,890,4300
5067,im_pearls-x61,IM Pearls-x61,Community for Latino physicians and trainees.,true,false,National,https://pbs.example.com/latinxmed.png,2018-07-12T06:25:34.000Z,98230,1200,5120
5068,im_pearls-x62,Residency Wellness-x62,"Burnout, sleep, and surviving PGY years.",false,false,Chicago IL,https://pbs.example.com/well.png,2020-06-03T15:38:06.000Z,41200,330,2210
5069,residencywell-x63,LatinX in Medicine-x63,Community for Latino physicians and trainees.,true,false,National,https://pbs.example.com/latinxmed.png,2017-09-24T02:29:36.000Z,98230,1200,5120
5070,residencywell-x64,Cards Fellow-x64,Internal medicine teaching threads.,true,false,Boston MA,https://pbs.example.com/impearls.png,2017-03-20T09:02:32.000Z,184320,210,6820
5071,residencywell-x65,IM Pearls-x65,"Burnout, sleep, and surviving PGY years.",false,false,Chicago IL,https://pbs.example.com/well.png,2018-01-11T06:01:12.000Z,41200,330,2210
5072,im_pearls-x66,J Crop Res Journal-x66,Internal medicine teaching threads.,true,false,Boston MA,https://pbs.example.com/impearls.png,2018-03-06T03:51:56.000Z,184320,210,6820
5073,latinxmed-x67,Residency Wellness-x67,"Burnout, sleep, and surviving PGY years.",false,false,Chicago IL,https://pbs.example.com/well.png,2018-01-19T10:45:43.000Z,41200,330,2210
