id,customer,amount,currency,status,paid,refunded,amount_refunded,description,payment_intent,created
ch-001,cus-001,4500,usd,succeeded,true,false,0,Guitar workshop seat,pi-001,1757000000
ch-002,cus-002,4500,usd,succeeded,true,false,0,Guitar workshop seat,pi-002,1757000000
ch-003,cus-003,4500,usd,succeeded,true,false,0,Guitar workshop seat,pi-003,1757000000
ch-004,cus-004,4500,usd,succeeded,true,false,0,Guitar workshop seat,pi-004,1757000000
ch-005,cus-005,4500,usd,succeeded,true,false,0,Guitar workshop seat,pi-005,1757000000
ch-006,cus-006,4500,usd,succeeded,true,false,0,Guitar workshop seat,pi-006,1757000000
ch-007,cus-007,4500,usd,succeeded,true,false,0,Guitar workshop seat,pi-007,1757000000
ch-008,cus-008,4500,usd,succeeded,true,false,0,Guitar workshop seat,pi-008,1757000000
ch-009,cus-009,4500,usd,succeeded,true,false,0,Guitar workshop seat,pi-009,1757000000
ch-010,cus-010,4500,usd,succeeded,true,false,0,Guitar workshop seat,pi-010,1757000000
ch-011,cus-011,4500,usd,succeeded,true,false,0,Guitar workshop seat,pi-011,1757000000
ch-012,cus-012,4500,usd,succeeded,true,false,0,Guitar workshop seat,pi-012,1757000000
