wa_id,profile_name,phone_number,opted_in,last_seen
18065550112,Carl Perkins,+1-806-555-0112,True,2026-10-05T15:11:00-05:00
18065550133,Tom Halliburton,+1-806-555-0133,True,2026-10-04T08:02:00-05:00
18065550148,Bill Henson,+1-806-555-0148,True,2026-10-05T17:42:00-05:00
18065550156,Glenn Estes,+1-806-555-0156,True,2026-10-02T19:26:00-05:00
18065550171,Pat Mercer,+1-806-555-0171,True,2026-10-03T09:14:00-05:00
18065550189,Wyatt Ramsey,+1-806-555-0189,True,2026-10-05T20:08:00-05:00
18065550203,Jenny Whitmore,+1-806-555-0203,True,2026-10-06T07:55:00-05:00
18065552957,Beto Moyer,+1-806-555-2957,True,2026-09-15T17:24:00-05:00
18065556349,Grant Trevino,+1-806-555-6349,True,2026-09-10T17:12:00-05:00
18065552066,Nell Culwell,+1-806-555-2066,True,2026-09-23T08:56:00-05:00
18065552378,Jesse Beaudry,+1-806-555-2378,False,2026-09-02T14:38:00-05:00
18065552463,Cody Rutledge,+1-806-555-2463,True,2026-10-07T20:07:00-05:00
18065551771,Cade Serrano,+1-806-555-1771,True,2026-10-07T22:10:00-05:00
18065558074,Bo Rios,+1-806-555-8074,True,2026-10-06T11:39:00-05:00
18065554692,Jasper Hargrove,+1-806-555-4692,False,2026-09-11T07:47:00-05:00
18065559783,Clay Odom,+1-806-555-9783,True,2026-09-16T18:23:00-05:00
18065559722,Blake Trevino,+1-806-555-9722,True,2026-09-08T07:49:00-05:00
18065554591,Reyes Blackerby,+1-806-555-4591,True,2026-09-06T08:31:00-05:00
18065557321,Junior Longoria,+1-806-555-7321,False,2026-09-08T10:29:00-05:00
18065554939,Corinne Pankey,+1-806-555-4939,True,2026-09-03T15:23:00-05:00
18065558669,Rory Rendon,+1-806-555-8669,True,2026-09-20T07:36:00-05:00
18065552301,Travis Bledsoe,+1-806-555-2301,False,2026-09-05T19:48:00-05:00
18065555797,Clay Perkins,+1-806-555-5797,True,2026-09-15T16:17:00-05:00
18065557083,Marta Latham,+1-806-555-7083,False,2026-09-19T20:00:00-05:00
18065557030,Junior Moyer,+1-806-555-7030,True,2026-09-21T15:57:00-05:00
18065558402,Cole Pankey,+1-806-555-8402,True,2026-09-23T21:48:00-05:00
18065558268,Beau Perkins,+1-806-555-8268,True,2026-09-15T12:52:00-05:00
18065556541,Betty Buford,+1-806-555-6541,False,2026-09-16T12:51:00-05:00
18065555162,Marta Odom,+1-806-555-5162,True,2026-09-06T06:10:00-05:00
18065558003,Cole McCracken,+1-806-555-8003,True,2026-09-06T08:46:00-05:00
18065556735,Kelli McCracken,+1-806-555-6735,True,2026-09-19T07:32:00-05:00
18065556645,Ross Rutledge,+1-806-555-6645,True,2026-09-03T13:21:00-05:00
18065552282,Corinne Corbett,+1-806-555-2282,False,2026-09-20T07:03:00-05:00
18065554126,Ross Delgado,+1-806-555-4126,True,2026-09-24T06:20:00-05:00
18065559958,Rowdy Kimball,+1-806-555-9958,False,2026-09-21T14:49:00-05:00
18065555247,Grant Dean,+1-806-555-5247,True,2026-09-24T08:23:00-05:00
18065551370,Grant Hargrove,+1-806-555-1370,True,2026-09-23T07:22:00-05:00
18065553802,Cody Weatherford,+1-806-555-3802,True,2026-09-16T09:59:00-05:00
18065554490,Cole Kimball,+1-806-555-4490,False,2026-09-18T19:33:00-05:00
18065551105,Clay Hargrove,+1-806-555-1105,False,2026-09-10T22:21:00-05:00
18065556891,Nell Guerra,+1-806-555-6891,True,2026-09-20T22:02:00-05:00
18065557389,Marlon Doty,+1-806-555-7389,True,2026-09-16T12:55:00-05:00
18065555371,Shannon Delgado,+1-806-555-5371,True,2026-09-12T06:14:00-05:00
18065557771,Rosa Beaudry,+1-806-555-7771,True,2026-09-28T16:24:00-05:00
18065556009,Beau Moyer,+1-806-555-6009,True,2026-09-14T19:30:00-05:00
18065552325,Hank Pankey,+1-806-555-2325,False,2026-09-08T16:24:00-05:00
18065557052,Lorraine Beaudry,+1-806-555-7052,False,2026-09-08T17:14:00-05:00
18065554171,Blake Bustos,+1-806-555-4171,True,2026-09-07T13:57:00-05:00
18065554074,Junior Perkins,+1-806-555-4074,False,2026-09-28T20:21:00-05:00
18065555052,Rory Vann,+1-806-555-5052,True,2026-09-12T17:59:00-05:00
18065554889,Travis McCracken,+1-806-555-4889,True,2026-09-27T17:30:00-05:00
18065559961,Marlena Alvarado,+1-806-555-9961,True,2026-09-24T21:02:00-05:00
18065551920,Marta Guerra,+1-806-555-1920,True,2026-09-08T16:22:00-05:00
18065551766,Marlena Whitmore,+1-806-555-1766,True,2026-09-11T14:18:00-05:00
