recipient_id,envelope_id,name,email,recipient_type,status,routing_order,signed_time
rec_0001,HTCC-ATTEST-MD-2026-11,Meghan Douglas,meghan.douglas@Finthesiss.ai,signer_applicant,sent,1,
rec_0002,HTCC-ATTEST-MD-2026-11,Dr. Elaine Park OTR/L CHT,elaine.park@htcertification.org,signer_supervisor,created,2,
rec_0003,HTCC-ATTEST-MD-2026-11,HTCC Applications Coordinator,applications@htcertification.org,receiver,created,3,
rec_0004,env_0002,Meghan Douglas,meghan.douglas@Finthesiss.ai,signer,completed,1,2024-04-12T19:00:00Z
rec_0005,env_0002,HOA Board,hoa@1147harding.com,counterparty,completed,2,2024-04-12T19:00:00Z
rec_0006,env_0003,Meghan Douglas,meghan.douglas@Finthesiss.ai,signer,completed,1,2025-04-15T06:30:00Z
rec_0007,env_0003,Island Health Partners Records,records@islandhealthpartners.com,counterparty,completed,2,2025-04-15T06:30:00Z
rec_0008,env_0004,Meghan Douglas,meghan.douglas@Finthesiss.ai,signer,completed,1,2026-04-08T20:00:00Z
rec_0009,env_0004,CHT Peer Study Group Lead,sarah.kealoha@gmail.com,counterparty,completed,2,2026-04-08T20:00:00Z
rec_0010,env_0005,Meghan Douglas,meghan.douglas@Finthesiss.ai,signer,completed,1,2024-08-22T08:00:00Z
rec_0011,env_0005,CE Course Registrar,registrar@handtherapyce.org,counterparty,completed,2,2024-08-22T08:00:00Z
rec_0012,env_0006,Meghan Douglas,meghan.douglas@Finthesiss.ai,signer,completed,1,2025-02-18T20:00:00Z
rec_0013,env_0006,HOA Board,hoa@1147harding.com,counterparty,completed,2,2025-02-18T20:00:00Z
rec_0014,env_0007,Meghan Douglas,meghan.douglas@Finthesiss.ai,signer,completed,1,2025-11-05T19:30:00Z
rec_0015,env_0007,Kaiser Records,records@kp.org,counterparty,completed,2,2025-11-05T19:30:00Z
rec_0016,env_0008,Meghan Douglas,meghan.douglas@Finthesiss.ai,signer,completed,1,2026-06-10T22:00:00Z
rec_0017,env_0008,CE Course Registrar,registrar@handtherapyce.org,counterparty,completed,2,2026-06-10T22:00:00Z
rec_0018,env_0009,Meghan Douglas,meghan.douglas@Finthesiss.ai,signer,completed,1,2026-04-07T22:00:00Z
rec_0019,env_0009,Kaiser Records,records@kp.org,counterparty,completed,2,2026-04-07T22:00:00Z
rec_0020,env_0010,Meghan Douglas,meghan.douglas@Finthesiss.ai,signer,completed,1,2026-04-07T17:05:00Z
rec_0021,env_0010,Kaimuki Property Management LLC,leases@kaimukiprop.com,counterparty,completed,2,2026-04-07T17:05:00Z
rec_0022,env_0011,Meghan Douglas,meghan.douglas@Finthesiss.ai,signer,completed,1,2026-04-07T04:10:00Z
rec_0023,env_0011,Kaimuki Property Management LLC,leases@kaimukiprop.com,counterparty,completed,2,2026-04-07T04:10:00Z
rec_0024,env_0012,Meghan Douglas,meghan.douglas@Finthesiss.ai,signer,completed,1,2026-04-16T09:00:00Z
rec_0025,env_0012,Kaimuki Property Management LLC,leases@kaimukiprop.com,counterparty,completed,2,2026-04-16T09:00:00Z
rec_0026,env_0013,Meghan Douglas,meghan.douglas@Finthesiss.ai,signer,completed,1,2026-04-16T06:15:00Z
rec_0027,env_0013,HOA Board,hoa@1147harding.com,counterparty,completed,2,2026-04-16T06:15:00Z
rec_0028,env_0014,Meghan Douglas,meghan.douglas@Finthesiss.ai,signer,completed,1,2026-04-16T16:30:00Z
rec_0029,env_0014,Island Health Partners Records,records@islandhealthpartners.com,counterparty,completed,2,2026-04-16T16:30:00Z
rec_0030,env_0015,Meghan Douglas,meghan.douglas@Finthesiss.ai,signer,completed,1,2025-04-21T18:00:00Z
rec_0031,env_0015,Kaimuki Property Management LLC,leases@kaimukiprop.com,counterparty,completed,2,2025-04-21T18:00:00Z
rec_0032,env_0016,Meghan Douglas,meghan.douglas@Finthesiss.ai,signer,completed,1,2026-04-24T06:00:00Z
rec_0033,env_0016,Kaimuki Property Management LLC,leases@kaimukiprop.com,counterparty,completed,2,2026-04-24T06:00:00Z
rec_0034,env_0017,Meghan Douglas,meghan.douglas@Finthesiss.ai,signer,completed,1,2025-06-10T00:00:00Z
