document_id,envelope_id,name,document_type,page_count,order
doc_0001,HTCC-ATTEST-MD-2026-11,HTCC_Applicant_Attestation_Form.pdf,attestation_form,4,1
doc_0002,HTCC-ATTEST-MD-2026-11,HTCC_Category_Hour_Breakdown_2026-10.pdf,supporting_evidence,2,2
doc_0003,HTCC-ATTEST-MD-2026-11,HTCC_Supervisor_Verification_Cover.pdf,cover_letter,1,3
doc_0004,env_0002,Lease_Renewal_2024_—_Apt_3B_1.pdf,acknowledgement,2,1
doc_0005,env_0002,Lease_Renewal_2024_—_Apt_3B_2.pdf,acknowledgement,1,2
doc_0006,env_0003,Lease_Renewal_2025_—_Apt_3B_1.pdf,cover_letter,1,1
doc_0007,env_0003,Lease_Renewal_2025_—_Apt_3B_2.pdf,cover_letter,1,2
doc_0008,env_0003,Lease_Renewal_2025_—_Apt_3B_3.pdf,form,3,3
doc_0009,env_0004,Lease_Renewal_2026_—_Apt_3B_1.pdf,form,3,1
doc_0010,env_0004,Lease_Renewal_2026_—_Apt_3B_2.pdf,cover_letter,5,2
doc_0011,env_0005,Building_HOA_Rules_Update_2024-08_1.pdf,form,2,1
doc_0012,env_0005,Building_HOA_Rules_Update_2024-08_2.pdf,supporting,3,2
doc_0013,env_0005,Building_HOA_Rules_Update_2024-08_3.pdf,form,2,3
doc_0014,env_0006,Building_HOA_Rules_Update_2025-02_1.pdf,supporting,1,1
doc_0015,env_0006,Building_HOA_Rules_Update_2025-02_2.pdf,form,2,2
doc_0016,env_0007,Building_HOA_Rules_Update_2025-11_1.pdf,cover_letter,2,1
doc_0017,env_0007,Building_HOA_Rules_Update_2025-11_2.pdf,form,1,2
doc_0018,env_0007,Building_HOA_Rules_Update_2025-11_3.pdf,cover_letter,3,3
doc_0019,env_0008,Building_HOA_Rules_Update_2026-06_1.pdf,acknowledgement,6,1
doc_0020,env_0008,Building_HOA_Rules_Update_2026-06_2.pdf,form,2,2
doc_0021,env_0008,Building_HOA_Rules_Update_2026-06_3.pdf,acknowledgement,6,3
doc_0022,env_0009,CE_Course_Enrollment_Media_Release_M1-M4_1.pdf,form,1,1
doc_0023,env_0010,CE_Course_Enrollment_Media_Release_M5-M8_1.pdf,form,5,1
doc_0024,env_0011,CE_Course_Enrollment_Media_Release_M9-M1_1.pdf,cover_letter,1,1
doc_0025,env_0011,CE_Course_Enrollment_Media_Release_M9-M1_2.pdf,form,4,2
doc_0026,env_0011,CE_Course_Enrollment_Media_Release_M9-M1_3.pdf,supporting,4,3
doc_0027,env_0012,Study_Group_Confidentiality_—_Sarah_1.pdf,cover_letter,1,1
doc_0028,env_0012,Study_Group_Confidentiality_—_Sarah_2.pdf,acknowledgement,1,2
doc_0029,env_0013,Study_Group_Confidentiality_—_Brian_1.pdf,cover_letter,5,1
doc_0030,env_0013,Study_Group_Confidentiality_—_Brian_2.pdf,form,1,2
doc_0031,env_0014,Study_Group_Confidentiality_—_Jenna_1.pdf,supporting,4,1
doc_0032,env_0014,Study_Group_Confidentiality_—_Jenna_2.pdf,acknowledgement,6,2
doc_0033,env_0014,Study_Group_Confidentiality_—_Jenna_3.pdf,form,2,3
doc_0034,env_0015,Renters_Insurance_Renewal_2025_1.pdf,cover_letter,4,1
doc_0035,env_0015,Renters_Insurance_Renewal_2025_2.pdf,acknowledgement,6,2
doc_0036,env_0016,Renters_Insurance_Renewal_2026_1.pdf,acknowledgement,5,1
doc_0037,env_0016,Renters_Insurance_Renewal_2026_2.pdf,acknowledgement,1,2
doc_0038,env_0017,Parking_Space_Reassignment_Confirmation_1.pdf,supporting,1,1
doc_0039,env_0017,Parking_Space_Reassignment_Confirmation_2.pdf,supporting,3,2
doc_0040,env_0018,Package_Room_Access_Agreement_1.pdf,cover_letter,3,1
doc_0041,env_0018,Package_Room_Access_Agreement_2.pdf,cover_letter,3,2
doc_0042,env_0018,Package_Room_Access_Agreement_3.pdf,form,1,3
doc_0043,env_0019,Bank_of_Hawaii_Address_Update_1.pdf,form,3,1
doc_0044,env_0019,Bank_of_Hawaii_Address_Update_2.pdf,supporting,6,2
doc_0045,env_0020,Voter_Registration_Update_HI_1.pdf,acknowledgement,1,1
doc_0046,env_0020,Voter_Registration_Update_HI_2.pdf,acknowledgement,2,2
doc_0047,env_0021,Kaiser_Membership_Confirmation_1.pdf,acknowledgement,2,1
doc_0048,env_0021,Kaiser_Membership_Confirmation_2.pdf,cover_letter,5,2
doc_0049,env_0022,Levothyroxine_90-day_Refill_Consent_1.pdf,cover_letter,6,1
doc_0050,env_0022,Levothyroxine_90-day_Refill_Consent_2.pdf,acknowledgement,6,2
doc_0051,env_0023,Levothyroxine_90-day_Refill_Consent_Rene_1.pdf,acknowledgement,6,1
doc_0052,env_0024,CHT_Peer_Study_Space_Confluence_Terms_1.pdf,supporting,3,1
doc_0053,env_0025,HTCC_CEU_Documentation_Release_1.pdf,form,2,1
doc_0054,env_0026,CE_Course_Enrollment_Release_M13-M16_1.pdf,cover_letter,1,1
doc_0055,env_0027,CE_Course_Enrollment_Release_M17-M20_1.pdf,cover_letter,3,1
doc_0056,env_0027,CE_Course_Enrollment_Release_M17-M20_2.pdf,acknowledgement,5,2
doc_0057,env_0028,CE_Course_Enrollment_Release_M21-M24_1.pdf,cover_letter,2,1
doc_0058,env_0028,CE_Course_Enrollment_Release_M21-M24_2.pdf,acknowledgement,4,2
doc_0059,env_0028,CE_Course_Enrollment_Release_M21-M24_3.pdf,supporting,1,3
doc_0060,env_0029,CE_Course_Enrollment_Release_M25-M28_1.pdf,cover_letter,3,1
doc_0061,env_0030,CE_Course_Enrollment_Release_M29-M32_1.pdf,cover_letter,5,1
doc_0062,env_0030,CE_Course_Enrollment_Release_M29-M32_2.pdf,acknowledgement,2,2
doc_0063,env_0031,CE_Course_Enrollment_Release_M33-M36_1.pdf,cover_letter,4,1
doc_0064,env_0031,CE_Course_Enrollment_Release_M33-M36_2.pdf,acknowledgement,1,2
doc_0065,env_0031,CE_Course_Enrollment_Release_M33-M36_3.pdf,supporting,3,3
doc_0066,env_0032,CE_Course_Enrollment_Release_M37-M40_1.pdf,cover_letter,5,1
doc_0067,env_0033,CE_Course_Enrollment_Release_M41-M44_1.pdf,cover_letter,2,1
doc_0068,env_0033,CE_Course_Enrollment_Release_M41-M44_2.pdf,acknowledgement,4,2
doc_0069,env_0034,Building_Fire_Safety_Inspection_Ack_2024_1.pdf,cover_letter,1,1
doc_0070,env_0034,Building_Fire_Safety_Inspection_Ack_2024_2.pdf,acknowledgement,3,2
doc_0071,env_0034,Building_Fire_Safety_Inspection_Ack_2024_3.pdf,supporting,5,3
doc_0072,env_0035,Building_Fire_Safety_Inspection_Ack_2025_1.pdf,cover_letter,2,1
doc_0073,env_0036,Building_Fire_Safety_Inspection_Ack_2026_1.pdf,cover_letter,4,1
doc_0074,env_0036,Building_Fire_Safety_Inspection_Ack_2026_2.pdf,acknowledgement,1,2
doc_0075,env_0037,Building_Trash_Chute_Policy_Ack_2024_1.pdf,cover_letter,3,1
doc_0076,env_0037,Building_Trash_Chute_Policy_Ack_2024_2.pdf,acknowledgement,5,2
doc_0077,env_0037,Building_Trash_Chute_Policy_Ack_2024_3.pdf,supporting,2,3
doc_0078,env_0038,Building_Pest_Control_Notice_2025-01_1.pdf,cover_letter,4,1
doc_0079,env_0039,Building_Pest_Control_Notice_2025-07_1.pdf,cover_letter,1,1
doc_0080,env_0039,Building_Pest_Control_Notice_2025-07_2.pdf,acknowledgement,3,2
doc_0081,env_0040,Building_Pest_Control_Notice_2026-01_1.pdf,cover_letter,5,1
doc_0082,env_0040,Building_Pest_Control_Notice_2026-01_2.pdf,acknowledgement,2,2
doc_0083,env_0040,Building_Pest_Control_Notice_2026-01_3.pdf,supporting,4,3
doc_0084,env_0041,Building_Pest_Control_Notice_2026-07_1.pdf,cover_letter,1,1
doc_0085,env_0042,Kaimuki_Rent_Auto-Debit_Consent_Renewal_1.pdf,cover_letter,3,1
doc_0086,env_0042,Kaimuki_Rent_Auto-Debit_Consent_Renewal_2.pdf,acknowledgement,5,2
doc_0087,env_0043,Kaimuki_Studio_Parking_Stall_12_Confirm_1.pdf,cover_letter,2,1
doc_0088,env_0043,Kaimuki_Studio_Parking_Stall_12_Confirm_2.pdf,acknowledgement,4,2
doc_0089,env_0043,Kaimuki_Studio_Parking_Stall_12_Confirm_3.pdf,supporting,1,3
doc_0090,env_0044,Kaimuki_Lanai_Restriction_Ack_1.pdf,cover_letter,3,1
doc_0091,env_0045,Kaimuki_Package_Locker_Terms_2025_1.pdf,cover_letter,5,1
doc_0092,env_0045,Kaimuki_Package_Locker_Terms_2025_2.pdf,acknowledgement,2,2
doc_0093,env_0046,HMSA_Plan_Renewal_2024_1.pdf,cover_letter,4,1
doc_0094,env_0046,HMSA_Plan_Renewal_2024_2.pdf,acknowledgement,1,2
doc_0095,env_0046,HMSA_Plan_Renewal_2024_3.pdf,supporting,3,3
doc_0096,env_0047,HMSA_Plan_Renewal_2025_1.pdf,cover_letter,5,1
doc_0097,env_0048,HMSA_Plan_Renewal_2026_1.pdf,cover_letter,2,1
doc_0098,env_0048,HMSA_Plan_Renewal_2026_2.pdf,acknowledgement,4,2
doc_0099,env_0049,HMSA_Preventive_Care_Consent_2026_1.pdf,cover_letter,1,1
doc_0100,env_0049,HMSA_Preventive_Care_Consent_2026_2.pdf,acknowledgement,3,2
doc_0101,env_0049,HMSA_Preventive_Care_Consent_2026_3.pdf,supporting,5,3
doc_0102,env_0050,Island_Health_Portal_Enrollment_1.pdf,cover_letter,2,1
doc_0103,env_0051,Island_Health_Thyroid_Panel_Consent_Nov_2025_1.pdf,cover_letter,4,1
doc_0104,env_0051,Island_Health_Thyroid_Panel_Consent_Nov_2025_2.pdf,acknowledgement,1,2
doc_0105,env_0052,Island_Health_Thyroid_Panel_Consent_May_2026_1.pdf,cover_letter,3,1
doc_0106,env_0052,Island_Health_Thyroid_Panel_Consent_May_2026_2.pdf,acknowledgement,5,2
doc_0107,env_0052,Island_Health_Thyroid_Panel_Consent_May_2026_3.pdf,supporting,2,3
doc_0108,env_0053,Island_Health_Thyroid_Panel_Consent_Nov_2026_1.pdf,cover_letter,4,1
doc_0109,env_0054,Kaimuki_Dental_Enrollment_1.pdf,cover_letter,1,1
doc_0110,env_0054,Kaimuki_Dental_Enrollment_2.pdf,acknowledgement,3,2
doc_0111,env_0055,Kaimuki_Dental_Cleaning_Consent_Apr_2024_1.pdf,cover_letter,5,1
doc_0112,env_0055,Kaimuki_Dental_Cleaning_Consent_Apr_2024_2.pdf,acknowledgement,2,2
doc_0113,env_0055,Kaimuki_Dental_Cleaning_Consent_Apr_2024_3.pdf,supporting,4,3
doc_0114,env_0056,Kaimuki_Dental_Cleaning_Consent_Oct_2024_1.pdf,cover_letter,1,1
doc_0115,env_0057,Kaimuki_Dental_Cleaning_Consent_Apr_2025_1.pdf,cover_letter,3,1
doc_0116,env_0057,Kaimuki_Dental_Cleaning_Consent_Apr_2025_2.pdf,acknowledgement,5,2
doc_0117,env_0058,Kaimuki_Dental_Cleaning_Consent_Oct_2025_1.pdf,cover_letter,2,1
doc_0118,env_0058,Kaimuki_Dental_Cleaning_Consent_Oct_2025_2.pdf,acknowledgement,4,2
doc_0119,env_0058,Kaimuki_Dental_Cleaning_Consent_Oct_2025_3.pdf,supporting,1,3
doc_0120,env_0059,Kaimuki_Dental_Cleaning_Consent_Apr_2026_1.pdf,cover_letter,3,1
doc_0121,env_0060,Kaimuki_Dental_Cleaning_Consent_Oct_2026_1.pdf,cover_letter,5,1
doc_0122,env_0060,Kaimuki_Dental_Cleaning_Consent_Oct_2026_2.pdf,acknowledgement,2,2
doc_0123,env_0061,Ala_Moana_Eye_Care_Enrollment_1.pdf,cover_letter,4,1
doc_0124,env_0061,Ala_Moana_Eye_Care_Enrollment_2.pdf,acknowledgement,1,2
doc_0125,env_0061,Ala_Moana_Eye_Care_Enrollment_3.pdf,supporting,3,3
doc_0126,env_0062,Ala_Moana_Annual_Exam_Consent_2024_1.pdf,cover_letter,5,1
doc_0127,env_0063,Ala_Moana_Annual_Exam_Consent_2025_1.pdf,cover_letter,2,1
doc_0128,env_0063,Ala_Moana_Annual_Exam_Consent_2025_2.pdf,acknowledgement,4,2
doc_0129,env_0064,Ala_Moana_Annual_Exam_Consent_2026_1.pdf,cover_letter,1,1
doc_0130,env_0064,Ala_Moana_Annual_Exam_Consent_2026_2.pdf,acknowledgement,3,2
doc_0131,env_0064,Ala_Moana_Annual_Exam_Consent_2026_3.pdf,supporting,5,3
doc_0132,env_0065,Levothyroxine_90-day_Refill_Consent_May_2024_1.pdf,cover_letter,2,1
doc_0133,env_0066,Levothyroxine_90-day_Refill_Consent_Nov_2024_1.pdf,cover_letter,4,1
doc_0134,env_0066,Levothyroxine_90-day_Refill_Consent_Nov_2024_2.pdf,acknowledgement,1,2
doc_0135,env_0067,Levothyroxine_90-day_Refill_Consent_May_2025_1.pdf,cover_letter,3,1
doc_0136,env_0067,Levothyroxine_90-day_Refill_Consent_May_2025_2.pdf,acknowledgement,5,2
doc_0137,env_0067,Levothyroxine_90-day_Refill_Consent_May_2025_3.pdf,supporting,2,3
doc_0138,env_0068,Bank_of_Hawaii_Savings_Beneficiary_Update_1.pdf,cover_letter,4,1
doc_0139,env_0069,Bank_of_Hawaii_Direct_Deposit_Update_2024_1.pdf,cover_letter,1,1
doc_0140,env_0069,Bank_of_Hawaii_Direct_Deposit_Update_2024_2.pdf,acknowledgement,3,2
doc_0141,env_0070,Bank_of_Hawaii_Overdraft_Opt-Out_1.pdf,cover_letter,5,1
doc_0142,env_0070,Bank_of_Hawaii_Overdraft_Opt-Out_2.pdf,acknowledgement,2,2
doc_0143,env_0070,Bank_of_Hawaii_Overdraft_Opt-Out_3.pdf,supporting,4,3
doc_0144,env_0071,Bank_of_Hawaii_Emergency_Fund_Sub-Account_Setup_1.pdf,cover_letter,1,1
doc_0145,env_0072,Chase_Sapphire_Autopay_Enrollment_1.pdf,cover_letter,3,1
doc_0146,env_0072,Chase_Sapphire_Autopay_Enrollment_2.pdf,acknowledgement,5,2
doc_0147,env_0073,Chase_Sapphire_Statement_E-Delivery_1.pdf,cover_letter,2,1
doc_0148,env_0073,Chase_Sapphire_Statement_E-Delivery_2.pdf,acknowledgement,4,2
doc_0149,env_0073,Chase_Sapphire_Statement_E-Delivery_3.pdf,supporting,1,3
doc_0150,env_0074,Federal_Student_Loan_IDR_Recertification_2024_1.pdf,cover_letter,3,1
doc_0151,env_0075,Federal_Student_Loan_IDR_Recertification_2025_1.pdf,cover_letter,5,1
doc_0152,env_0075,Federal_Student_Loan_IDR_Recertification_2025_2.pdf,acknowledgement,2,2
doc_0153,env_0076,Federal_Student_Loan_Autopay_Enrollment_1.pdf,cover_letter,4,1
doc_0154,env_0076,Federal_Student_Loan_Autopay_Enrollment_2.pdf,acknowledgement,1,2
doc_0155,env_0076,Federal_Student_Loan_Autopay_Enrollment_3.pdf,supporting,3,3
doc_0156,env_0077,GEICO_Auto_Policy_Renewal_2024_1.pdf,cover_letter,5,1
doc_0157,env_0078,GEICO_Auto_Policy_Renewal_2025_1.pdf,cover_letter,2,1
doc_0158,env_0078,GEICO_Auto_Policy_Renewal_2025_2.pdf,acknowledgement,4,2
doc_0159,env_0079,GEICO_Auto_Policy_Renewal_2026_1.pdf,cover_letter,1,1
doc_0160,env_0079,GEICO_Auto_Policy_Renewal_2026_2.pdf,acknowledgement,3,2
doc_0161,env_0079,GEICO_Auto_Policy_Renewal_2026_3.pdf,supporting,5,3
doc_0162,env_0080,Lemonade_Renters_Endorsement_Add_Bike_2025_1.pdf,cover_letter,2,1
doc_0163,env_0081,MedBridge_Subscription_Renewal_2025_1.pdf,cover_letter,4,1
doc_0164,env_0081,MedBridge_Subscription_Renewal_2025_2.pdf,acknowledgement,1,2
doc_0165,env_0082,MedBridge_Subscription_Renewal_2026_1.pdf,cover_letter,3,1
doc_0166,env_0082,MedBridge_Subscription_Renewal_2026_2.pdf,acknowledgement,5,2
doc_0167,env_0082,MedBridge_Subscription_Renewal_2026_3.pdf,supporting,2,3
doc_0168,env_0083,AOTA_Membership_Renewal_2025_1.pdf,cover_letter,4,1
doc_0169,env_0084,AOTA_Membership_Renewal_2026_1.pdf,cover_letter,1,1
doc_0170,env_0084,AOTA_Membership_Renewal_2026_2.pdf,acknowledgement,3,2
doc_0171,env_0085,Notion_Personal_Pro_Annual_Consent_2025_1.pdf,cover_letter,5,1
doc_0172,env_0085,Notion_Personal_Pro_Annual_Consent_2025_2.pdf,acknowledgement,2,2
doc_0173,env_0085,Notion_Personal_Pro_Annual_Consent_2025_3.pdf,supporting,4,3
doc_0174,env_0086,Notion_Personal_Pro_Annual_Consent_2026_1.pdf,cover_letter,1,1
doc_0175,env_0087,Box_Personal_Plan_Consent_2025_1.pdf,cover_letter,3,1
doc_0176,env_0087,Box_Personal_Plan_Consent_2025_2.pdf,acknowledgement,5,2
doc_0177,env_0088,Dropbox_Plus_Renewal_2025_1.pdf,cover_letter,2,1
doc_0178,env_0088,Dropbox_Plus_Renewal_2025_2.pdf,acknowledgement,4,2
doc_0179,env_0088,Dropbox_Plus_Renewal_2025_3.pdf,supporting,1,3
