envelope_id,status,email_subject,sender_name,sender_email,created_time,sent_time,completed_time,template_id
HTCC-ATTEST-MD-2026-11,created,HTCC Applicant Attestation — Meghan Douglas,Meghan Douglas,meghan.douglas@Finthesiss.ai,2026-10-15T08:30:00Z,,,tpl_htcc_attest
env_0002,completed,Lease Renewal 2024 — Apt 3B,Meghan Douglas,meghan.douglas@Finthesiss.ai,2024-04-12T10:00:00Z,2024-04-12T10:02:00Z,2024-04-12T19:00:00Z,tpl_lease_renewal
env_0003,completed,Lease Renewal 2025 — Apt 3B,Meghan Douglas,meghan.douglas@Finthesiss.ai,2025-04-14T09:30:00Z,2025-04-14T09:32:00Z,2025-04-15T06:30:00Z,tpl_lease_renewal
env_0004,completed,Lease Renewal 2026 — Apt 3B,Meghan Douglas,meghan.douglas@Finthesiss.ai,2026-04-08T11:00:00Z,2026-04-08T11:02:00Z,2026-04-08T20:00:00Z,tpl_lease_renewal
env_0005,completed,Building HOA Rules Update 2024-08,Meghan Douglas,meghan.douglas@Finthesiss.ai,2024-08-20T14:00:00Z,2024-08-20T14:02:00Z,2024-08-22T08:00:00Z,tpl_hoa_ack
env_0006,completed,Building HOA Rules Update 2025-02,Meghan Douglas,meghan.douglas@Finthesiss.ai,2025-02-18T12:00:00Z,2025-02-18T12:02:00Z,2025-02-18T20:00:00Z,tpl_hoa_ack
env_0007,completed,Building HOA Rules Update 2025-11,Meghan Douglas,meghan.douglas@Finthesiss.ai,2025-11-05T15:30:00Z,2025-11-05T15:32:00Z,2025-11-05T19:30:00Z,tpl_hoa_ack
env_0008,completed,Building HOA Rules Update 2026-06,Meghan Douglas,meghan.douglas@Finthesiss.ai,2026-06-10T10:00:00Z,2026-06-10T10:02:00Z,2026-06-10T22:00:00Z,tpl_hoa_ack
env_0009,completed,CE Course Enrollment Media Release M1-M4,Meghan Douglas,meghan.douglas@Finthesiss.ai,2026-04-06T08:00:00Z,2026-04-06T08:02:00Z,2026-04-07T22:00:00Z,tpl_ce_release
env_0010,completed,CE Course Enrollment Media Release M5-M8,Meghan Douglas,meghan.douglas@Finthesiss.ai,2026-04-06T08:05:00Z,2026-04-06T08:07:00Z,2026-04-07T17:05:00Z,tpl_ce_release
env_0011,completed,CE Course Enrollment Media Release M9-M12,Meghan Douglas,meghan.douglas@Finthesiss.ai,2026-04-06T08:10:00Z,2026-04-06T08:12:00Z,2026-04-07T04:10:00Z,tpl_ce_release
env_0012,completed,Study Group Confidentiality — Sarah,Meghan Douglas,meghan.douglas@Finthesiss.ai,2026-04-15T19:00:00Z,2026-04-15T19:02:00Z,2026-04-16T09:00:00Z,tpl_nda_studygrp
env_0013,completed,Study Group Confidentiality — Brian,Meghan Douglas,meghan.douglas@Finthesiss.ai,2026-04-15T19:15:00Z,2026-04-15T19:17:00Z,2026-04-16T06:15:00Z,tpl_nda_studygrp
env_0014,completed,Study Group Confidentiality — Jenna,Meghan Douglas,meghan.douglas@Finthesiss.ai,2026-04-15T19:30:00Z,2026-04-15T19:32:00Z,2026-04-16T16:30:00Z,tpl_nda_studygrp
env_0015,completed,Renters Insurance Renewal 2025,Meghan Douglas,meghan.douglas@Finthesiss.ai,2025-04-20T13:00:00Z,2025-04-20T13:02:00Z,2025-04-21T18:00:00Z,tpl_hoa_ack
env_0016,completed,Renters Insurance Renewal 2026,Meghan Douglas,meghan.douglas@Finthesiss.ai,2026-04-22T14:00:00Z,2026-04-22T14:02:00Z,2026-04-24T06:00:00Z,tpl_hoa_ack
env_0017,completed,Parking Space Reassignment Confirmation,Meghan Douglas,meghan.douglas@Finthesiss.ai,2025-06-08T11:00:00Z,2025-06-08T11:02:00Z,2025-06-10T00:00:00Z,tpl_hoa_ack
env_0018,completed,Package Room Access Agreement,Meghan Douglas,meghan.douglas@Finthesiss.ai,2024-09-01T10:00:00Z,2024-09-01T10:02:00Z,2024-09-02T08:00:00Z,tpl_hoa_ack
env_0019,completed,Bank of Hawaii Address Update,Meghan Douglas,meghan.douglas@Finthesiss.ai,2024-05-15T15:00:00Z,2024-05-15T15:02:00Z,2024-05-16T00:00:00Z,tpl_hoa_ack
env_0020,completed,Voter Registration Update HI,Meghan Douglas,meghan.douglas@Finthesiss.ai,2024-06-10T14:00:00Z,2024-06-10T14:02:00Z,2024-06-11T12:00:00Z,tpl_hoa_ack
env_0021,completed,Kaiser Membership Confirmation,Meghan Douglas,meghan.douglas@Finthesiss.ai,2023-10-01T09:00:00Z,2023-10-01T09:02:00Z,2023-10-02T16:00:00Z,tpl_hoa_ack
env_0022,completed,Levothyroxine 90-day Refill Consent,Meghan Douglas,meghan.douglas@Finthesiss.ai,2025-11-08T16:00:00Z,2025-11-08T16:02:00Z,2025-11-09T15:00:00Z,tpl_hoa_ack
env_0023,completed,Levothyroxine 90-day Refill Consent Renewal,Meghan Douglas,meghan.douglas@Finthesiss.ai,2026-05-12T16:00:00Z,2026-05-12T16:02:00Z,2026-05-12T21:00:00Z,tpl_hoa_ack
env_0024,completed,CHT Peer Study Space Confluence Terms,Meghan Douglas,meghan.douglas@Finthesiss.ai,2026-04-12T20:00:00Z,2026-04-12T20:02:00Z,2026-04-13T12:00:00Z,tpl_nda_studygrp
env_0025,completed,HTCC CEU Documentation Release,Meghan Douglas,meghan.douglas@Finthesiss.ai,2026-09-10T12:00:00Z,2026-09-10T12:02:00Z,2026-09-10T14:00:00Z,tpl_ce_release
env_0026,completed,CE Course Enrollment Release M13-M16,Meghan Douglas,meghan.douglas@Finthesiss.ai,2026-05-04T09:00:00Z,2026-05-04T09:02:00Z,2026-05-04T20:00:00Z,tpl_ce_release
