id,firstname,lastname,email,phone,jobtitle,company,lifecyclestage,createdate,lastmodifieddate
hc_001,Denise,Holt,denise.holt@lakeviewmedical.org,937-555-0440,Nurse Manager,Lakeview Medical,customer,2023-01-15T10:00:00Z,2026-10-08T16:00:00Z
hc_002,Natasha,Okonkwo,natasha.oko@gmail.com,937-555-0267,RN,Lakeview Medical,customer,2023-01-15T10:00:00Z,2026-10-09T18:30:00Z
hc_003,Greg,Harper,,937-555-0312,,,other,2020-01-01T10:00:00Z,2026-10-09T17:30:00Z
hc_004,Linda,Brennan,linda.brennan.oh@gmail.com,937-555-0134,Retired,,other,2020-01-01T10:00:00Z,2026-10-09T19:45:00Z
hc_005,Adam,Coretti,adam.coretti.oh@gmail.com,937-555-0389,Contractor,Self-employed,lead,2026-07-20T10:00:00Z,2026-10-09T21:15:00Z
hc_0100,First0,Last0,user33@gmail.com,937-555-6727,,,lead,2026-08-11T20:00:00Z,2026-10-05T20:00:00Z
hc_0101,First1,Last1,user650@outlook.com,937-555-8334,,,lead,2025-12-27T20:00:00Z,2026-09-19T20:00:00Z
hc_0102,First2,Last2,user208@gmail.com,937-555-7141,,,lead,2026-05-03T20:00:00Z,2026-09-09T20:00:00Z
hc_0103,First3,Last3,user353@gmail.com,937-555-8477,,,lead,2026-02-01T20:00:00Z,2026-09-30T20:00:00Z
hc_0104,First4,Last4,user585@gmail.com,937-555-9592,,,lead,2026-01-14T20:00:00Z,2026-09-24T20:00:00Z
hc_0105,First5,Last5,user209@gmail.com,937-555-8694,,,lead,2025-12-17T20:00:00Z,2026-09-11T20:00:00Z
hc_0106,First6,Last6,user766@gmail.com,937-555-1976,,,lead,2025-11-21T20:00:00Z,2026-09-10T20:00:00Z
hc_0107,First7,Last7,user298@outlook.com,937-555-5151,,,lead,2026-02-23T20:00:00Z,2026-10-01T20:00:00Z
hc_0108,First8,Last8,user28@outlook.com,937-555-5538,,,lead,2025-11-10T20:00:00Z,2026-10-07T20:00:00Z
hc_0109,First9,Last9,user650@gmail.com,937-555-4001,,,lead,2026-05-01T20:00:00Z,2026-09-19T20:00:00Z
hc_0110,First10,Last10,user855@outlook.com,937-555-1120,,,lead,2025-12-01T20:00:00Z,2026-10-01T20:00:00Z
hc_0111,First11,Last11,user993@outlook.com,937-555-7522,,,lead,2026-08-17T20:00:00Z,2026-10-02T20:00:00Z
hc_0112,First12,Last12,user426@gmail.com,937-555-1881,,,lead,2026-06-17T20:00:00Z,2026-10-05T20:00:00Z
hc_0113,First13,Last13,user324@outlook.com,937-555-6069,,,lead,2025-10-14T20:00:00Z,2026-10-08T20:00:00Z
hc_0114,First14,Last14,user814@outlook.com,937-555-5083,,,lead,2026-02-20T20:00:00Z,2026-10-04T20:00:00Z
hc_0115,First15,Last15,user6@outlook.com,937-555-9402,,,lead,2026-03-30T20:00:00Z,2026-09-26T20:00:00Z
hc_0116,First16,Last16,user646@gmail.com,937-555-1026,,,lead,2026-09-02T20:00:00Z,2026-10-03T20:00:00Z
hc_0117,First17,Last17,user4@gmail.com,937-555-4913,,,lead,2026-09-05T20:00:00Z,2026-10-07T20:00:00Z
hc_0118,First18,Last18,user109@outlook.com,937-555-9619,,,lead,2026-04-25T20:00:00Z,2026-09-21T20:00:00Z
hc_0119,First19,Last19,user558@outlook.com,937-555-4477,,,lead,2026-01-07T20:00:00Z,2026-10-09T20:00:00Z
hc_0120,First20,Last20,user149@outlook.com,937-555-7840,,,lead,2026-05-12T20:00:00Z,2026-09-21T20:00:00Z
hc_0121,First21,Last21,user242@gmail.com,937-555-4948,,,lead,2026-02-24T20:00:00Z,2026-09-12T20:00:00Z
hc_0122,First22,Last22,user934@outlook.com,937-555-8884,,,lead,2026-05-03T20:00:00Z,2026-09-16T20:00:00Z
