transaction_id,account_id,amount,iso_currency_code,date,name,merchant_name,category,pending,payment_channel
txn_ec44b825c95fd841,acc_chk_001,92.47,USD,2026-03-28,SHOPRITE OF ROOSEVELT BLVD,ShopRite,Food and Drink;Groceries,true,in store
txn_a6c2c4bc9c857e35,acc_chk_001,248.90,USD,2026-03-24,CEDARBROOK ELECTRICAL SUPPLY,Cedarbrook Supply,Shops;Hardware,false,in store
txn_acde3b7ef7a13be3,acc_chk_001,41.18,USD,2026-03-21,WAWA #842 RHAWN ST,Wawa,Travel;Gas Stations,false,in store
txn_b9c769e057b3db3e,acc_chk_001,163.55,USD,2026-03-18,PECO ENERGY BILL PAYMENT,PECO Energy,Service;Utilities,false,online
txn_ad537b3e30235ca2,acc_chk_001,57.30,USD,2026-03-15,GIANT FOOD STORES #6231,Giant Food Stores,Food and Drink;Groceries,false,in store
txn_41cd72097ec17862,acc_chk_001,412.00,USD,2026-03-12,WESTERN UNION MONEY TRANSFER,Western Union,Transfer;Third Party,false,online
txn_632c0f9d788e6c06,acc_chk_001,318.74,USD,2026-03-09,GRAYBAR ELECTRIC CO,Graybar Electric,Shops;Hardware,false,in store
txn_2c4bd04c51ded40e,acc_chk_001,26.40,USD,2026-03-06,RITE AID #4118,Rite Aid,Shops;Pharmacies,false,in store
txn_6be2fc831b91466c,acc_chk_001,89.99,USD,2026-03-03,VERIZON WIRELESS PAYMENT,Verizon,Service;Telecommunication Services,false,online
txn_77f66a956775602e,acc_chk_001,134.60,USD,2026-02-26,BUCKS COUNTY BEEKEEPING SUPPLY,Bucks County Beekeeping Supply,Shops;Hardware,false,online
txn_0a1792397c318980,acc_chk_001,38.15,USD,2026-02-22,RIDGEMONT DINER,Ridgemont Diner,Food and Drink;Restaurants,false,in store
txn_a0abb3799fbc5aa6,acc_chk_001,47.82,USD,2026-02-18,ALDI #0673,Aldi,Food and Drink;Groceries,false,in store
txn_368b005688819197,acc_chk_001,44.27,USD,2026-02-14,SUNOCO 0398 OXFORD AVE,Sunoco,Travel;Gas Stations,false,in store
txn_3dfd15636aa7add9,acc_chk_001,276.40,USD,2026-02-10,THE HOME DEPOT #2417,Home Depot,Shops;Hardware,false,in store
txn_22e1280d221c194a,acc_chk_001,163.55,USD,2026-02-06,PECO ENERGY BILL PAYMENT,PECO Energy,Service;Utilities,false,online
txn_68208a743872a5de,acc_chk_001,78.65,USD,2026-02-02,SHOPRITE OF ROOSEVELT BLVD,ShopRite,Food and Drink;Groceries,false,in store
txn_45473965009b1959,acc_chk_001,405.00,USD,2026-01-28,WESTERN UNION MONEY TRANSFER,Western Union,Transfer;Third Party,false,online
txn_5d1f9a2c4e7b8033,acc_chk_001,192.30,USD,2026-01-21,GRAYBAR ELECTRIC CO,Graybar Electric,Shops;Hardware,false,in store
txn_8b3e2f7a91c4d6a5,acc_chk_001,62.18,USD,2026-01-14,GIANT FOOD STORES #6231,Giant Food Stores,Food and Drink;Groceries,false,in store
txn_3c9a7d1e6f2b40c8,acc_sav_002,1000.00,USD,2026-01-08,TRANSFER TO HIGH-YIELD SAVINGS,Brightpath Credit Union,Transfer;Internal Account Transfer,false,online
