id,name,email,avatar_url,type,bot,owner_workspace,created_time
U_RALPH,Ralph Delaney,ralph.delaney@Finthesiss.ai,,person,false,ws_delaney,2025-06-01T00:00:00Z
U_DEVON,Devon Harris,d.harris@delaneydefense.com,,person,false,ws_delaney,2025-06-01T00:00:00Z
U_NT302,Devon Harris,d.harris@delaneydefense.com,,person,false,false,2025-07-07T12:00:00Z
U_NT303,Brenda Johnson,b.johnson@delaneydefense.com,,person,false,false,2025-07-08T12:00:00Z
U_NT304,Fontaine User,user4@delaneydefense.com,,person,false,false,2025-07-09T12:00:00Z
U_NT305,Guidry User,user5@delaneydefense.com,,person,false,false,2025-07-10T12:00:00Z
U_NT306,Hebert User,user6@delaneydefense.com,,person,false,false,2025-07-11T12:00:00Z
U_NT307,Landry User,user7@delaneydefense.com,,person,false,false,2025-07-12T12:00:00Z
U_NT308,Maddox User,user8@delaneydefense.com,,person,false,false,2025-07-13T12:00:00Z
U_NT309,Naquin User,user9@delaneydefense.com,,person,false,false,2025-07-14T12:00:00Z
U_NT310,Ortega User,user10@delaneydefense.com,,person,false,false,2025-07-15T12:00:00Z
U_NT311,Prejean User,user11@delaneydefense.com,,person,false,false,2025-07-16T12:00:00Z
U_NT312,Robicheaux User,user12@delaneydefense.com,,person,false,false,2025-07-17T12:00:00Z
U_NT313,Savoy User,user13@delaneydefense.com,,person,false,false,2025-07-18T12:00:00Z
U_NT314,Trahan User,user14@delaneydefense.com,,person,false,false,2025-07-19T12:00:00Z
U_NT315,Vidrine User,user15@delaneydefense.com,,person,false,false,2025-07-20T12:00:00Z
U_NT316,Whitfield User,user16@delaneydefense.com,,person,false,false,2025-07-21T12:00:00Z
U_NT317,Aucoin User,user17@delaneydefense.com,,person,false,false,2025-07-22T12:00:00Z
U_NT318,Babineaux User,user18@delaneydefense.com,,person,false,false,2025-07-23T12:00:00Z
U_NT319,Comeaux User,user19@delaneydefense.com,,person,false,false,2025-07-24T12:00:00Z
