id,host_id,topic,type,status,start_time,duration,timezone,join_url,agenda,created_at
880000,jason_host,Therapy session,2,waiting,2026-10-06T22:30:00Z,50,America/Chicago,https://zoom.us/j/therapy,Biweekly,2026-09-01T00:00:00Z
880001,jason_host,Custom order consult,2,waiting,2026-10-05T23:00:00Z,30,America/Chicago,https://zoom.us/j/consult,Buyer call,2026-09-15T00:00:00Z
880002,jporter,Studio sync 2,2,waiting,2026-09-19T22:39:00Z,45,America/Chicago,https://zoom.us/j/880002,Discussion,2026-06-23T06:27:00Z
880003,jporter,Studio sync 3,2,waiting,2026-04-06T03:03:00Z,30,America/Chicago,https://zoom.us/j/880003,Discussion,2026-04-20T05:16:00Z
880004,jporter,Client call 4,2,waiting,2026-09-14T19:55:00Z,45,America/Chicago,https://zoom.us/j/880004,Discussion,2026-07-16T01:54:00Z
880005,jporter,Pottery consult 5,2,waiting,2026-08-14T16:29:00Z,30,America/Chicago,https://zoom.us/j/880005,Discussion,2026-02-18T03:16:00Z
880006,jporter,Client call 6,2,waiting,2026-04-19T21:54:00Z,30,America/Chicago,https://zoom.us/j/880006,Discussion,2026-09-07T08:57:00Z
880007,jporter,Pottery consult 7,2,waiting,2026-02-14T01:26:00Z,45,America/Chicago,https://zoom.us/j/880007,Discussion,2026-03-06T05:52:00Z
880008,jporter,Client call 8,2,waiting,2026-08-02T02:33:00Z,45,America/Chicago,https://zoom.us/j/880008,Discussion,2026-09-19T03:17:00Z
880009,jporter,Client call 9,2,waiting,2026-01-07T05:17:00Z,60,America/Chicago,https://zoom.us/j/880009,Discussion,2026-03-09T21:22:00Z
880010,jporter,Client call 10,2,waiting,2026-07-05T19:45:00Z,30,America/Chicago,https://zoom.us/j/880010,Discussion,2026-09-01T12:24:00Z
880011,jporter,Client call 11,2,waiting,2026-02-07T22:39:00Z,45,America/Chicago,https://zoom.us/j/880011,Discussion,2026-04-02T00:15:00Z
880012,jporter,Studio sync 12,2,waiting,2026-08-23T04:34:00Z,45,America/Chicago,https://zoom.us/j/880012,Discussion,2026-04-03T20:25:00Z
880013,jporter,Pottery consult 13,2,waiting,2026-07-21T08:55:00Z,30,America/Chicago,https://zoom.us/j/880013,Discussion,2026-09-22T09:51:00Z
880014,jporter,Client call 14,2,waiting,2026-02-05T12:49:00Z,45,America/Chicago,https://zoom.us/j/880014,Discussion,2026-08-14T06:38:00Z
880015,jporter,Studio sync 15,2,waiting,2026-04-25T14:24:00Z,30,America/Chicago,https://zoom.us/j/880015,Discussion,2026-06-18T21:25:00Z
880016,jporter,Pottery consult 16,2,waiting,2026-01-01T04:32:00Z,45,America/Chicago,https://zoom.us/j/880016,Discussion,2026-04-10T05:09:00Z
880017,jporter,Client call 17,2,waiting,2026-02-24T13:33:00Z,60,America/Chicago,https://zoom.us/j/880017,Discussion,2026-09-02T14:28:00Z
880018,jporter,Pottery consult 18,2,waiting,2026-01-10T20:46:00Z,45,America/Chicago,https://zoom.us/j/880018,Discussion,2026-04-14T14:36:00Z
880019,jporter,Pottery consult 19,2,waiting,2026-02-02T13:04:00Z,30,America/Chicago,https://zoom.us/j/880019,Discussion,2026-04-15T09:19:00Z
880020,jporter,Pottery consult 20,2,waiting,2026-08-14T04:12:00Z,60,America/Chicago,https://zoom.us/j/880020,Discussion,2026-02-10T22:27:00Z
880021,jporter,Studio sync 21,2,waiting,2026-05-06T16:22:00Z,60,America/Chicago,https://zoom.us/j/880021,Discussion,2026-09-08T00:47:00Z
880022,jporter,Client call 22,2,waiting,2026-05-11T18:20:00Z,30,America/Chicago,https://zoom.us/j/880022,Discussion,2026-07-01T05:45:00Z
880023,jporter,Client call 23,2,waiting,2026-06-20T23:11:00Z,30,America/Chicago,https://zoom.us/j/880023,Discussion,2026-08-15T13:32:00Z
880024,jporter,Pottery consult 24,2,waiting,2026-03-20T10:43:00Z,45,America/Chicago,https://zoom.us/j/880024,Discussion,2026-08-22T16:15:00Z
880025,jporter,Client call 25,2,waiting,2026-07-22T03:40:00Z,60,America/Chicago,https://zoom.us/j/880025,Discussion,2026-05-20T13:58:00Z
