account_id,display_name,email,active
acc_fritz,Fritz Rush,fritz.rush@Finthesiss.ai,true
acc_kevin,Kevin Osborne,kosborne@gmail.com,true
acc_sarah,Sarah Kelley,sarah.kelley@gmail.com,true
acc_kintampo,Kwame Osei-Adu,ghana-kintampo-pi@rtss-multisite.org,true
acc_kilifi,Amina Wanjiku,kilifi-fieldcoord@rtss-multisite.org,true
acc_akpan,Akpan Idongesit,akpan.idongesit@glenwood.edu,true
acc_manhica,Domingos Rodrigues,manhica-site-pi@rtss-multisite.org,true
acc_nanoro,Ibrahim Ouedraogo,nanoro-site-pi@rtss-multisite.org,true
acc_bagamoyo,Fatuma Mwakumbi,bagamoyo-site-pi@rtss-multisite.org,true
acc_marcus_bell,Marcus Bell,marcus.bell@glenwood.edu,true
acc_preeti,Preeti Ahuja,preeti.ahuja@glenwood.edu,true
acc_yolanda,Yolanda Reyes,yolanda.reyes@glenwood.edu,true
acc_hassan,Hassan Kwame,hassan.kwame@glenwood.edu,true
acc_adam_sartain,Adam Sartain,adam.sartain@glenwood.edu,true
acc_devon_sharpe,Devon Sharpe,devon.sharpe@glenwood.edu,true
acc_rich_bowman,Rich Bowman,rich.bowman@glenwood.edu,true
acc_jennifer_hall,Jennifer Hall,jennifer.hall@glenwood.edu,true
acc_amelia_chen,Amelia Chen,amelia.chen@rtss-multisite.org,true
acc_kofi,Kofi Boateng,kofi.boateng@rtss-multisite.org,true
acc_marta,Marta Silveira,marta.silveira@rtss-multisite.org,true
