list_id,email_address,full_name,status,timestamp_signup,member_rating
mailchimp_members_1000,user0@mailchimp.example,Mailchimp item 0,closed,2026-08-01T20:00:00,member_rating_0
mailchimp_members_1001,user1@mailchimp.example,Mailchimp item 1,done,2026-08-02T08:00:00,member_rating_1
mailchimp_members_1002,user2@mailchimp.example,Mailchimp item 2,done,2026-08-03T05:00:00,member_rating_2
mailchimp_members_1003,user3@mailchimp.example,Mailchimp item 3,open,2026-08-04T19:00:00,member_rating_3
mailchimp_members_1004,user4@mailchimp.example,Mailchimp item 4,closed,2026-08-05T08:00:00,member_rating_4
mailchimp_members_1005,user5@mailchimp.example,Mailchimp item 5,open,2026-08-06T00:00:00,member_rating_5
mailchimp_members_1006,user6@mailchimp.example,Mailchimp item 6,closed,2026-08-07T19:00:00,member_rating_6
mailchimp_members_1007,user7@mailchimp.example,Mailchimp item 7,open,2026-08-08T22:00:00,member_rating_7
mailchimp_members_1008,user8@mailchimp.example,Mailchimp item 8,done,2026-08-09T07:00:00,member_rating_8
mailchimp_members_1009,user9@mailchimp.example,Mailchimp item 9,active,2026-08-10T13:00:00,member_rating_9
mailchimp_members_1010,user10@mailchimp.example,Mailchimp item 10,closed,2026-08-11T01:00:00,member_rating_10
mailchimp_members_1011,user11@mailchimp.example,Mailchimp item 11,closed,2026-08-12T20:00:00,member_rating_11
mailchimp_members_1012,user12@mailchimp.example,Mailchimp item 12,active,2026-08-13T02:00:00,member_rating_12
mailchimp_members_1013,user13@mailchimp.example,Mailchimp item 13,done,2026-08-14T10:00:00,member_rating_13
mailchimp_members_1014,user14@mailchimp.example,Mailchimp item 14,done,2026-08-15T11:00:00,member_rating_14
mailchimp_members_1015,user15@mailchimp.example,Mailchimp item 15,done,2026-08-16T12:00:00,member_rating_15
mailchimp_members_1016,user16@mailchimp.example,Mailchimp item 16,closed,2026-08-17T23:00:00,member_rating_16
mailchimp_members_1017,user17@mailchimp.example,Mailchimp item 17,active,2026-08-18T03:00:00,member_rating_17
mailchimp_members_1018,user18@mailchimp.example,Mailchimp item 18,active,2026-08-19T09:00:00,member_rating_18
mailchimp_members_1019,user19@mailchimp.example,Mailchimp item 19,done,2026-08-20T18:00:00,member_rating_19
mailchimp_members_1020,user20@mailchimp.example,Mailchimp item 20,closed,2026-08-21T22:00:00,member_rating_20
mailchimp_members_1021,user21@mailchimp.example,Mailchimp item 21,closed,2026-08-22T02:00:00,member_rating_21
mailchimp_members_1022,user22@mailchimp.example,Mailchimp item 22,active,2026-08-23T04:00:00,member_rating_22
mailchimp_members_1023,user23@mailchimp.example,Mailchimp item 23,open,2026-08-24T21:00:00,member_rating_23
mailchimp_members_1024,user24@mailchimp.example,Mailchimp item 24,open,2026-08-25T07:00:00,member_rating_24
mailchimp_members_1025,user25@mailchimp.example,Mailchimp item 25,open,2026-08-26T16:00:00,member_rating_25
mailchimp_members_1026,user26@mailchimp.example,Mailchimp item 26,active,2026-08-27T18:00:00,member_rating_26
mailchimp_members_1027,user27@mailchimp.example,Mailchimp item 27,done,2026-08-28T17:00:00,member_rating_27
mailchimp_members_1028,user28@mailchimp.example,Mailchimp item 28,closed,2026-08-29T15:00:00,member_rating_28
mailchimp_members_1029,user29@mailchimp.example,Mailchimp item 29,closed,2026-08-30T03:00:00,member_rating_29
mailchimp_members_1030,user30@mailchimp.example,Mailchimp item 30,closed,2026-08-31T22:00:00,member_rating_30
mailchimp_members_1031,user31@mailchimp.example,Mailchimp item 31,active,2026-09-01T21:00:00,member_rating_31
mailchimp_members_1032,user32@mailchimp.example,Mailchimp item 32,open,2026-09-02T01:00:00,member_rating_32
mailchimp_members_1033,user33@mailchimp.example,Mailchimp item 33,closed,2026-09-03T09:00:00,member_rating_33
mailchimp_members_1034,user34@mailchimp.example,Mailchimp item 34,active,2026-09-04T14:00:00,member_rating_34
mailchimp_members_1035,user35@mailchimp.example,Mailchimp item 35,closed,2026-09-05T09:00:00,member_rating_35
mailchimp_members_1036,user36@mailchimp.example,Mailchimp item 36,active,2026-09-06T19:00:00,member_rating_36
mailchimp_members_1037,user37@mailchimp.example,Mailchimp item 37,closed,2026-09-07T08:00:00,member_rating_37
mailchimp_members_1038,user38@mailchimp.example,Mailchimp item 38,active,2026-09-08T16:00:00,member_rating_38
mailchimp_members_1039,user39@mailchimp.example,Mailchimp item 39,done,2026-09-09T23:00:00,member_rating_39
mailchimp_members_1040,user40@mailchimp.example,Mailchimp item 40,open,2026-09-10T12:00:00,member_rating_40
mailchimp_members_1041,user41@mailchimp.example,Mailchimp item 41,closed,2026-09-11T00:00:00,member_rating_41
mailchimp_members_1042,user42@mailchimp.example,Mailchimp item 42,done,2026-09-12T08:00:00,member_rating_42
mailchimp_members_1043,user43@mailchimp.example,Mailchimp item 43,open,2026-09-13T10:00:00,member_rating_43
