event_id,email,display_name,response_status,optional,organizer
evt_papa_a1c_q4,c.tremblay@beavertoncommunity.org,Dr. Claire Tremblay,accepted,False,False
evt_papa_a1c_q4,luc.quinn.pdx@gmail.com,Luc Quinn,accepted,False,False
evt_papa_a1c_pretrip,c.tremblay@beavertoncommunity.org,Dr. Claire Tremblay,tentative,False,False
evt_papa_a1c_pretrip,luc.quinn.pdx@gmail.com,Luc Quinn,tentative,False,False
evt_dec12_party,sienna.park@gmail.com,Sienna Park,accepted,False,False
evt_dec12_party,emile.quinn@gmail.com,Emile Quinn,accepted,False,False
evt_dec12_party,luc.quinn.pdx@gmail.com,Luc Quinn,accepted,False,False
evt_grandpere_80th,nathalie.quinn@gmail.com,Nathalie Quinn,tentative,False,True
evt_sienna_birthday,sienna.park@gmail.com,Sienna Park,needsAction,False,False
evt_yves_physical,j.hartley@cascadefammed.com,Dr. James Hartley,accepted,False,False
evt_ambervale_1113,ops@ambervaleproperties.com,Ambervale Ops,accepted,False,False
evt_kitchen_tour,leasing@culinarycrossroads.com,Culinary Crossroads Leasing,accepted,False,True
