event_id,email,display_name,response_status,optional,organizer
evt_party,sophia.garcia.esq@gmail.com,Sophia Garcia,accepted,false,false
evt_party,michael.torres.tampa@gmail.com,Michael Torres,accepted,false,false
evt_party,eleni.garcia.cpa@gmail.com,Eleni Garcia,accepted,false,false
evt_party,andreas.garcia@gmail.com,Andreas Garcia,accepted,false,false
evt_party,morgan85@outlook.com,Attendee 0,declined,false,false
evt_0120,alex64@aol.com,Attendee 1,accepted,false,false
evt_0117,john57@outlook.com,Attendee 2,tentative,false,false
evt_chess,john93@gmail.com,Attendee 3,needsAction,false,false
evt_0103,taylor10@hotmail.com,Attendee 4,tentative,false,false
evt_0101,taylor82@aol.com,Attendee 5,declined,false,false
evt_0105,alex46@aol.com,Attendee 6,declined,false,false
evt_0116,pat76@yahoo.com,Attendee 7,accepted,false,false
evt_0104,morgan84@yahoo.com,Attendee 8,tentative,false,false
evt_0108,jane28@hotmail.com,Attendee 9,needsAction,false,false
evt_liquor,jane17@hotmail.com,Attendee 10,declined,false,false
evt_0109,sarah67@gmail.com,Attendee 11,tentative,false,false
evt_0115,morgan61@aol.com,Attendee 12,needsAction,false,false
evt_0121,alex84@hotmail.com,Attendee 13,needsAction,false,false
evt_0108,sam63@yahoo.com,Attendee 14,declined,false,false
evt_0110,mike72@hotmail.com,Attendee 15,declined,false,false
evt_0116,morgan77@gmail.com,Attendee 16,declined,false,false
evt_0108,sam14@yahoo.com,Attendee 17,tentative,false,false
evt_0123,jane87@hotmail.com,Attendee 18,accepted,false,false
evt_chess,chris83@outlook.com,Attendee 19,accepted,false,false
evt_0110,mike25@outlook.com,Attendee 20,tentative,false,false
evt_0105,alex47@hotmail.com,Attendee 21,accepted,false,false
evt_0119,mike28@aol.com,Attendee 22,needsAction,false,false
evt_lease,alex46@yahoo.com,Attendee 23,declined,false,false
evt_0120,sam10@gmail.com,Attendee 24,tentative,false,false
evt_liquor,john63@hotmail.com,Attendee 25,tentative,false,false
evt_0112,sam53@hotmail.com,Attendee 26,needsAction,false,false
evt_0120,taylor26@yahoo.com,Attendee 27,needsAction,false,false
evt_0118,sam95@hotmail.com,Attendee 28,declined,false,false
evt_0121,chris21@aol.com,Attendee 29,needsAction,false,false
evt_0106,sarah60@outlook.com,Attendee 30,accepted,false,false
evt_0115,sam45@gmail.com,Attendee 31,declined,false,false
evt_0116,john83@outlook.com,Attendee 32,accepted,false,false
evt_0114,morgan20@yahoo.com,Attendee 33,accepted,false,false
evt_0112,morgan34@hotmail.com,Attendee 34,accepted,false,false
evt_chess,morgan33@gmail.com,Attendee 35,tentative,false,false
evt_0119,sarah41@aol.com,Attendee 36,needsAction,false,false
evt_liquor,morgan87@outlook.com,Attendee 37,needsAction,false,false
evt_0112,john72@gmail.com,Attendee 38,tentative,false,false
evt_0107,mike63@gmail.com,Attendee 39,tentative,false,false
evt_0106,alex21@gmail.com,Attendee 40,accepted,false,false
evt_0111,mike46@yahoo.com,Attendee 41,declined,false,false
evt_0102,jane29@outlook.com,Attendee 42,needsAction,false,false
evt_0115,mike17@aol.com,Attendee 43,tentative,false,false
evt_walkthrough,john17@outlook.com,Attendee 44,needsAction,false,false
evt_chess,chris28@hotmail.com,Attendee 45,tentative,false,false
evt_0102,pat25@gmail.com,Attendee 46,declined,false,false
evt_0101,taylor85@yahoo.com,Attendee 47,needsAction,false,false
evt_0110,morgan59@gmail.com,Attendee 48,tentative,false,false
evt_lease,chris69@aol.com,Attendee 49,needsAction,false,false
evt_liquor,sam13@hotmail.com,Attendee 50,declined,false,false
evt_0123,john44@aol.com,Attendee 51,accepted,false,false
evt_0101,morgan93@yahoo.com,Attendee 52,tentative,false,false
evt_0112,pat67@gmail.com,Attendee 53,declined,false,false
evt_0119,mike57@aol.com,Attendee 54,declined,false,false
evt_0119,sarah78@hotmail.com,Attendee 55,needsAction,false,false
evt_lease,john69@aol.com,Attendee 56,tentative,false,false
evt_0114,mike10@gmail.com,Attendee 57,needsAction,false,false
evt_0102,taylor42@hotmail.com,Attendee 58,tentative,false,false
evt_0120,sarah84@aol.com,Attendee 59,tentative,false,false
evt_lease,mike78@aol.com,Attendee 60,accepted,false,false
evt_0103,jane60@gmail.com,Attendee 61,declined,false,false
evt_0117,morgan45@hotmail.com,Attendee 62,declined,false,false
evt_0113,morgan50@outlook.com,Attendee 63,tentative,false,false
evt_0118,sam44@yahoo.com,Attendee 64,tentative,false,false
evt_0104,sarah68@aol.com,Attendee 65,tentative,false,false
evt_party,mike92@gmail.com,Attendee 66,needsAction,false,false
evt_party,john96@yahoo.com,Attendee 67,needsAction,false,false
evt_0111,sam60@aol.com,Attendee 68,accepted,false,false
evt_0119,jane78@gmail.com,Attendee 69,needsAction,false,false
evt_0115,jane55@hotmail.com,Attendee 70,tentative,false,false
evt_0106,mike99@gmail.com,Attendee 71,accepted,false,false
evt_0108,chris34@hotmail.com,Attendee 72,accepted,false,false
evt_0101,john45@outlook.com,Attendee 73,declined,false,false
evt_liquor,taylor90@outlook.com,Attendee 74,declined,false,false
evt_0101,sam56@gmail.com,Attendee 75,tentative,false,false
evt_0109,taylor36@gmail.com,Attendee 76,declined,false,false
evt_0120,pat24@outlook.com,Attendee 77,needsAction,false,false
evt_walkthrough,morgan34@aol.com,Attendee 78,declined,false,false
evt_liquor,taylor26@gmail.com,Attendee 79,declined,false,false
evt_0102,taylor39@aol.com,Attendee 80,tentative,false,false
evt_0100,john98@aol.com,Attendee 81,tentative,false,false
evt_0115,morgan68@gmail.com,Attendee 82,needsAction,false,false
evt_0114,john51@hotmail.com,Attendee 83,needsAction,false,false
evt_0102,jane97@aol.com,Attendee 84,needsAction,false,false
evt_0109,chris76@gmail.com,Attendee 85,declined,false,false
evt_lease,alex63@aol.com,Attendee 86,needsAction,false,false
evt_0104,john60@yahoo.com,Attendee 87,tentative,false,false
evt_liquor,taylor13@yahoo.com,Attendee 88,needsAction,false,false
evt_liquor,sarah35@yahoo.com,Attendee 89,tentative,false,false
evt_0103,jane90@gmail.com,Attendee 90,accepted,false,false
evt_0109,pat13@aol.com,Attendee 91,tentative,false,false
evt_0120,alex41@gmail.com,Attendee 92,needsAction,false,false
evt_0101,chris16@outlook.com,Attendee 93,declined,false,false
evt_liquor,taylor89@hotmail.com,Attendee 94,accepted,false,false
evt_0114,sam84@gmail.com,Attendee 95,accepted,false,false
evt_lease,john58@outlook.com,Attendee 96,accepted,false,false
