id,customer,price,status,quantity,current_period_start,current_period_end,cancel_at_period_end,created
sub_GC_001,cus_gc_002,price_GC_DUES_MONTHLY,active,1,1788166800,1790586000,false,1756026000
sub_GC_002,cus_gc_003,price_GC_DUES_MONTHLY,active,1,1785747600,1788166800,false,1756026000
sub_GC_003,cus_gc_004,price_GC_DUES_MONTHLY,active,1,1783328400,1785747600,false,1756026000
sub_GC_004,cus_gc_005,price_GC_DUES_MONTHLY,active,1,1780909200,1783328400,false,1756026000
sub_GC_005,cus_gc_006,price_GC_DUES_MONTHLY,active,1,1778490000,1780909200,false,1756026000
sub_GC_006,cus_gc_007,price_GC_DUES_MONTHLY,active,1,1776070800,1778490000,false,1756026000
sub_GC_007,cus_gc_008,price_GC_DUES_MONTHLY,active,1,1773651600,1776070800,false,1756026000
sub_GC_008,cus_gc_009,price_GC_DUES_MONTHLY,active,1,1771232400,1773651600,false,1756026000
sub_GC_009,cus_gc_010,price_GC_DUES_MONTHLY,active,1,1768813200,1771232400,false,1756026000
sub_GC_010,cus_gc_011,price_GC_DUES_MONTHLY,active,1,1766394000,1768813200,false,1756026000
sub_GC_011,cus_gc_012,price_GC_DUES_MONTHLY,active,1,1763974800,1766394000,false,1756026000
sub_GC_012,cus_gc_001,price_GC_DUES_MONTHLY,active,1,1761555600,1763974800,false,1756026000
