id,customer,subscription,amount_due,amount_paid,currency,status,number,charge,created,due_date
in_Carlos01,cus_CarlosWhitfield,,9331,9331,usd,paid,CARLOS-2026-01,ch_3Carlos01,1767258000,1768467600
in_Carlos02,cus_CarlosWhitfield,,9331,9331,usd,paid,CARLOS-2026-02,ch_3Carlos02,1769936400,1771146000
in_Carlos03,cus_CarlosWhitfield,,9331,9331,usd,paid,CARLOS-2026-03,ch_3Carlos03,1772355600,1773565200
in_Carlos04,cus_CarlosWhitfield,,9331,9331,usd,paid,CARLOS-2026-04,ch_3Carlos04,1775034000,1776243600
in_Carlos05,cus_CarlosWhitfield,,9331,9331,usd,paid,CARLOS-2026-05,ch_3Carlos05,1777626000,1778835600
in_Carlos06,cus_CarlosWhitfield,,9331,9331,usd,paid,CARLOS-2026-06,ch_3Carlos06,1780304400,1781514000
in_Carlos07,cus_CarlosWhitfield,,9331,9331,usd,paid,CARLOS-2026-07,ch_3Carlos07,1782896400,1784106000
in_Carlos08,cus_CarlosWhitfield,,9331,9331,usd,paid,CARLOS-2026-08,ch_3Carlos08,1785574800,1786784400
in_Carlos09,cus_CarlosWhitfield,,9331,9331,usd,paid,CARLOS-2026-09,ch_3Carlos09,1788253200,1789462800
in_GC001,cus_gc_002,,4000,4000,usd,paid,GC-2026-001,ch_3GC001,1767571200,1770163200
in_GC002,cus_gc_003,,4000,4000,usd,paid,GC-2026-002,ch_3GC002,1767916800,1770508800
in_GC003,cus_gc_004,,4000,4000,usd,paid,GC-2026-003,ch_3GC003,1768262400,1770854400
in_GC004,cus_gc_005,,4000,4000,usd,paid,GC-2026-004,ch_3GC004,1768608000,1771200000
in_GC005,cus_gc_006,,4000,4000,usd,paid,GC-2026-005,ch_3GC005,1768953600,1771545600
in_GC006,cus_gc_007,,4000,4000,usd,paid,GC-2026-006,ch_3GC006,1769299200,1771891200
in_GC007,cus_gc_008,,4000,12500,usd,open,GC-2026-007,,1769644800,1772236800
in_GC008,cus_gc_009,,4000,4000,usd,paid,GC-2026-008,ch_3GC008,1769990400,1772582400
in_GC009,cus_gc_010,,4000,4000,usd,paid,GC-2026-009,ch_3GC009,1770336000,1772928000
in_GC010,cus_gc_011,,4000,4000,usd,paid,GC-2026-010,ch_3GC010,1770681600,1773273600
in_GC011,cus_gc_012,,4000,4000,usd,paid,GC-2026-011,ch_3GC011,1771027200,1773619200
in_GC012,cus_gc_001,,4000,4000,usd,paid,GC-2026-012,ch_3GC012,1771372800,1773964800
in_GC013,cus_gc_002,,4000,4000,usd,paid,GC-2026-013,ch_3GC013,1771718400,1774310400
in_GC014,cus_gc_003,,4000,12501,usd,open,GC-2026-014,,1772064000,1774656000
in_GC015,cus_gc_004,,4000,4000,usd,paid,GC-2026-015,ch_3GC015,1772409600,1775001600
in_GC016,cus_gc_005,,4000,4000,usd,paid,GC-2026-016,ch_3GC016,1772755200,1775347200
