Id,FirstName,LastName,Company,Email,Phone,Status,LeadSource,Industry,Rating
00QAx0000067E88B23,Shop,Owner,Hatboro Laundromat,owner@hatborolaundromat.com,+12155554401,Working - Contacted,Referral,Personal Services,Warm
00QAx0000067E88B3A,Grooming,Owner,Willow Grove Pet Grooming,shop@willowgrovepetgrooming.com,+12155554418,Open - Not Contacted,Web,Personal Services,Cold
00QAx0000067E88B51,Studio,Owner,Abington Yoga Studio,hello@abingtonyogastudio.com,+12155554425,Working - Contacted,Referral,Fitness,Warm
00QAx0000067E88B68,Barber,Shop,Glenside Barbers,shop@glensidebarbers.com,+12155554432,Open - Not Contacted,Web,Personal Services,Cold
00QAx0000067E88B7F,Store,Manager,Media Hardware Co,store@mediahardwareco.com,+16105554439,Qualified,Referral,Retail,Hot
00QAx0000067E88B96,Diner,Owner,Fox Chase Diner,owner@foxchasediner.com,+12155554446,Working - Contacted,Referral,Food and Beverage,Hot
00QAx0000067E88BAD,Office,Manager,Rockledge Storage Units,office@rockledgestorage.com,+12155554453,Open - Not Contacted,Web,Logistics,Cold
00QAx0000067E88BC4,Front,Desk,Huntingdon Valley Gym,front@hvgym.com,+12155554460,Working - Contacted,Referral,Fitness,Warm
00QAx0000067E88BDB,Service,Manager,Somerton Auto Repair,shop@somertonauto.com,+12155554467,Open - Not Contacted,Web,Automotive,Cold
00QAx0000067E88BF2,Pharmacy,Manager,Mayfair Pharmacy,manager@mayfairpharmacy.com,+12155554474,Qualified,Referral,Healthcare,Hot
00QAx0000067E88B11,Hall,Rentals,Lawncrest Community Hall,rentals@lawncresthall.org,+12155554481,Working - Contacted,Referral,Nonprofit,Warm
00QAx0000067E88B12,Detail,Shop,Bustleton Auto Detailing,shop@bustletondetailing.com,+12155554488,Open - Not Contacted,Web,Automotive,Cold
00QAx0000067E88B13,Print,Shop,Frankford Print Shop,office@frankfordprint.com,+12155554495,Qualified,Referral,Printing,Warm
00QAx0000067E88B14,Lanes,Manager,Tacony Bowling Lanes,manager@taconylanes.com,+12155554502,Working - Contacted,Web,Entertainment,Hot
00QAx0000067E88B15,Deli,Owner,Oxford Circle Deli,owner@oxfordcircledeli.com,+12155554509,Open - Not Contacted,Referral,Food and Beverage,Warm
00QAx0000067E88B16,Tile,Shop,Rhawnhurst Tile and Stone,shop@rhawnhursttile.com,+12155554516,Open - Not Contacted,Web,Construction,Cold
00QAx0000067E88B17,Eye,Care,Holmesburg Eye Care,front@holmesburgeyecare.com,+12155554523,Qualified,Referral,Healthcare,Hot
00QAx0000067E88B18,Hardware,Store,Feasterville Hardware,store@feastervillehardware.com,+12155554530,Working - Contacted,Web,Retail,Warm
00QAx0000067E88B19,Glass,Shop,Cheltenham Auto Glass,shop@cheltenhamautoglass.com,+12155554537,Open - Not Contacted,Referral,Automotive,Cold
00QAx0000067E88B20,Music,School,Jenkintown Music School,office@jenkintownmusic.com,+12155554544,Working - Contacted,Referral,Education,Hot
