Id,FirstName,LastName,Email,Phone,Title,AccountId,MailingCity
003Ax0000067E88B23,Project,Estimator,estimating@delcogc.com,+16105554201,Project Manager,001Ax0000067E88B23,Media
003Ax0000067E88B2E,Irina,Polishchuk,irina.polishchuk@gmail.com,+12155550359,Center Director,001Ax0000067E88B24,Philadelphia
003Ax0000067E88B39,Building,Maintenance,maintenance@montcopropertymgmt.com,+16105554225,Maintenance Coordinator,001Ax0000067E88B25,Norristown
003Ax0000067E88B44,Site,Superintendent,office@buckscountybuilders.com,+12155554232,Superintendent,001Ax0000067E88B26,Doylestown
003Ax0000067E88B4F,Taproom,Manager,taproom@conshohockenbrewing.com,+16105554249,General Manager,001Ax0000067E88B27,Conshohocken
003Ax0000067E88B5A,Bakery,Owner,owner@ardmorebakehouse.com,+16105554256,Owner,001Ax0000067E88B28,Ardmore
003Ax0000067E88B65,Shop,Foreman,shop@newtownmachineshop.com,+12155554263,Shop Foreman,001Ax0000067E88B29,Newtown
003Ax0000067E88B70,Facilities,Manager,facilities@valleyforgeofficepark.com,+16105554270,Facilities Manager,001Ax0000067E94A16,King of Prussia
003Ax0000067E88B7B,Roastery,Owner,roastery@jenkintowncoffeeroasters.com,+12155554287,Owner,001Ax0000067E94A17,Jenkintown
003Ax0000067E88B86,Plant,Manager,facilities@warminstercoldstorage.com,+12155554294,Plant Manager,001Ax0000067E94A18,Warminster
003Ax0000067E88B11,Practice,Manager,office@doylestowndentalgroup.com,+12155554301,Practice Manager,001Ax0000067E94A19,Doylestown
003Ax0000067E88B12,Print,Owner,shop@westchesterprintworks.com,+16105554318,Owner,001Ax0000067E94A1A,West Chester
003Ax0000067E88B13,Office,Manager,office@kopveterinaryclinic.com,+16105554325,Office Manager,001Ax0000067E94A1B,King of Prussia
003Ax0000067E88B14,Restaurant,Manager,manager@norristownfamilyrestaurant.com,+16105554332,Manager,001Ax0000067E94A1C,Norristown
003Ax0000067E88B15,Book,Shop,shop@brynmawrbookshop.com,+16105554349,Owner,001Ax0000067E94A1D,Bryn Mawr
003Ax0000067E88B16,Daycare,Director,office@drexelhilldaycare.com,+16105554356,Director,001Ax0000067E94A1E,Drexel Hill
003Ax0000067E88B17,Front,Desk,front@lowermerionwellnesscenter.com,+16105554363,Office Manager,001Ax0000067E94A1F,Lower Merion
003Ax0000067E88B18,Property,Manager,office@lansdaleapartments.com,+12155554370,Property Manager,001Ax0000067E94A20,Lansdale
003Ax0000067E88B19,Florist,Owner,shop@cheltenhamflorist.com,+12155554387,Owner,001Ax0000067E94A21,Cheltenham
003Ax0000067E88B20,Auto,Body,shop@lansdaleautobody.com,+12155554394,Owner,001Ax0000067E94A22,Lansdale
