id,page_id,parent_block_id,type,text,order,created_time,last_edited_time,has_children,checked
nb_inv_0,np_inventory,np_inventory,to_do,Coil-built stoneware mug - last hand count 4 units,0,2026-08-14T00:00:00Z,2026-08-14T00:00:00Z,false,false
nb_inv_1,np_inventory,np_inventory,to_do,Speckled dinner bowl - last hand count 4 units,1,2026-08-14T00:00:00Z,2026-08-14T00:00:00Z,false,false
nb_inv_2,np_inventory,np_inventory,to_do,Tall carafe with cork - last hand count 4 units,2,2026-08-14T00:00:00Z,2026-08-14T00:00:00Z,false,false
nb_inv_3,np_inventory,np_inventory,to_do,Small planter with drip tray - last hand count 4 units,3,2026-08-14T00:00:00Z,2026-08-14T00:00:00Z,false,false
nb_inv_4,np_inventory,np_inventory,to_do,Wide serving platter - last hand count 4 units,4,2026-08-14T00:00:00Z,2026-08-14T00:00:00Z,false,false
nb_inv_5,np_inventory,np_inventory,to_do,Pour-over coffee dripper - last hand count 4 units,5,2026-08-14T00:00:00Z,2026-08-14T00:00:00Z,false,false
nb_inv_6,np_inventory,np_inventory,to_do,Berry colander - last hand count 4 units,6,2026-08-14T00:00:00Z,2026-08-14T00:00:00Z,false,false
nb_inv_7,np_inventory,np_inventory,to_do,Matte black tumbler - last hand count 4 units,7,2026-08-14T00:00:00Z,2026-08-14T00:00:00Z,false,false
nb_inv_8,np_inventory,np_inventory,to_do,Handled soup crock - last hand count 4 units,8,2026-08-14T00:00:00Z,2026-08-14T00:00:00Z,false,false
nb_inv_9,np_inventory,np_inventory,to_do,Spoon rest set - last hand count 4 units,9,2026-08-14T00:00:00Z,2026-08-14T00:00:00Z,false,false
nb_ct_0,np_contacts,np_contacts,bulleted_list_item,Megan Ortiz - megan.ortiz@gmail.com,0,2026-09-25T00:00:00Z,2026-09-25T00:00:00Z,false,false
nb_ct_1,np_contacts,np_contacts,bulleted_list_item,Priya Shah - priya.shah@outlook.com,1,2026-09-25T00:00:00Z,2026-09-25T00:00:00Z,false,false
nb_ct_2,np_contacts,np_contacts,bulleted_list_item,Caleb Duncan - caleb.duncan@gmail.com,2,2026-09-25T00:00:00Z,2026-09-25T00:00:00Z,false,false
nb_ct_3,np_contacts,np_contacts,bulleted_list_item,Ruth Alvarez - ruth.alvarez@yahoo.com,3,2026-09-25T00:00:00Z,2026-09-25T00:00:00Z,false,false
nb_ct_4,np_contacts,np_contacts,bulleted_list_item,Derek Chan - derek.chan@gmail.com,4,2026-09-25T00:00:00Z,2026-09-25T00:00:00Z,false,false
nb_ct_5,np_contacts,np_contacts,bulleted_list_item,Nina Coleman - nina.coleman@gmail.com,5,2026-09-25T00:00:00Z,2026-09-25T00:00:00Z,false,false
nb_ct_6,np_contacts,np_contacts,bulleted_list_item,Aaron Webb - aaron.webb@proton.me,6,2026-09-25T00:00:00Z,2026-09-25T00:00:00Z,false,false
nb_ct_7,np_contacts,np_contacts,bulleted_list_item,Sofia Reyes - sofia.reyes@gmail.com,7,2026-09-25T00:00:00Z,2026-09-25T00:00:00Z,false,false
nb_ct_8,np_contacts,np_contacts,bulleted_list_item,Grant Miller - grant.miller@gmail.com,8,2026-09-25T00:00:00Z,2026-09-25T00:00:00Z,false,false
nb_ct_9,np_contacts,np_contacts,bulleted_list_item,Hazel Fox - hazel.fox@gmail.com,9,2026-09-25T00:00:00Z,2026-09-25T00:00:00Z,false,false
nb_ct_10,np_contacts,np_contacts,bulleted_list_item,Ian Boyd - ian.boyd@gmail.com,10,2026-09-25T00:00:00Z,2026-09-25T00:00:00Z,false,false
nb_ct_11,np_contacts,np_contacts,bulleted_list_item,Bella Nguyen - bella.nguyen@gmail.com,11,2026-09-25T00:00:00Z,2026-09-25T00:00:00Z,false,false
nb_ct_12,np_contacts,np_contacts,bulleted_list_item,Owen Pratt - owen.pratt@gmail.com,12,2026-09-25T00:00:00Z,2026-09-25T00:00:00Z,false,false
nb_ct_13,np_contacts,np_contacts,bulleted_list_item,Faith Long - faith.long@gmail.com,13,2026-09-25T00:00:00Z,2026-09-25T00:00:00Z,false,false
nb_ct_14,np_contacts,np_contacts,bulleted_list_item,Marcus Reed - marcus.reed@gmail.com,14,2026-09-25T00:00:00Z,2026-09-25T00:00:00Z,false,false
nb_ct_15,np_contacts,np_contacts,bulleted_list_item,Julia Stone - julia.stone@gmail.com,15,2026-09-25T00:00:00Z,2026-09-25T00:00:00Z,false,false
nb_ct_16,np_contacts,np_contacts,bulleted_list_item,Evan Cole - evan.cole@gmail.com,16,2026-09-25T00:00:00Z,2026-09-25T00:00:00Z,false,false
nb_ct_17,np_contacts,np_contacts,bulleted_list_item,Nora Hays - nora.hays@gmail.com,17,2026-09-25T00:00:00Z,2026-09-25T00:00:00Z,false,false
nb_ct_18,np_contacts,np_contacts,bulleted_list_item,Seth Barron - seth.barron@gmail.com,18,2026-09-25T00:00:00Z,2026-09-25T00:00:00Z,false,false
nb_ct_19,np_contacts,np_contacts,bulleted_list_item,Kira Vance - kira.vance@gmail.com,19,2026-09-25T00:00:00Z,2026-09-25T00:00:00Z,false,false
nb_ct_20,np_contacts,np_contacts,bulleted_list_item,Megan Ortiz - megan.ortiz@gmail.com,20,2026-09-25T00:00:00Z,2026-09-25T00:00:00Z,false,false
nb_ct_21,np_contacts,np_contacts,bulleted_list_item,Priya Shah - priya.shah@outlook.com,21,2026-09-25T00:00:00Z,2026-09-25T00:00:00Z,false,false
nb_ct_22,np_contacts,np_contacts,bulleted_list_item,Caleb Duncan - caleb.duncan@gmail.com,22,2026-09-25T00:00:00Z,2026-09-25T00:00:00Z,false,false
nb_ct_23,np_contacts,np_contacts,bulleted_list_item,Ruth Alvarez - ruth.alvarez@yahoo.com,23,2026-09-25T00:00:00Z,2026-09-25T00:00:00Z,false,false
nb_ct_24,np_contacts,np_contacts,bulleted_list_item,Derek Chan - derek.chan@gmail.com,24,2026-09-25T00:00:00Z,2026-09-25T00:00:00Z,false,false
nb_ct_25,np_contacts,np_contacts,bulleted_list_item,Nina Coleman - nina.coleman@gmail.com,25,2026-09-25T00:00:00Z,2026-09-25T00:00:00Z,false,false
nb_ct_26,np_contacts,np_contacts,bulleted_list_item,Aaron Webb - aaron.webb@proton.me,26,2026-09-25T00:00:00Z,2026-09-25T00:00:00Z,false,false
