Id,DisplayName,GivenName,FamilyName,CompanyName,PrimaryEmailAddr,PrimaryPhone,BillAddr_Line1,BillAddr_City,BillAddr_CountrySubDivisionCode,BillAddr_PostalCode,Balance,Active,Job,Notes
1,Class Income Aggregate,,,,,,,West Reading,PA,19611,0.00,true,false,Aggregate customer for batched class income entries where individual invoicing is not maintained
2,Private Lesson Aggregate,,,,,,,West Reading,PA,19611,0.00,true,false,Aggregate customer for private lesson income entries
3,Jess Reyes,Jess,Reyes,,jess.reyes@gmail.com,,412 Chestnut St,West Reading,PA,19611,0.00,true,false,Lapsed-friend comp - no charge - Amanda MOH for wedding 2026-10-16
4,Diane Petrenko,Diane,Petrenko,,diane.petrenko@gmail.com,,,Wyomissing,PA,19610,0.00,true,false,PayPal payer - monthly Intermediate class dues
5,Carla Reyes,Carla,Reyes,,carla.reyes@gmail.com,,,Reading,PA,19601,120.00,true,false,Private lesson - Jess wedding party choreography prep - one session outstanding
6,Amanda Foster,Amanda,Foster,,amanda.foster@example.com,,,West Reading,PA,19611,0.00,true,false,Beginner Monday student - autopay via Stripe
7,Rachel Goldberg,Rachel,Goldberg,,rachel.goldberg@example.com,,,Reading,PA,19601,0.00,true,false,Halloween Social 2026-10-31 block-of-3 ticket buyer
8,Elena Vasquez,Elena,Vasquez,,elena.vasquez@example.com,,,Reading,PA,19601,0.00,true,false,Halloween Social 2026-10-31 block-of-3 ticket buyer
9,Anastasia Reilly,Anastasia,Reilly,,anastasia.reilly@example.com,,,Wyomissing,PA,19610,0.00,true,false,Halloween Social 2026-10-31 block-of-3 ticket buyer
10,Fall Showcase Ticket Buyers,,,,,,,Reading,PA,19601,0.00,true,false,Aggregate customer for Fall Showcase 2026-11-14 ticket sales
10001,Class Income Aggregate,,,,,,,West Reading,PA,19611,0.00,true,false,Aggregate customer for batched class income entries where individual invoicing is not maintained
10002,Private Lesson Aggregate,,,,,,,West Reading,PA,19611,0.00,true,false,Aggregate customer for private lesson income entries
10003,Jess Reyes,Jess,Reyes,,jess.reyes@gmail.com-e001,,412 Chestnut St,West Reading,PA,19611,0.00,true,false,Lapsed-friend comp - no charge - Amanda MOH for wedding 2026-10-16
10004,Diane Petrenko,Diane,Petrenko,,diane.petrenko@gmail.com-e001,,,Wyomissing,PA,19610,0.00,true,false,PayPal payer - monthly Intermediate class dues
10005,Carla Reyes,Carla,Reyes,,carla.reyes@gmail.com-e001,,,Reading,PA,19601,120.00,true,false,Private lesson - Jess wedding party choreography prep - one session outstanding
10006,Amanda Foster,Amanda,Foster,,amanda.foster@example.com-e001,,,West Reading,PA,19611,0.00,true,false,Beginner Monday student - autopay via Stripe
10007,Rachel Goldberg,Rachel,Goldberg,,rachel.goldberg@example.com-e001,,,Reading,PA,19601,0.00,true,false,Halloween Social 2026-10-31 block-of-3 ticket buyer
10008,Elena Vasquez,Elena,Vasquez,,elena.vasquez@example.com-e001,,,Reading,PA,19601,0.00,true,false,Halloween Social 2026-10-31 block-of-3 ticket buyer
10009,Anastasia Reilly,Anastasia,Reilly,,anastasia.reilly@example.com-e001,,,Wyomissing,PA,19610,0.00,true,false,Halloween Social 2026-10-31 block-of-3 ticket buyer
10010,Fall Showcase Ticket Buyers,,,,,,,Reading,PA,19601,0.00,true,false,Aggregate customer for Fall Showcase 2026-11-14 ticket sales
20001,Class Income Aggregate,,,,,,,West Reading,PA,19611,0.00,true,false,Aggregate customer for batched class income entries where individual invoicing is not maintained
20002,Private Lesson Aggregate,,,,,,,West Reading,PA,19611,0.00,true,false,Aggregate customer for private lesson income entries
20003,Jess Reyes,Jess,Reyes,,jess.reyes@gmail.com-e002,,412 Chestnut St,West Reading,PA,19611,0.00,true,false,Lapsed-friend comp - no charge - Amanda MOH for wedding 2026-10-16
20004,Diane Petrenko,Diane,Petrenko,,diane.petrenko@gmail.com-e002,,,Wyomissing,PA,19610,0.00,true,false,PayPal payer - monthly Intermediate class dues
20005,Carla Reyes,Carla,Reyes,,carla.reyes@gmail.com-e002,,,Reading,PA,19601,120.00,true,false,Private lesson - Jess wedding party choreography prep - one session outstanding
20006,Amanda Foster,Amanda,Foster,,amanda.foster@example.com-e002,,,West Reading,PA,19611,0.00,true,false,Beginner Monday student - autopay via Stripe
20007,Rachel Goldberg,Rachel,Goldberg,,rachel.goldberg@example.com-e002,,,Reading,PA,19601,0.00,true,false,Halloween Social 2026-10-31 block-of-3 ticket buyer
20008,Elena Vasquez,Elena,Vasquez,,elena.vasquez@example.com-e002,,,Reading,PA,19601,0.00,true,false,Halloween Social 2026-10-31 block-of-3 ticket buyer
20009,Anastasia Reilly,Anastasia,Reilly,,anastasia.reilly@example.com-e002,,,Wyomissing,PA,19610,0.00,true,false,Halloween Social 2026-10-31 block-of-3 ticket buyer
20010,Fall Showcase Ticket Buyers,,,,,,,Reading,PA,19601,0.00,true,false,Aggregate customer for Fall Showcase 2026-11-14 ticket sales
30001,Class Income Aggregate,,,,,,,West Reading,PA,19611,0.00,true,false,Aggregate customer for batched class income entries where individual invoicing is not maintained
30002,Private Lesson Aggregate,,,,,,,West Reading,PA,19611,0.00,true,false,Aggregate customer for private lesson income entries
30003,Jess Reyes,Jess,Reyes,,jess.reyes@gmail.com-e003,,412 Chestnut St,West Reading,PA,19611,0.00,true,false,Lapsed-friend comp - no charge - Amanda MOH for wedding 2026-10-16
30004,Diane Petrenko,Diane,Petrenko,,diane.petrenko@gmail.com-e003,,,Wyomissing,PA,19610,0.00,true,false,PayPal payer - monthly Intermediate class dues
30005,Carla Reyes,Carla,Reyes,,carla.reyes@gmail.com-e003,,,Reading,PA,19601,120.00,true,false,Private lesson - Jess wedding party choreography prep - one session outstanding
30006,Amanda Foster,Amanda,Foster,,amanda.foster@example.com-e003,,,West Reading,PA,19611,0.00,true,false,Beginner Monday student - autopay via Stripe
30007,Rachel Goldberg,Rachel,Goldberg,,rachel.goldberg@example.com-e003,,,Reading,PA,19601,0.00,true,false,Halloween Social 2026-10-31 block-of-3 ticket buyer
30008,Elena Vasquez,Elena,Vasquez,,elena.vasquez@example.com-e003,,,Reading,PA,19601,0.00,true,false,Halloween Social 2026-10-31 block-of-3 ticket buyer
30009,Anastasia Reilly,Anastasia,Reilly,,anastasia.reilly@example.com-e003,,,Wyomissing,PA,19610,0.00,true,false,Halloween Social 2026-10-31 block-of-3 ticket buyer
30010,Fall Showcase Ticket Buyers,,,,,,,Reading,PA,19601,0.00,true,false,Aggregate customer for Fall Showcase 2026-11-14 ticket sales
40001,Class Income Aggregate,,,,,,,West Reading,PA,19611,0.00,true,false,Aggregate customer for batched class income entries where individual invoicing is not maintained
40002,Private Lesson Aggregate,,,,,,,West Reading,PA,19611,0.00,true,false,Aggregate customer for private lesson income entries
40003,Jess Reyes,Jess,Reyes,,jess.reyes@gmail.com-e004,,412 Chestnut St,West Reading,PA,19611,0.00,true,false,Lapsed-friend comp - no charge - Amanda MOH for wedding 2026-10-16
40004,Diane Petrenko,Diane,Petrenko,,diane.petrenko@gmail.com-e004,,,Wyomissing,PA,19610,0.00,true,false,PayPal payer - monthly Intermediate class dues
40005,Carla Reyes,Carla,Reyes,,carla.reyes@gmail.com-e004,,,Reading,PA,19601,120.00,true,false,Private lesson - Jess wedding party choreography prep - one session outstanding
40006,Amanda Foster,Amanda,Foster,,amanda.foster@example.com-e004,,,West Reading,PA,19611,0.00,true,false,Beginner Monday student - autopay via Stripe
40007,Rachel Goldberg,Rachel,Goldberg,,rachel.goldberg@example.com-e004,,,Reading,PA,19601,0.00,true,false,Halloween Social 2026-10-31 block-of-3 ticket buyer
40008,Elena Vasquez,Elena,Vasquez,,elena.vasquez@example.com-e004,,,Reading,PA,19601,0.00,true,false,Halloween Social 2026-10-31 block-of-3 ticket buyer
40009,Anastasia Reilly,Anastasia,Reilly,,anastasia.reilly@example.com-e004,,,Wyomissing,PA,19610,0.00,true,false,Halloween Social 2026-10-31 block-of-3 ticket buyer
40010,Fall Showcase Ticket Buyers,,,,,,,Reading,PA,19601,0.00,true,false,Aggregate customer for Fall Showcase 2026-11-14 ticket sales
50001,Class Income Aggregate,,,,,,,West Reading,PA,19611,0.00,true,false,Aggregate customer for batched class income entries where individual invoicing is not maintained
50002,Private Lesson Aggregate,,,,,,,West Reading,PA,19611,0.00,true,false,Aggregate customer for private lesson income entries
50003,Jess Reyes,Jess,Reyes,,jess.reyes@gmail.com-e005,,412 Chestnut St,West Reading,PA,19611,0.00,true,false,Lapsed-friend comp - no charge - Amanda MOH for wedding 2026-10-16
50004,Diane Petrenko,Diane,Petrenko,,diane.petrenko@gmail.com-e005,,,Wyomissing,PA,19610,0.00,true,false,PayPal payer - monthly Intermediate class dues
50005,Carla Reyes,Carla,Reyes,,carla.reyes@gmail.com-e005,,,Reading,PA,19601,120.00,true,false,Private lesson - Jess wedding party choreography prep - one session outstanding
50006,Amanda Foster,Amanda,Foster,,amanda.foster@example.com-e005,,,West Reading,PA,19611,0.00,true,false,Beginner Monday student - autopay via Stripe
50007,Rachel Goldberg,Rachel,Goldberg,,rachel.goldberg@example.com-e005,,,Reading,PA,19601,0.00,true,false,Halloween Social 2026-10-31 block-of-3 ticket buyer
50008,Elena Vasquez,Elena,Vasquez,,elena.vasquez@example.com-e005,,,Reading,PA,19601,0.00,true,false,Halloween Social 2026-10-31 block-of-3 ticket buyer
50009,Anastasia Reilly,Anastasia,Reilly,,anastasia.reilly@example.com-e005,,,Wyomissing,PA,19610,0.00,true,false,Halloween Social 2026-10-31 block-of-3 ticket buyer
50010,Fall Showcase Ticket Buyers,,,,,,,Reading,PA,19601,0.00,true,false,Aggregate customer for Fall Showcase 2026-11-14 ticket sales
60001,Class Income Aggregate,,,,,,,West Reading,PA,19611,0.00,true,false,Aggregate customer for batched class income entries where individual invoicing is not maintained
60002,Private Lesson Aggregate,,,,,,,West Reading,PA,19611,0.00,true,false,Aggregate customer for private lesson income entries
