guild_id,user_id,username,global_name,nick,bot,joined_at,roles
G_CBRA_RIDERS_001,9871224400110055,midori.kelley,Midori K,Midori (Hikari),False,2024-03-12T18:22:00Z,R_CBRA_MEMBER;R_CBRA_OPEN_4D
G_CBRA_RIDERS_001,U_TARA_REDHAWK,tara.redhawk,Tara R,Tara (Bullet),False,2024-01-18T20:05:00Z,R_CBRA_MEMBER;R_CBRA_OPEN_4D
G_CBRA_RIDERS_001,U_CBRA_MOD_001,cbra.dmunro,D. Munro,Mod (Events),False,2023-08-04T15:30:00Z,R_CBRA_MOD;R_CBRA_MEMBER
G_HORSE_HEALTH_NW,9871224400110055,midori.kelley,Midori K,Midori (Rimrock Valley),False,2023-11-02T19:14:00Z,R_VET_VERIFIED;R_VET_TECH
G_HORSE_HEALTH_NW,U_VET_MOD_001,drchen.equine,Dr. Chen,Mod (Bovine),False,2022-04-15T16:00:00Z,R_VET_MOD;R_VET_VERIFIED;R_VET_DVM
G_CBRA_RIDERS_001,9871224400110055,midori.kelley,Midori K,Midori (Hikari),False,2024-03-12T18:22:00Z,R_CBRA_MEMBER;R_CBRA_OPEN_4D
G_HORSE_HEALTH_NW,9871224400110055,midori.kelley,Midori K,Midori (Rimrock Valley),False,2023-11-02T19:14:00Z,R_VET_VERIFIED;R_VET_TECH
G_CBRA_RIDERS_001,U_AUTO_000001,fasttime.faith,Fasttime Faith,Fasttime,False,2022-05-16T18:00:00.000Z,R_CBRA_MEMBER;R_CBRA_OPEN_4D
G_CBRA_RIDERS_001,U_AUTO_000002,tackswap.tess,Tackswap Tess,Tackswap,False,2024-11-24T18:00:00.000Z,R_CBRA_MEMBER;R_CBRA_OPEN_4D
G_CBRA_RIDERS_001,U_AUTO_000003,fasttime.faith,Fasttime Faith,Fasttime,False,2022-12-23T18:00:00.000Z,R_CBRA_MEMBER;R_CBRA_OPEN_4D
G_CBRA_RIDERS_001,U_AUTO_000004,convoy.cole,Convoy Cole,Convoy,False,2022-08-05T18:00:00.000Z,R_CBRA_MEMBER;R_CBRA_OPEN_4D
G_HORSE_HEALTH_NW,U_AUTO_000005,sage.rider.97,Sage Rider 97,Sage,False,2023-06-11T18:00:00.000Z,R_VET_VERIFIED;R_VET_TECH
G_CBRA_RIDERS_001,U_AUTO_000006,quarterhorse.kate,Quarterhorse Kate,Quarterhorse,False,2026-04-07T18:00:00.000Z,R_CBRA_MEMBER;R_CBRA_OPEN_4D
G_HORSE_HEALTH_NW,U_AUTO_000007,fasttime.faith,Fasttime Faith,Fasttime,False,2025-06-07T18:00:00.000Z,R_VET_VERIFIED;R_VET_TECH
G_CBRA_RIDERS_001,U_AUTO_000008,hooftrim.jake,Hooftrim Jake,Hooftrim,False,2024-08-02T18:00:00.000Z,R_CBRA_MEMBER;R_CBRA_OPEN_4D
G_CBRA_RIDERS_001,U_AUTO_000009,drchen.equine,Drchen Equine,Drchen,False,2026-02-28T18:00:00.000Z,R_CBRA_MEMBER;R_CBRA_OPEN_4D
G_HORSE_HEALTH_NW,U_AUTO_000010,drchen.equine,Drchen Equine,Drchen,False,2023-09-29T18:00:00.000Z,R_VET_VERIFIED;R_VET_TECH
G_CBRA_RIDERS_001,U_AUTO_000011,quarterhorse.kate,Quarterhorse Kate,Quarterhorse,False,2022-05-20T18:00:00.000Z,R_CBRA_MEMBER;R_CBRA_OPEN_4D
G_HORSE_HEALTH_NW,U_AUTO_000012,sage.rider.97,Sage Rider 97,Sage,False,2025-02-22T18:00:00.000Z,R_VET_VERIFIED;R_VET_TECH
G_CBRA_RIDERS_001,U_AUTO_000013,drchen.equine,Drchen Equine,Drchen,False,2025-12-15T18:00:00.000Z,R_CBRA_MEMBER;R_CBRA_OPEN_4D
G_CBRA_RIDERS_001,U_AUTO_000014,drchen.equine,Drchen Equine,Drchen,False,2023-02-04T18:00:00.000Z,R_CBRA_MEMBER;R_CBRA_OPEN_4D
G_HORSE_HEALTH_NW,U_AUTO_000015,fasttime.faith,Fasttime Faith,Fasttime,False,2023-01-03T18:00:00.000Z,R_VET_VERIFIED;R_VET_TECH
G_CBRA_RIDERS_001,U_AUTO_000016,tackswap.tess,Tackswap Tess,Tackswap,False,2024-02-17T18:00:00.000Z,R_CBRA_MEMBER;R_CBRA_OPEN_4D
G_HORSE_HEALTH_NW,U_AUTO_000017,cbra.dmunro,Cbra Dmunro,Cbra,False,2022-04-06T18:00:00.000Z,R_VET_VERIFIED;R_VET_TECH
G_CBRA_RIDERS_001,U_AUTO_000018,hooftrim.jake,Hooftrim Jake,Hooftrim,False,2025-09-01T18:00:00.000Z,R_CBRA_MEMBER;R_CBRA_OPEN_4D
G_CBRA_RIDERS_001,U_AUTO_000019,rodeomom.lacey,Rodeomom Lacey,Rodeomom,False,2022-04-28T18:00:00.000Z,R_CBRA_MEMBER;R_CBRA_OPEN_4D
G_CBRA_RIDERS_001,U_AUTO_000020,quarterhorse.kate,Quarterhorse Kate,Quarterhorse,False,2022-11-16T18:00:00.000Z,R_CBRA_MEMBER;R_CBRA_OPEN_4D
G_HORSE_HEALTH_NW,U_AUTO_000021,barrelqueen.bend,Barrelqueen Bend,Barrelqueen,False,2025-10-03T18:00:00.000Z,R_VET_VERIFIED;R_VET_TECH
G_HORSE_HEALTH_NW,U_AUTO_000022,highdesert.dvm,Highdesert Dvm,Highdesert,False,2022-09-24T18:00:00.000Z,R_VET_VERIFIED;R_VET_TECH
G_HORSE_HEALTH_NW,U_AUTO_000023,convoy.cole,Convoy Cole,Convoy,False,2025-05-31T18:00:00.000Z,R_VET_VERIFIED;R_VET_TECH
