message_id,to_email,from_email,subject,template_id,status,opens,clicks,sent_at
sendgrid_sent_log_1000,user0@sendgrid.example,user0@sendgrid.example,Sendgrid item 0,sendgrid_sent_log_1000,closed,opens_0,clicks_0,sent_at_0
sendgrid_sent_log_1001,user1@sendgrid.example,user1@sendgrid.example,Sendgrid item 1,sendgrid_sent_log_1001,done,opens_1,clicks_1,sent_at_1
sendgrid_sent_log_1002,user2@sendgrid.example,user2@sendgrid.example,Sendgrid item 2,sendgrid_sent_log_1002,open,opens_2,clicks_2,sent_at_2
sendgrid_sent_log_1003,user3@sendgrid.example,user3@sendgrid.example,Sendgrid item 3,sendgrid_sent_log_1003,active,opens_3,clicks_3,sent_at_3
sendgrid_sent_log_1004,user4@sendgrid.example,user4@sendgrid.example,Sendgrid item 4,sendgrid_sent_log_1004,active,opens_4,clicks_4,sent_at_4
sendgrid_sent_log_1005,user5@sendgrid.example,user5@sendgrid.example,Sendgrid item 5,sendgrid_sent_log_1005,closed,opens_5,clicks_5,sent_at_5
sendgrid_sent_log_1006,user6@sendgrid.example,user6@sendgrid.example,Sendgrid item 6,sendgrid_sent_log_1006,closed,opens_6,clicks_6,sent_at_6
sendgrid_sent_log_1007,user7@sendgrid.example,user7@sendgrid.example,Sendgrid item 7,sendgrid_sent_log_1007,done,opens_7,clicks_7,sent_at_7
sendgrid_sent_log_1008,user8@sendgrid.example,user8@sendgrid.example,Sendgrid item 8,sendgrid_sent_log_1008,open,opens_8,clicks_8,sent_at_8
sendgrid_sent_log_1009,user9@sendgrid.example,user9@sendgrid.example,Sendgrid item 9,sendgrid_sent_log_1009,open,opens_9,clicks_9,sent_at_9
sendgrid_sent_log_1010,user10@sendgrid.example,user10@sendgrid.example,Sendgrid item 10,sendgrid_sent_log_1010,open,opens_10,clicks_10,sent_at_10
sendgrid_sent_log_1011,user11@sendgrid.example,user11@sendgrid.example,Sendgrid item 11,sendgrid_sent_log_1011,open,opens_11,clicks_11,sent_at_11
sendgrid_sent_log_1012,user12@sendgrid.example,user12@sendgrid.example,Sendgrid item 12,sendgrid_sent_log_1012,active,opens_12,clicks_12,sent_at_12
sendgrid_sent_log_1013,user13@sendgrid.example,user13@sendgrid.example,Sendgrid item 13,sendgrid_sent_log_1013,closed,opens_13,clicks_13,sent_at_13
sendgrid_sent_log_1014,user14@sendgrid.example,user14@sendgrid.example,Sendgrid item 14,sendgrid_sent_log_1014,done,opens_14,clicks_14,sent_at_14
sendgrid_sent_log_1015,user15@sendgrid.example,user15@sendgrid.example,Sendgrid item 15,sendgrid_sent_log_1015,closed,opens_15,clicks_15,sent_at_15
sendgrid_sent_log_1016,user16@sendgrid.example,user16@sendgrid.example,Sendgrid item 16,sendgrid_sent_log_1016,done,opens_16,clicks_16,sent_at_16
sendgrid_sent_log_1017,user17@sendgrid.example,user17@sendgrid.example,Sendgrid item 17,sendgrid_sent_log_1017,open,opens_17,clicks_17,sent_at_17
sendgrid_sent_log_1018,user18@sendgrid.example,user18@sendgrid.example,Sendgrid item 18,sendgrid_sent_log_1018,done,opens_18,clicks_18,sent_at_18
sendgrid_sent_log_1019,user19@sendgrid.example,user19@sendgrid.example,Sendgrid item 19,sendgrid_sent_log_1019,open,opens_19,clicks_19,sent_at_19
sendgrid_sent_log_1020,user20@sendgrid.example,user20@sendgrid.example,Sendgrid item 20,sendgrid_sent_log_1020,done,opens_20,clicks_20,sent_at_20
sendgrid_sent_log_1021,user21@sendgrid.example,user21@sendgrid.example,Sendgrid item 21,sendgrid_sent_log_1021,closed,opens_21,clicks_21,sent_at_21
sendgrid_sent_log_1022,user22@sendgrid.example,user22@sendgrid.example,Sendgrid item 22,sendgrid_sent_log_1022,open,opens_22,clicks_22,sent_at_22
sendgrid_sent_log_1023,user23@sendgrid.example,user23@sendgrid.example,Sendgrid item 23,sendgrid_sent_log_1023,active,opens_23,clicks_23,sent_at_23
sendgrid_sent_log_1024,user24@sendgrid.example,user24@sendgrid.example,Sendgrid item 24,sendgrid_sent_log_1024,active,opens_24,clicks_24,sent_at_24
sendgrid_sent_log_1025,user25@sendgrid.example,user25@sendgrid.example,Sendgrid item 25,sendgrid_sent_log_1025,done,opens_25,clicks_25,sent_at_25
sendgrid_sent_log_1026,user26@sendgrid.example,user26@sendgrid.example,Sendgrid item 26,sendgrid_sent_log_1026,closed,opens_26,clicks_26,sent_at_26
sendgrid_sent_log_1027,user27@sendgrid.example,user27@sendgrid.example,Sendgrid item 27,sendgrid_sent_log_1027,closed,opens_27,clicks_27,sent_at_27
sendgrid_sent_log_1028,user28@sendgrid.example,user28@sendgrid.example,Sendgrid item 28,sendgrid_sent_log_1028,open,opens_28,clicks_28,sent_at_28
sendgrid_sent_log_1029,user29@sendgrid.example,user29@sendgrid.example,Sendgrid item 29,sendgrid_sent_log_1029,open,opens_29,clicks_29,sent_at_29
sendgrid_sent_log_1030,user30@sendgrid.example,user30@sendgrid.example,Sendgrid item 30,sendgrid_sent_log_1030,active,opens_30,clicks_30,sent_at_30
sendgrid_sent_log_1031,user31@sendgrid.example,user31@sendgrid.example,Sendgrid item 31,sendgrid_sent_log_1031,closed,opens_31,clicks_31,sent_at_31
sendgrid_sent_log_1032,user32@sendgrid.example,user32@sendgrid.example,Sendgrid item 32,sendgrid_sent_log_1032,active,opens_32,clicks_32,sent_at_32
sendgrid_sent_log_1033,user33@sendgrid.example,user33@sendgrid.example,Sendgrid item 33,sendgrid_sent_log_1033,closed,opens_33,clicks_33,sent_at_33
sendgrid_sent_log_1034,user34@sendgrid.example,user34@sendgrid.example,Sendgrid item 34,sendgrid_sent_log_1034,closed,opens_34,clicks_34,sent_at_34
sendgrid_sent_log_1035,user35@sendgrid.example,user35@sendgrid.example,Sendgrid item 35,sendgrid_sent_log_1035,active,opens_35,clicks_35,sent_at_35
sendgrid_sent_log_1036,user36@sendgrid.example,user36@sendgrid.example,Sendgrid item 36,sendgrid_sent_log_1036,active,opens_36,clicks_36,sent_at_36
sendgrid_sent_log_1037,user37@sendgrid.example,user37@sendgrid.example,Sendgrid item 37,sendgrid_sent_log_1037,done,opens_37,clicks_37,sent_at_37
sendgrid_sent_log_1038,user38@sendgrid.example,user38@sendgrid.example,Sendgrid item 38,sendgrid_sent_log_1038,closed,opens_38,clicks_38,sent_at_38
sendgrid_sent_log_1039,user39@sendgrid.example,user39@sendgrid.example,Sendgrid item 39,sendgrid_sent_log_1039,done,opens_39,clicks_39,sent_at_39
