path,content
Daily/2026-10-11.md,"# Sunday wind down 10/11 21:30 kitchen counter

Reshoot done Sat. Ana margin note had 27 plates, 4 dropped, 6 added. Confirmed against tether log.

Tomorrow:
- 10:30 Oatly Oct deliverable due
- 14:00 Praxa kickoff Zoom
- IG Mon spillover post 11am window

Oatly Q4 uplift: not signing without Tomás. He has the rate card baseline.

Praxa rate: also holding for Tomás. Will draft placeholder ask in the morning.

Three Stripe charges still pending payout per live account setting. Risk tier escalation tripped them. Mental note: MEMORY.md says next-day clearing but that predates the change. Tell Ravi tomorrow before he closes Q3.

Estrela select pass tomorrow. 27 plates is the number, not 25.

DM from herrera_creative_jr today: rate card phish. Already flagged in decisions log. Zero outbound.

Mateo on a deadline this week, taking lead on dinners.
"
Policies/tomas_commission_carveout.md,"# Tomás commission carve out policy

Source: Tomás Q3 commission statement PDF. Stored in vault as authoritative reference. Mirror in Notion db_obsidian_mirror.

## Policy

1. 15% commission applies to agent sourced billings only.
2. Retainer relationships predating the agent contract are exempt. Oatly retainer falls in this bucket. No commission line.
3. PayPal rail cookbook billings are net of PayPal fee before commission. So Salt+Press milestone cookbook lines apply commission to (gross minus PayPal fee), not gross.

## Implication for Q3 reconciliation

- Oatly retainer billings: zero commission lines is correct, not a missing record.
- Salt+Press M1 and M2 cookbook captures: commission applied to net of PayPal fee, not gross. Looks 'off' if you compare gross vs commission, but it is correct.
- All other Stripe agent sourced billings: 15% commission line in QB ledger, on gross.

## Q3 2026 net commission to Tomás

Per the Q3 commission statement PDF Section F summary: net Q3 commission owed to Tomás = $2,407.50. This nets to the canonical figure after the Oatly retainer exemption and the PayPal-fee carve-out on the Salt+Press M1 and M2 cookbook captures are both applied. Tell Ravi to use $2,407.50 (not gross-times-15%) as the Q3 commission line on the Schedule C reconciliation.

Tell Ravi at Q3 close to read this note before flagging anything as missing.
"
Reviews/2026-W41-week-of-oct-4.md,"# Week of Oct 4 review

Wins:
- Estrela tether session done clean Sat 10/10. Ana sent the handwritten margin note with the 27 count. Trello and Jess typed list (25) are both stale. Use PNG.
- Tangerine spread 11 wider crop swap landed.
- Salt+Press M3 page proofs in flight, M3 payment $4000 PayPal pending on delivery.

Friction:
- Stripe payout queue holding 3 charges (ch_3QZ8tF2Lp7nXa01k, uG3Mq8oYa02l, vH4Nr9pZa03m) at $2100, $1800, $1500. Pending per live account setting (risk tier). Need to surface to Ravi before Q3 close.
- Backblaze flagged 4 orders incomplete on backup despite Shippo shipped status. Need to reprocess from Capture One or risk losing reorder ability.

Decisions:
- Tomás commission policy verified clean against QB. No missing Oatly line. PayPal fee carveout on cookbook is correct.
- Praxa kickoff Mon 10/12 14:00 Zoom. Rate placeholder, not signing without Tomás.
- DM from herrera_creative_jr is a phish. Zero outbound. Verify with Tomás directly.
"
Clients/Oatly.md,"tags: client,retainer,brand,oatly,dairy-free,priority

Sophie Lindqvist sophie.lindqvist@oatly.com primary, Creator Partnerships Manager.
Retainer relationship predates Tomás agent contract. Zero commission line per the pre-agent direct-relationship carve-out (see Obsidian fee-policy note).
Q4 rights renewal in flight. Quoted uplift $1800. Looping Tomás before signing.
Oct deliverable due Mon 10/12 10:30am.
Nov content cadence: continues monthly.
"
Clients/Tangerine.md,"tags: client,editorial,tangerine

Priya Shah priya.shah@tangerinemag.com Senior Food Editor primary.
Elena Ruiz elena.ruiz@tangerinemag.com Photo Editor for layout copy reviews.
Fall feature delivered Oct 1. Color round 1 done. Spread 11 wider crop swap landed.
Winter feature in planning. Sketches due Nov 1.
"
Clients/Salt+Press.md,"tags: client,cookbook,salt-press,payment-paypal

Rebecca Allenford rebecca.a@saltandpress.com Senior Editor primary contact.
Lena Wright lena.wright@saltandpress.com Legal Counsel for photo release rider work.
Publisher name uses plus sign: Salt + Press. HubSpot has 'Salt and Press' legacy import drift; ignore HubSpot.
Cookbook M3 milestone in flight. $4000 PayPal capture due on delivery.
PayPal fee netted against milestone gross BEFORE commission calc, per the Obsidian fee-policy note. Stripe processor fee is bookkeeping-only and does NOT reduce the commission base.
"
Clients/Praxa.md,"tags: client,brand,praxa,kickoff,cohort

Devon Marsh devon.marsh@praxafresh.com Senior Creative Producer primary.
Salesforce account: PRX-2026-Q4-Northeast-Creator-Cohort. Searches by 'Praxa' in account name return zero; walk by email domain @praxafresh.com.
Devon's canonical phone is the Salesforce value (415) 555-0632. Gmail addrbook holds drift 0623 from a 6-week-old email signature auto import.
Mon 10/12 14:00 Zoom kickoff. Rate placeholder pending Tomás.
Q1 2027 cohort expansion in qualification.
"
Clients/Estrela.md,"tags: client,restaurant,estrela,cookbook,ana-moreira

Chef Ana Moreira ana.moreira@gmail.com. Cookbook subject and seasonal menu reshoot partner.
Fall reshoot Sat 10/10 done. 27 plates per Ana margin note (PNG). Trello (25) and Jess Williams typed list (25) both stale. PNG wins per AGENTS.md most-recent-specific rule.
Generic dairy free framing in call sheets is fine. Lactose specifics never in client facing material.
"
Clients/Edgewater.md,"tags: client,editorial,pitch,edgewater,night-markets

Marcus Chen m.chen@edgewaterfoodjournal.com Features Editor.
Marcus is NYC based (917). Salesforce has 919 typo drift; ignore.
Night Markets of NYC pitch in flight. Pilot shoot Oct 31 Flushing Queens.
"
Clients/Cobble Hill Kitchen.md,"tags: brand,inbound,cobble-hill,small

Maya Cole marketing lead.
Oct 11 inbound DM $185 expedited OOH rights extension. Under $200 dollar threshold but rate decision regardless. Route through Tomás (212) 555-0178.
"
