id,email,first_name,last_name,country,list_ids,created_at,updated_at
sgc_0000,tom.morgan3@yahoo.com,First,Last,US,list_2,2026-04-18T20:00:00Z,2026-09-16T20:00:00Z
sgc_0001,sarah.drew5@aol.com,First,Last,US,list_1,2026-08-16T20:00:00Z,2026-09-28T20:00:00Z
sgc_0002,robin.dana44@aol.com,First,Last,US,list_4,2025-11-11T20:00:00Z,2026-09-20T20:00:00Z
sgc_0003,mike.pat14@yahoo.com,First,Last,US,list_1,2026-07-22T20:00:00Z,2026-09-25T20:00:00Z
sgc_0004,sam.casey54@gmail.com,First,Last,US,list_2,2025-10-19T20:00:00Z,2026-10-06T20:00:00Z
sgc_0005,pat.casey56@hotmail.com,First,Last,US,list_4,2026-04-30T20:00:00Z,2026-10-04T20:00:00Z
sgc_0006,tom.alex91@outlook.com,First,Last,US,list_5,2025-12-15T20:00:00Z,2026-09-11T20:00:00Z
sgc_0007,chris.robin21@gmail.com,First,Last,US,list_4,2026-04-26T20:00:00Z,2026-09-19T20:00:00Z
sgc_0008,morgan.drew77@gmail.com,First,Last,US,list_2,2026-02-22T20:00:00Z,2026-10-08T20:00:00Z
sgc_0009,alex.sarah32@yahoo.com,First,Last,US,list_1,2026-04-30T20:00:00Z,2026-09-15T20:00:00Z
sgc_0010,sam.kelly54@outlook.com,First,Last,US,list_4,2026-07-10T20:00:00Z,2026-09-14T20:00:00Z
sgc_0011,sam.robin46@hotmail.com,First,Last,US,list_5,2025-10-21T20:00:00Z,2026-10-05T20:00:00Z
sgc_0012,chris.sarah37@aol.com,First,Last,US,list_5,2026-03-17T20:00:00Z,2026-09-11T20:00:00Z
sgc_0013,mike.casey31@aol.com,First,Last,US,list_5,2026-02-19T20:00:00Z,2026-09-29T20:00:00Z
sgc_0014,tom.robin35@outlook.com,First,Last,US,list_1,2025-12-13T20:00:00Z,2026-09-26T20:00:00Z
sgc_0015,alex.drew25@yahoo.com,First,Last,US,list_2,2026-05-17T20:00:00Z,2026-10-08T20:00:00Z
sgc_0016,jordan.alex35@aol.com,First,Last,US,list_4,2026-02-24T20:00:00Z,2026-09-30T20:00:00Z
sgc_0017,tom.pat53@gmail.com,First,Last,US,list_2,2025-11-22T20:00:00Z,2026-09-27T20:00:00Z
sgc_0018,kelly.jordan33@outlook.com,First,Last,US,list_5,2026-02-18T20:00:00Z,2026-10-05T20:00:00Z
sgc_0019,sarah.drew65@yahoo.com,First,Last,US,list_5,2026-05-07T20:00:00Z,2026-09-29T20:00:00Z
sgc_0020,mike.dana48@outlook.com,First,Last,US,list_3,2026-06-29T20:00:00Z,2026-09-17T20:00:00Z
sgc_0021,jordan.kelly73@aol.com,First,Last,US,list_5,2026-07-08T20:00:00Z,2026-09-20T20:00:00Z
sgc_0022,pat.sarah56@aol.com,First,Last,US,list_4,2026-03-03T20:00:00Z,2026-09-26T20:00:00Z
sgc_0023,chris.pat48@aol.com,First,Last,US,list_4,2026-06-29T20:00:00Z,2026-09-24T20:00:00Z
sgc_0024,sam.pat18@yahoo.com,First,Last,US,list_4,2025-12-08T20:00:00Z,2026-10-01T20:00:00Z
sgc_0025,jenny.pat61@outlook.com,First,Last,US,list_2,2026-05-02T20:00:00Z,2026-10-05T20:00:00Z
sgc_0026,chris.kelly44@hotmail.com,First,Last,US,list_5,2026-08-24T20:00:00Z,2026-10-03T20:00:00Z
sgc_0027,alex.sarah12@hotmail.com,First,Last,US,list_4,2026-07-30T20:00:00Z,2026-09-17T20:00:00Z
sgc_0028,sarah.sam17@aol.com,First,Last,US,list_3,2026-03-08T20:00:00Z,2026-09-11T20:00:00Z
sgc_0029,sarah.alex96@hotmail.com,First,Last,US,list_5,2026-04-16T20:00:00Z,2026-09-30T20:00:00Z
sgc_0030,taylor.dana47@yahoo.com,First,Last,US,list_3,2026-07-23T20:00:00Z,2026-09-10T20:00:00Z
sgc_0031,casey.dana80@gmail.com,First,Last,US,list_1,2026-05-21T20:00:00Z,2026-10-03T20:00:00Z
sgc_0032,dana.tom68@hotmail.com,First,Last,US,list_4,2026-01-13T20:00:00Z,2026-09-11T20:00:00Z
sgc_0033,mike.sam55@hotmail.com,First,Last,US,list_3,2026-01-12T20:00:00Z,2026-09-23T20:00:00Z
sgc_0034,alex.mike92@gmail.com,First,Last,US,list_1,2026-08-09T20:00:00Z,2026-09-29T20:00:00Z
sgc_0035,sarah.dana66@outlook.com,First,Last,US,list_2,2026-01-13T20:00:00Z,2026-09-11T20:00:00Z
sgc_0036,pat.robin3@gmail.com,First,Last,US,list_5,2026-01-24T20:00:00Z,2026-09-23T20:00:00Z
sgc_0037,jordan.kelly83@yahoo.com,First,Last,US,list_2,2026-04-18T20:00:00Z,2026-10-04T20:00:00Z
sgc_0038,alex.drew28@aol.com,First,Last,US,list_2,2025-10-29T20:00:00Z,2026-10-04T20:00:00Z
sgc_0039,alex.morgan17@outlook.com,First,Last,US,list_4,2026-01-08T20:00:00Z,2026-09-24T20:00:00Z
sgc_0040,pat.taylor59@outlook.com,First,Last,US,list_3,2026-01-24T20:00:00Z,2026-09-17T20:00:00Z
sgc_0041,drew.mike22@gmail.com,First,Last,US,list_5,2025-12-14T20:00:00Z,2026-09-10T20:00:00Z
sgc_0042,kelly.pat12@gmail.com,First,Last,US,list_3,2025-12-14T20:00:00Z,2026-09-29T20:00:00Z
sgc_0043,sam.mike30@hotmail.com,First,Last,US,list_2,2025-12-12T20:00:00Z,2026-10-01T20:00:00Z
sgc_0044,robin.jordan70@aol.com,First,Last,US,list_3,2026-06-11T20:00:00Z,2026-09-13T20:00:00Z
sgc_0045,sarah.casey60@outlook.com,First,Last,US,list_5,2025-11-27T20:00:00Z,2026-10-01T20:00:00Z
sgc_0046,kelly.casey58@hotmail.com,First,Last,US,list_1,2026-02-25T20:00:00Z,2026-09-20T20:00:00Z
sgc_0047,dana.pat68@outlook.com,First,Last,US,list_2,2026-07-05T20:00:00Z,2026-09-18T20:00:00Z
sgc_0048,mike.alex41@outlook.com,First,Last,US,list_4,2026-07-30T20:00:00Z,2026-09-11T20:00:00Z
sgc_0049,sam.jordan76@outlook.com,First,Last,US,list_4,2026-01-25T20:00:00Z,2026-09-18T20:00:00Z
sgc_0050,taylor.jenny67@aol.com,First,Last,US,list_5,2026-01-30T20:00:00Z,2026-10-02T20:00:00Z
