id,customer,amount,currency,status,paid,refunded,amount_refunded,description,payment_intent,created
ch_3QZ8oat_000,cus_N1dfabd3,150000,usd,succeeded,true,false,0,Oatly creator retainer Jul 2026 2 posts plus stories,pi_3QZ8oat_000,1782910800
ch_3QZ8f0167,cus_Na831fb6,22000,usd,succeeded,true,false,0,Archive licensing or print follow up,pi_3QZ8f0167,1783018860
ch_3QZ8f0157,cus_N02e5b8f,20000,usd,succeeded,true,false,0,Stocksy client gallery extension,pi_3QZ8f0157,1783082760
ch_3QZ8f0076,cus_N968702b,22000,usd,succeeded,true,false,0,Archive licensing or print follow up,pi_3QZ8f0076,1783086240
ch_3QZ8f0103,cus_Na831fb6,22000,usd,succeeded,true,false,0,Archive licensing or print follow up,pi_3QZ8f0103,1783089900
ch_3QZ8f0118,cus_N6c3ed52,120000,usd,succeeded,true,false,0,Brand assets deliverable,pi_3QZ8f0118,1783112280
ch_3QZ8f0128,cus_Nda1a6cd,3400,usd,succeeded,true,false,0,Print storefront payout aggregate,pi_3QZ8f0128,1783170840
ch_3QZ8f0085,cus_Nc4e04ff,120000,usd,succeeded,true,false,0,Estrela menu refresh half day,pi_3QZ8f0085,1783179360
ch_3QZ8f0136,cus_N6c3ed52,200000,usd,succeeded,true,false,0,Brand assets deliverable,pi_3QZ8f0136,1783282620
ch_3QZ8f0153,cus_Nc4e04ff,120000,usd,succeeded,true,false,0,Estrela private event coverage,pi_3QZ8f0153,1783344780
ch_3QZ8f0122,cus_N45a84b8,30000,usd,succeeded,true,false,0,Archive licensing or print follow up,pi_3QZ8f0122,1783428300
ch_3QZ8f0102,cus_Nc30fcf5,45000,usd,succeeded,true,false,0,Archive licensing or print follow up,pi_3QZ8f0102,1783429920
ch_3QZ8f0062,cus_N5a7adf9,300000,usd,succeeded,true,false,0,Brand assets deliverable,pi_3QZ8f0062,1783453080
ch_3QZ8f0035,cus_N2b11f8e,220000,usd,succeeded,true,false,0,Tangerine Magazine editorial day rate,pi_3QZ8f0035,1783607760
ch_3QZ8f0037,cus_N4cf9367,60000,usd,succeeded,true,false,0,Archive licensing or print follow up,pi_3QZ8f0037,1783609920
ch_3QZ8f0096,cus_Nc4e04ff,120000,usd,succeeded,true,false,0,Estrela menu refresh half day,pi_3QZ8f0096,1783612500
ch_3QZ8f0010,cus_Nc87cd30,30000,usd,succeeded,true,false,0,Archive licensing or print follow up,pi_3QZ8f0010,1783622640
ch_3QZ8f0148,cus_Nda1a6cd,8800,usd,succeeded,true,false,0,Print storefront payout aggregate,pi_3QZ8f0148,1783633920
ch_3QZ8f0154,cus_N5a7adf9,120000,usd,succeeded,true,false,0,Brand assets deliverable,pi_3QZ8f0154,1783692660
ch_3QZ8f0134,cus_N968702b,60000,usd,succeeded,true,false,0,Archive licensing or print follow up,pi_3QZ8f0134,1783774860
ch_3QZ8f0020,cus_N4cf9367,60000,usd,succeeded,true,false,0,Archive licensing or print follow up,pi_3QZ8f0020,1783781520
ch_3QZ8f0086,cus_Nc87cd30,30000,usd,succeeded,true,false,0,Archive licensing or print follow up,pi_3QZ8f0086,1783791540
ch_3QZ8r1,cus_Nc30fcf5,22000,usd,succeeded,true,true,22000,Print order partial refund damaged shipment,pi_3QZ8r1,1783794120
ch_3QZ8f0078,cus_Nc30fcf5,22000,usd,succeeded,true,false,0,Archive licensing or print follow up,pi_3QZ8f0078,1783801200
ch_3QZ8f0051,cus_N5a7adf9,200000,usd,succeeded,true,false,0,Brand assets deliverable,pi_3QZ8f0051,1783858140
ch_3QZ8f0113,cus_Nd3d24af,200000,usd,succeeded,true,false,0,Cookbook progress shoot interim,pi_3QZ8f0113,1783871460
ch_3QZ8f0059,cus_Nf07e3df,120000,usd,succeeded,true,false,0,Brand assets deliverable,pi_3QZ8f0059,1783886520
ch_3QZ8f0021,cus_N63884a2,45000,usd,succeeded,true,false,0,Archive licensing or print follow up,pi_3QZ8f0021,1783984320
ch_3QZ8f0161,cus_N81466c0,22000,usd,succeeded,true,false,0,Archive licensing or print follow up,pi_3QZ8f0161,1784040600
ch_3QZ8f0097,cus_N45a84b8,22000,usd,succeeded,true,false,0,Archive licensing or print follow up,pi_3QZ8f0097,1784043420
ch_3QZ8f0135,cus_N63884a2,30000,usd,succeeded,true,false,0,Archive licensing or print follow up,pi_3QZ8f0135,1784219040
ch_3QZ8f0142,cus_Nf07e3df,300000,usd,succeeded,true,false,0,Brand assets deliverable,pi_3QZ8f0142,1784225460
ch_3QZ8f0106,cus_Nd3d24af,200000,usd,succeeded,true,false,0,Cookbook progress shoot interim,pi_3QZ8f0106,1784326260
ch_3QZ8f0019,cus_N2b11f8e,200000,usd,succeeded,true,false,0,Tangerine Magazine editorial day rate,pi_3QZ8f0019,1784415300
ch_3QZ8f0121,cus_Nda1a6cd,2200,usd,succeeded,true,false,0,Print storefront payout aggregate,pi_3QZ8f0121,1784476200
ch_3QZ8f0053,cus_Nc87cd30,22000,usd,succeeded,true,false,0,Archive licensing or print follow up,pi_3QZ8f0053,1784478960
ch_3QZ8f0018,cus_Na831fb6,45000,usd,succeeded,true,false,0,Archive licensing or print follow up,pi_3QZ8f0018,1784574360
ch_3QZ8f0125,cus_N2b11f8e,220000,usd,succeeded,true,false,0,Tangerine Magazine editorial day rate,pi_3QZ8f0125,1784647680
ch_3QZ8f0155,cus_N63884a2,60000,usd,succeeded,true,false,0,Archive licensing or print follow up,pi_3QZ8f0155,1784666580
ch_3QZ8f0140,cus_Nc4e04ff,150000,usd,succeeded,true,false,0,Estrela seasonal restock photography,pi_3QZ8f0140,1784674980
ch_3QZ8f0026,cus_Nc87cd30,22000,usd,succeeded,true,false,0,Archive licensing or print follow up,pi_3QZ8f0026,1784723460
ch_3QZ8f0126,cus_N4cf9367,30000,usd,succeeded,true,false,0,Archive licensing or print follow up,pi_3QZ8f0126,1784723640
ch_3QZ8f0144,cus_Nf07e3df,120000,usd,succeeded,true,false,0,Brand assets deliverable,pi_3QZ8f0144,1784833800
ch_3QZ8f0066,cus_N45a84b8,30000,usd,succeeded,true,false,0,Archive licensing or print follow up,pi_3QZ8f0066,1784907180
ch_3QZ8f0149,cus_N968702b,22000,usd,succeeded,true,false,0,Archive licensing or print follow up,pi_3QZ8f0149,1784910120
ch_3QZ8f0050,cus_N968702b,22000,usd,succeeded,true,false,0,Archive licensing or print follow up,pi_3QZ8f0050,1784981760
ch_3QZ8f0072,cus_Nc4e04ff,140000,usd,succeeded,true,false,0,Estrela menu refresh half day,pi_3QZ8f0072,1785081360
ch_3QZ8f0013,cus_Nc4e04ff,120000,usd,succeeded,true,false,0,Estrela seasonal restock photography,pi_3QZ8f0013,1785107640
ch_3QZ8f0081,cus_N63884a2,30000,usd,succeeded,true,false,0,Archive licensing or print follow up,pi_3QZ8f0081,1785166740
ch_3QZ8f0058,cus_N968702b,30000,usd,succeeded,true,false,0,Archive licensing or print follow up,pi_3QZ8f0058,1785177420
ch_3QZ8f0089,cus_Nd3d24af,180000,usd,succeeded,true,false,0,Cookbook progress shoot interim,pi_3QZ8f0089,1785240180
ch_3QZ8f0068,cus_Nd3d24af,200000,usd,succeeded,true,false,0,Cookbook progress shoot interim,pi_3QZ8f0068,1785240300
ch_3QZ8f0055,cus_N02e5b8f,10000,usd,succeeded,true,false,0,Stocksy client gallery extension,pi_3QZ8f0055,1785248340
ch_3QZ8f0101,cus_Na831fb6,22000,usd,succeeded,true,false,0,Archive licensing or print follow up,pi_3QZ8f0101,1785260520
ch_3QZ8f0036,cus_N4cf9367,30000,usd,succeeded,true,false,0,Archive licensing or print follow up,pi_3QZ8f0036,1785274440
ch_3QZ8f0038,cus_N4cf9367,60000,usd,succeeded,true,false,0,Archive licensing or print follow up,pi_3QZ8f0038,1785280680
ch_3QZ8oat_001,cus_N1dfabd3,150000,usd,succeeded,true,false,0,Oatly creator retainer Aug 2026 2 posts plus stories,pi_3QZ8oat_001,1785589200
ch_3QZ8f0159,cus_Nc4e04ff,140000,usd,succeeded,true,false,0,Estrela private event coverage,pi_3QZ8f0159,1785592920
ch_3QZ8f0048,cus_N02e5b8f,18000,usd,succeeded,true,false,0,Stocksy gallery print release,pi_3QZ8f0048,1785624180
ch_3QZ8f0145,cus_Nc30fcf5,60000,usd,succeeded,true,false,0,Archive licensing or print follow up,pi_3QZ8f0145,1785681120
ch_3QZ8f0099,cus_N5a7adf9,75000,usd,succeeded,true,false,0,Brand assets deliverable,pi_3QZ8f0099,1785872280
ch_3QZ8f0083,cus_N63884a2,30000,usd,succeeded,true,false,0,Archive licensing or print follow up,pi_3QZ8f0083,1785876540
ch_3QZ8f0124,cus_N81466c0,22000,usd,succeeded,true,false,0,Archive licensing or print follow up,pi_3QZ8f0124,1785882060
ch_3QZ8f0031,cus_Na831fb6,30000,usd,succeeded,true,false,0,Archive licensing or print follow up,pi_3QZ8f0031,1786022880
ch_3QZ8r2,cus_N49776c4,4500,usd,succeeded,true,true,4500,Print storefront damaged piece refund,pi_3QZ8r2,1786025460
ch_3QZ8f0071,cus_N6c3ed52,120000,usd,succeeded,true,false,0,Brand assets deliverable,pi_3QZ8f0071,1786042860
ch_3QZ8f0158,cus_N5a7adf9,300000,usd,succeeded,true,false,0,Brand assets deliverable,pi_3QZ8f0158,1786122360
ch_3QZ8f0147,cus_Nc87cd30,60000,usd,succeeded,true,false,0,Archive licensing or print follow up,pi_3QZ8f0147,1786232280
ch_3QZ8f0168,cus_Na831fb6,45000,usd,succeeded,true,false,0,Archive licensing or print follow up,pi_3QZ8f0168,1786280700
ch_3QZ8f0070,cus_Nd3d24af,200000,usd,succeeded,true,false,0,Cookbook progress shoot interim,pi_3QZ8f0070,1786305600
ch_3QZ8f0163,cus_Nda1a6cd,7200,usd,succeeded,true,false,0,Print storefront payout aggregate,pi_3QZ8f0163,1786378440
