id,name,real_name,email,is_admin,is_bot,tz,status_text,presence
U0ADMIN,slackbot,Slackbot,,False,True,Pacific/Honolulu,,active
U0OWNER,carla.tavares,Carla Tavares,ctavares@pacificrehabhonolulu.com,True,False,Pacific/Honolulu,Owner / Practice Manager,active
U0EPARK,elaine.park,Dr. Elaine Park OTR/L CHT,epark@pacificrehabhonolulu.com,True,False,Pacific/Honolulu,CHT — hand therapy lead,active
U0MDOUG,meghan.douglas,Meghan Douglas OTR/L,mdouglas@pacificrehabhonolulu.com,False,False,Pacific/Honolulu,CHT prep — drafts only,away
U0RKAWA,ryan.kawakami,Ryan Kawakami OTR/L,rkawakami@pacificrehabhonolulu.com,False,False,Pacific/Honolulu,OT — peds float,active
U0LMORI,leilani.morita,Leilani Morita COTA/L,lmorita@pacificrehabhonolulu.com,False,False,Pacific/Honolulu,COTA — outpatient,active
U0DTANI,derek.tanimoto,Derek Tanimoto DPT,dtanimoto@pacificrehabhonolulu.com,False,False,Pacific/Honolulu,PT lead,active
U0KAOKI,kaimana.oki,Kaimana Oki DPT,koki@pacificrehabhonolulu.com,False,False,Pacific/Honolulu,PT — sports,active
U0MYOUN,marissa.young,Marissa Young DPT,myoung@pacificrehabhonolulu.com,False,False,Pacific/Honolulu,PT — vestibular,active
U0TKAM,trey.kamaka,Trey Kamaka DPT,tkamaka@pacificrehabhonolulu.com,False,False,Pacific/Honolulu,PT — neuro,active
U0JCHU,julia.chun,Julia Chun OTR/L,jchun@pacificrehabhonolulu.com,False,False,Pacific/Honolulu,OT — hand track (early),active
U0BNAKA,brian.nakamura,Brian Nakamura OTR/L,bnakamura@pacificrehabhonolulu.com,False,False,Pacific/Honolulu,CHT study group,active
U0SKEAL,sarah.kealoha,Sarah Kealoha OTR/L,skealoha@pacificrehabhonolulu.com,False,False,Pacific/Honolulu,CHT study group,active
U0JWONG,jenna.wong,Jenna Wong OTR/L,jwong@pacificrehabhonolulu.com,False,False,Pacific/Honolulu,CHT study group,active
U0FRONT,noelani.pauahi,Noelani Pauahi,npauahi@pacificrehabhonolulu.com,False,False,Pacific/Honolulu,Front desk,active
U0FRT2,keani.fujii,Keani Fujii,kfujii@pacificrehabhonolulu.com,False,False,Pacific/Honolulu,Front desk,active
U0BILL,kaipo.reyes,Kaipo Reyes,kreyes@pacificrehabhonolulu.com,False,False,Pacific/Honolulu,Billing,active
U0BILL2,mahina.silva,Mahina Silva,msilva@pacificrehabhonolulu.com,False,False,Pacific/Honolulu,Billing / auth,active
U0OT2,chase.higa,Chase Higa OTR/L,chiga@pacificrehabhonolulu.com,False,False,Pacific/Honolulu,OT — adult outpatient,active
U0OT3,renee.oliveira,Renee Oliveira OTR/L,roliveira@pacificrehabhonolulu.com,False,False,Pacific/Honolulu,OT — home health,active
U0COTA,iolana.aki,Iolana Aki COTA/L,iaki@pacificrehabhonolulu.com,False,False,Pacific/Honolulu,COTA — hand track,active
U0COTA2,shawn.perez,Shawn Perez COTA/L,sperez@pacificrehabhonolulu.com,False,False,Pacific/Honolulu,COTA,active
U0PT4,koa.nishikawa,Koa Nishikawa DPT,knishikawa@pacificrehabhonolulu.com,False,False,Pacific/Honolulu,PT — ortho,active
U0PT5,hannah.matsuo,Hannah Matsuo DPT,hmatsuo@pacificrehabhonolulu.com,False,False,Pacific/Honolulu,PT — pediatric,active
U0PTA,brody.kalama,Brody Kalama PTA,bkalama@pacificrehabhonolulu.com,False,False,Pacific/Honolulu,PTA,active
U0PTA2,olivia.suzuki,Olivia Suzuki PTA,osuzuki@pacificrehabhonolulu.com,False,False,Pacific/Honolulu,PTA,active
U0PT6,makoa.kealoha,Makoa Kealoha DPT,mkealoha@pacificrehabhonolulu.com,False,False,Pacific/Honolulu,PT — geri,active
U0AUTH,malia.pukui,Malia Pukui,mpukui@pacificrehabhonolulu.com,False,False,Pacific/Honolulu,Referrals + auth,active
U0MED,kalei.rivera,Kalei Rivera,krivera@pacificrehabhonolulu.com,False,False,Pacific/Honolulu,Medical records,active
U0IT,greg.masuda,Greg Masuda,gmasuda@pacificrehabhonolulu.com,True,False,Pacific/Honolulu,IT / TherapySource admin,active
U0GBOT,google_calendar,Google Calendar,,False,True,Pacific/Honolulu,reminders bot,active
U0BBOT,birthday_bot,Birthday Bot,,False,True,Pacific/Honolulu,,active
