id,customer,amount,currency,status,paid,refunded,amount_refunded,description,payment_intent,created
ch_hon_001,cus_ralph,25000,usd,succeeded,true,false,0,Prior CLE talk honorarium payout,pi_hon_001,1760356800
ch_401,cus_301,26000,usd,succeeded,true,false,0,Payment 1,pi_401,1760358600
ch_402,cus_302,27000,usd,succeeded,true,false,0,Payment 2,pi_402,1760360400
ch_403,cus_303,28000,usd,succeeded,true,false,0,Payment 3,pi_403,1760362200
ch_404,cus_304,29000,usd,succeeded,true,false,0,Payment 4,pi_404,1760364000
ch_405,cus_305,30000,usd,succeeded,true,false,0,Payment 5,pi_405,1760365800
ch_406,cus_306,31000,usd,succeeded,true,false,0,Payment 6,pi_406,1760367600
ch_407,cus_307,32000,usd,succeeded,true,false,0,Payment 7,pi_407,1760369400
ch_408,cus_308,33000,usd,succeeded,true,false,0,Payment 8,pi_408,1760371200
ch_409,cus_309,34000,usd,succeeded,true,false,0,Payment 9,pi_409,1760373000
ch_410,cus_310,35000,usd,succeeded,true,false,0,Payment 10,pi_410,1760374800
ch_411,cus_311,36000,usd,succeeded,true,false,0,Payment 11,pi_411,1760376600
ch_412,cus_312,37000,usd,succeeded,true,false,0,Payment 12,pi_412,1760378400
ch_413,cus_313,38000,usd,succeeded,true,false,0,Payment 13,pi_413,1760380200
ch_414,cus_314,39000,usd,succeeded,true,false,0,Payment 14,pi_414,1760382000
ch_415,cus_315,40000,usd,succeeded,true,false,0,Payment 15,pi_415,1760383800
ch_416,cus_ralph,41000,usd,succeeded,true,false,0,Payment 16,pi_416,1760385600
ch_417,cus_301,42000,usd,succeeded,true,false,0,Payment 17,pi_417,1760387400
