id,customer,price,status,quantity,current_period_start,current_period_end,cancel_at_period_end,created
sub_001,cus_ralph,price_roundtable,active,1,1760356800,1762948800,false,1760356800
sub_601,cus_301,price_roundtable,active,1,1760357400,1762949400,false,1757765400
sub_602,cus_302,price_202,active,1,1760358000,1762950000,false,1757766000
sub_603,cus_303,price_203,active,1,1760358600,1762950600,false,1757766600
sub_604,cus_304,price_204,active,1,1760359200,1762951200,false,1757767200
sub_605,cus_305,price_205,active,1,1760359800,1762951800,false,1757767800
sub_606,cus_306,price_206,active,1,1760360400,1762952400,false,1757768400
sub_607,cus_307,price_207,active,1,1760361000,1762953000,false,1757769000
sub_608,cus_308,price_208,active,1,1760361600,1762953600,false,1757769600
sub_609,cus_309,price_209,active,1,1760362200,1762954200,false,1757770200
sub_610,cus_310,price_210,active,1,1760362800,1762954800,false,1757770800
sub_611,cus_311,price_211,active,1,1760363400,1762955400,false,1757771400
sub_612,cus_312,price_212,active,1,1760364000,1762956000,false,1757772000
sub_613,cus_313,price_213,active,1,1760364600,1762956600,false,1757772600
sub_614,cus_314,price_214,active,1,1760365200,1762957200,false,1757773200
sub_615,cus_315,price_215,active,1,1760365800,1762957800,false,1757773800
sub_616,cus_ralph,price_216,active,1,1760366400,1762958400,false,1757774400
sub_617,cus_301,price_217,active,1,1760367000,1762959000,false,1757775000
