owner,weekday,start_time,end_time,timezone
mary,monday,18:00,20:00,America/Toronto
mary,tuesday,18:00,20:00,America/Toronto
mary,wednesday,18:00,20:00,America/Toronto
mary,thursday,18:00,20:00,America/Toronto
mary,friday,18:00,20:00,America/Toronto
mary,saturday,18:00,20:00,America/Toronto
mary,sunday,18:00,20:00,America/Toronto
https://api.calendly.com/users/ext7,Wednesday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext8,Thursday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext9,Friday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext10,Monday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext11,Tuesday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext12,Wednesday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext13,Thursday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext14,Friday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext15,Monday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext16,Tuesday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext17,Wednesday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext18,Thursday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext19,Friday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext20,Monday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext21,Tuesday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext22,Wednesday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext23,Thursday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext24,Friday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext25,Monday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext26,Tuesday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext27,Wednesday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext28,Thursday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext29,Friday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext30,Monday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext31,Tuesday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext32,Wednesday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext33,Thursday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext34,Friday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext35,Monday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext36,Tuesday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext37,Wednesday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext38,Thursday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext39,Friday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext40,Monday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext41,Tuesday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext42,Wednesday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext43,Thursday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext44,Friday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext45,Monday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext46,Tuesday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext47,Wednesday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext48,Thursday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext49,Friday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext50,Monday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext51,Tuesday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext52,Wednesday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext53,Thursday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext54,Friday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext55,Monday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext56,Tuesday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext57,Wednesday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext58,Thursday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext59,Friday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext60,Monday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext61,Tuesday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext62,Wednesday,09:00,17:00,America/Toronto
https://api.calendly.com/users/ext63,Thursday,09:00,17:00,America/Toronto
