id,event_id,ticket_class_id,name,email,status,checked_in,created
att-hall-001,evt-aw-halloween-2026,tc-hall-ga,Brooke Sanderson,brooke.s.dance@gmail.com,attending,false,2026-10-11T14:00:00Z
att-hall-002,evt-aw-halloween-2026,tc-hall-ga,Karen Whittaker,karen.whittaker.pa@gmail.com,attending,false,2026-10-10T14:00:00Z
att-hall-003,evt-aw-halloween-2026,tc-hall-ga,Megan Rodriguez,meg.rod95@gmail.com,attending,false,2026-10-08T14:00:00Z
att-hall-004,evt-aw-halloween-2026,tc-hall-ga,Maya Kapoor,maya.k@hotmail.com,attending,false,2026-10-08T14:00:00Z
att-hall-005,evt-aw-halloween-2026,tc-hall-ga,Rachel Goldberg (block 1 of 3),rachel.goldberg.dance@gmail.com,attending,false,2026-09-26T14:00:00Z
att-hall-006,evt-aw-halloween-2026,tc-hall-ga,Rachel Goldberg (block 2 of 3),rachel.goldberg.dance@gmail.com,attending,false,2026-09-26T14:00:00Z
att-hall-007,evt-aw-halloween-2026,tc-hall-ga,Rachel Goldberg (block 3 of 3 - for Tessa Ng),rachel.goldberg.dance@gmail.com,attending,false,2026-09-26T14:00:00Z
att-hall-008,evt-aw-halloween-2026,tc-hall-ga,Elena Vasquez (block 1 of 3),elena.vee@protonmail.com,attending,false,2026-09-27T14:00:00Z
att-hall-009,evt-aw-halloween-2026,tc-hall-ga,Elena Vasquez (block 2 of 3 - for partner Dre),elena.vee@protonmail.com,attending,false,2026-09-27T14:00:00Z
att-hall-010,evt-aw-halloween-2026,tc-hall-ga,Elena Vasquez (block 3 of 3 - for sister Ana),elena.vee@protonmail.com,attending,false,2026-09-27T14:00:00Z
att-hall-011,evt-aw-halloween-2026,tc-hall-ga,Anastasia Reilly (block 1 of 3),anastasia.reilly@gmail.com,attending,false,2026-09-28T14:00:00Z
att-hall-012,evt-aw-halloween-2026,tc-hall-ga,Anastasia Reilly (block 2 of 3 - for friend Linnea),anastasia.reilly@gmail.com,attending,false,2026-09-28T14:00:00Z
att-hall-013,evt-aw-halloween-2026,tc-hall-ga,Anastasia Reilly (block 3 of 3 - for friend Kira),anastasia.reilly@gmail.com,attending,false,2026-09-28T14:00:00Z
att-hall-014,evt-aw-halloween-2026,tc-hall-ga,Mia Whitfield,mia.whit@gmail.com,attending,false,2026-10-04T14:00:00Z
att-hall-015,evt-aw-halloween-2026,tc-hall-ga,Sophia Liu,sophie.liu.pa@gmail.com,attending,false,2026-10-02T14:00:00Z
att-hall-016,evt-aw-halloween-2026,tc-hall-ga,Vanessa Choi,vchoi.berks@gmail.com,attending,false,2026-10-05T14:00:00Z
att-hall-017,evt-aw-halloween-2026,tc-hall-ga,Marie LeClair,marie.leclair@gmail.com,attending,false,2026-10-03T14:00:00Z
att-hall-018,evt-aw-halloween-2026,tc-hall-ga,Sasha Kim,sasha.kim.pa@gmail.com,attending,false,2026-10-01T14:00:00Z
att-hall-019,evt-aw-halloween-2026,tc-hall-ga,Tina Mwangi,tina.mwangi.pa@gmail.com,attending,false,2026-10-06T14:00:00Z
att-hall-020,evt-aw-halloween-2026,tc-hall-ga,Crystal Aguilar,crystal.aguilar.berks@gmail.com,attending,false,2026-10-04T14:00:00Z
att-hall-021,evt-aw-halloween-2026,tc-hall-ga,Renee Atkins,renee.atkins@gmail.com,attending,false,2026-10-07T14:00:00Z
att-hall-022,evt-aw-halloween-2026,tc-hall-ga,Patricia Wong,pwong.dance@gmail.com,attending,false,2026-09-29T14:00:00Z
att-hall-023,evt-aw-halloween-2026,tc-hall-ga,Hannah Ruiz,hannah.ruiz.berks@gmail.com,attending,false,2026-10-09T14:00:00Z
att-hall-024,evt-aw-halloween-2026,tc-hall-ga,Hope Mitchell,hope.mitchell@gmail.com,attending,false,2026-10-01T14:00:00Z
att-hall-025,evt-aw-halloween-2026,tc-hall-ga,Deborah Hsu,deborah.hsu.md@gmail.com,attending,false,2026-10-03T14:00:00Z
att-hall-026,evt-aw-halloween-2026,tc-hall-ga,Brenda Yusuf (visitor - friend of Tina),brenda.y.dance@gmail.com,attending,false,2026-10-10T14:00:00Z
att-hall-027,evt-aw-halloween-2026,tc-hall-ga,Hailey Park,hailey.park.dance@gmail.com,attending,false,2026-10-02T14:00:00Z
att-hall-028,evt-aw-halloween-2026,tc-hall-ga,Jennifer Holcomb,jen.holcomb@gmail.com,attending,false,2026-09-30T14:00:00Z
att-hall-029,evt-aw-halloween-2026,tc-hall-ga,Bethany Carter,bethany.carter.dance@gmail.com,attending,false,2026-10-06T14:00:00Z
att-hall-030,evt-aw-halloween-2026,tc-hall-ga,Frances Boyle,fran.boyle@gmail.com,attending,false,2026-10-08T14:00:00Z
att-hall-031,evt-aw-halloween-2026,tc-hall-ga,Lisa Truong,lisa.truong@gmail.com,attending,false,2026-10-04T14:00:00Z
att-hall-032,evt-aw-halloween-2026,tc-hall-ga,Carla Reyes,carla.reyes.lancaster@gmail.com,attending,false,2026-10-09T14:00:00Z
att-hall-033,evt-aw-halloween-2026,tc-hall-ga,Tara Ng,tara.ng@outlook.com,attending,false,2026-10-07T14:00:00Z
att-hall-034,evt-aw-halloween-2026,tc-hall-ga,Erin Donaldson,erin.donaldson@gmail.com,attending,false,2026-10-05T14:00:00Z
