id,email,first_name,last_name,country,list_ids,created_at,updated_at
contact-pk01,j.alvarez@phillyhomeowner.example.com,Joaquin,Alvarez,US,list-pk000001,2024-07-12T09:15:00Z,2026-08-04T14:22:00Z
contact-pk02,morgan.kelly@neighborhoodnews.example.com,Morgan,Kelly,US,list-pk000001,2024-08-03T11:40:00Z,2026-09-18T10:05:00Z
contact-pk03,sasha.brunet@oldcityhouse.example.com,Sasha,Brunet,US,list-pk000001;list-pk000002,2024-09-22T15:30:00Z,2026-09-30T08:50:00Z
contact-pk04,d.chambliss@frankfordhomes.example.com,Darnell,Chambliss,US,list-pk000001,2024-11-08T08:00:00Z,2026-07-21T16:15:00Z
contact-pk05,h.steinberg@northliberties.example.com,Hannah,Steinberg,US,list-pk000002,2023-12-15T14:20:00Z,2026-06-11T09:30:00Z
contact-pk06,r.fernandez@brewerytownmail.example.com,Renata,Fernandez,US,list-pk000001,2025-02-19T10:10:00Z,2026-08-29T11:45:00Z
contact-pk07,k.obrien@grayspresshome.example.com,Kieran,O'Brien,US,list-pk000001;list-pk000002,2025-04-30T13:00:00Z,2026-09-12T07:25:00Z
contact-pk08,t.washburn@portrichmondnet.example.com,Thea,Washburn,US,list-pk000002,2024-05-22T16:45:00Z,2026-07-08T15:10:00Z
contact-pk09,l.beaumont@manayunkmail.example.com,Lorenzo,Beaumont,US,list-pk000001,2025-06-14T09:00:00Z,2026-09-05T13:35:00Z
contact-pk10,a.holloway@kensingtonresident.example.com,Audrey,Holloway,US,list-pk000001,2025-08-27T11:25:00Z,2026-09-22T10:00:00Z
