envelope_id,status,email_subject,sender_name,sender_email,created_time,sent_time,completed_time,template_id
DS-ENV-2026-1019-1000,sent,Retiree Consulting Addendum - please review (do not sign yet),Mesa Verde HR,hr@mesaverdepaving.com,2026-10-19T10:00:00-06:00,2026-10-19T10:00:00-06:00,,TMPL-RCA-2024
DS-ENV-2020-0101-0100,completed,Retiree NDA - 2020,Mesa Verde HR,hr@mesaverdepaving.com,2020-01-01T10:00:00-06:00,2020-01-01T10:00:00-06:00,2020-01-06T15:00:00-06:00,TMPL-RETIREE-NDA-2020
DS-ENV-2021-0202-0101,completed,Contractor 1099 Terms - 2021,Mesa Verde HR,hr@mesaverdepaving.com,2021-02-02T10:00:00-06:00,2021-02-02T10:00:00-06:00,2021-02-07T15:00:00-06:00,TMPL-CONTRACTOR-1-2021
DS-ENV-2022-0303-0102,completed,Health Benefits Waiver - 2022,Mesa Verde HR,hr@mesaverdepaving.com,2022-03-03T10:00:00-06:00,2022-03-03T10:00:00-06:00,2022-03-08T15:00:00-06:00,TMPL-HEALTH-BENEF-2022
DS-ENV-2023-0404-0103,completed,Alumni Photo Release - 2023,Mesa Verde HR,hr@mesaverdepaving.com,2023-04-04T10:00:00-06:00,2023-04-04T10:00:00-06:00,2023-04-09T15:00:00-06:00,TMPL-ALUMNI-PHOTO-2023
DS-ENV-2024-0505-0104,completed,Fleet Disposal Consent - 2024,Mesa Verde HR,hr@mesaverdepaving.com,2024-05-05T10:00:00-06:00,2024-05-05T10:00:00-06:00,2024-05-10T15:00:00-06:00,TMPL-FLEET-DISPOS-2024
DS-ENV-2020-0606-0105,completed,Retiree Emergency Contact Form - 2020,Mesa Verde HR,hr@mesaverdepaving.com,2020-06-06T10:00:00-06:00,2020-06-06T10:00:00-06:00,2020-06-11T15:00:00-06:00,TMPL-RETIREE-EMER-2020
DS-ENV-2021-0707-0106,completed,Retiree Reference Release - 2021,Mesa Verde HR,hr@mesaverdepaving.com,2021-07-07T10:00:00-06:00,2021-07-07T10:00:00-06:00,2021-07-12T15:00:00-06:00,TMPL-RETIREE-REFE-2021
DS-ENV-2022-0808-0107,completed,Retiree NDA - 2022,Mesa Verde HR,hr@mesaverdepaving.com,2022-08-08T10:00:00-06:00,2022-08-08T10:00:00-06:00,2022-08-13T15:00:00-06:00,TMPL-RETIREE-NDA-2020
DS-ENV-2023-0909-0108,completed,Contractor 1099 Terms - 2023,Mesa Verde HR,hr@mesaverdepaving.com,2023-09-09T10:00:00-06:00,2023-09-09T10:00:00-06:00,2023-09-14T15:00:00-06:00,TMPL-CONTRACTOR-1-2021
