user_id,name,email,title,is_admin
usr-jason,Jason Campbell,j.campbell@coastalcardiology.com,Principal Investigator,True
usr-amanda,Amanda Torres,a.torres@coastalcardiology.com,Study Coordinator,False
usr-whitfield,James Whitfield,whitfield.james@lakewoodmedresearch.edu,Co Principal Investigator,False
usr-mayo,Sarah Mayo,s.mayo@mayo.edu,Site Coordinator,False
usr-ref-000,Kenneth Garcia,kenneth.garcia@medtronic.com,Analyst,False
usr-ref-001,James Garcia,james.garcia@coastalcardio.foundation,Coordinator,False
usr-ref-002,James Baker,james.baker@aetna.com,Coordinator,False
usr-ref-003,Linda Chen,linda.chen@aetna.com,Coordinator,False
usr-ref-004,Mary Torres,mary.torres@stfrancisjax.org,Nurse,False
usr-ref-005,Sarah Smith,sarah.smith@yahoo.com,Manager,False
usr-ref-006,Matthew Garcia,matthew.garcia@coastalcardio.foundation,Manager,False
usr-ref-007,Donald Park,donald.park@summit-heart.org,Analyst,False
usr-ref-008,Jessica Patel,jessica.patel@outlook.com,Coordinator,False
usr-ref-009,William Garcia,william.garcia@yahoo.com,Analyst,False
usr-ref-010,Steven Johnson,steven.johnson@medtronic.com,Nurse,False
usr-ref-011,Patricia Nair,patricia.nair@aetna.com,Coordinator,False
usr-ref-012,Christopher Brown,christopher.brown@humana.com,Manager,False
usr-ref-013,Diego Brown,diego.brown@lakewoodmedresearch.edu,Analyst,False
usr-ref-014,Jessica Thompson,jessica.thompson@lakewoodmedresearch.edu,Manager,False
usr-ref-015,Joseph Chen,joseph.chen@aetna.com,Analyst,False
usr-ref-016,Ravi Smith,ravi.smith@gulfcoaststate.edu,Coordinator,False
usr-ref-017,Joseph Nair,joseph.nair@riversidemed.com,Coordinator,False
usr-ref-018,Diego Davis,diego.davis@edwards.com,Coordinator,False
usr-ref-019,Michael Wilson,michael.wilson@bcbsfl.com,Nurse,False
usr-ref-020,Anthony Garcia,anthony.garcia@gulfcoaststate.edu,Nurse,False
usr-ref-021,Susan Patel,susan.patel@edwards.com,Analyst,False
usr-ref-022,Daniel Williams,daniel.williams@humana.com,Coordinator,False
usr-ref-023,Kevin Brennan,kevin.brennan@lakewoodmedresearch.edu,Nurse,False
usr-ref-024,Andrew Nair,andrew.nair@lakewoodmedresearch.edu,Coordinator,False
usr-ref-025,Christopher Smith,christopher.smith@humana.com,Manager,False
usr-ref-026,Thomas Chen,thomas.chen@edwards.com,Analyst,False
usr-ref-027,Paul Johnson,paul.johnson@medtronic.com,Nurse,False
usr-ref-028,Sana Hussain,sana.hussain@outlook.com,Nurse,False
usr-ref-029,Donald Rivera,donald.rivera@stfrancisjax.org,Manager,False
usr-ref-030,Chloe Kim,chloe.kim@uhc.com,Nurse,False
usr-ref-031,Richard Patel,richard.patel@jaxheart.org,Analyst,False
usr-ref-032,Daniel Johnson,daniel.johnson@summit-heart.org,Coordinator,False
usr-ref-033,Matthew Whitfield,matthew.whitfield@outlook.com,Coordinator,False
usr-ref-034,Robert Brennan,robert.brennan@jaxheart.org,Manager,False
usr-ref-035,Kevin Johnson,kevin.johnson@edwards.com,Coordinator,False
usr-ref-036,Jennifer Wilson,jennifer.wilson@stfrancisjax.org,Coordinator,False
usr-ref-037,Mary Miller,mary.miller@yahoo.com,Analyst,False
usr-ref-038,Christopher Brown,christopher.brown@riversidemed.com,Manager,False
usr-ref-039,Karen Garcia,karen.garcia@lakewoodmedresearch.edu,Nurse,False
usr-ref-040,Mary Park,mary.park@medtronic.com,Nurse,False
usr-ref-041,Diego Torres,diego.torres@humana.com,Coordinator,False
usr-ref-042,Chloe Smith,chloe.smith@bcbsfl.com,Analyst,False
usr-ref-043,Steven Torres,steven.torres@stfrancisjax.org,Analyst,False
usr-ref-044,Sarah Williams,sarah.williams@coastalcardiology.com,Manager,False
usr-ref-045,Susan Wilson,susan.wilson@summit-heart.org,Coordinator,False
usr-ref-046,Marcus Brennan,marcus.brennan@coastalcardiology.com,Analyst,False
usr-ref-047,Joseph Rivera,joseph.rivera@aetna.com,Nurse,False
usr-ref-048,Ramesh Park,ramesh.park@yahoo.com,Coordinator,False
usr-ref-049,Kevin Martinez,kevin.martinez@humana.com,Nurse,False
usr-ref-050,Diego Martinez,diego.martinez@summit-heart.org,Analyst,False
usr-ref-051,Daniel Wilson,daniel.wilson@yahoo.com,Coordinator,False
usr-ref-052,Kenneth Williams,kenneth.williams@jaxheart.org,Manager,False
usr-ref-053,Kevin Marshall,kevin.marshall@stfrancisjax.org,Coordinator,False
usr-ref-054,Priya Jones,priya.jones@coastalcardiology.com,Nurse,False
usr-ref-055,Chloe Chen,chloe.chen@riversidemed.com,Analyst,False
usr-ref-056,Chloe Brennan,chloe.brennan@lakewoodmedresearch.edu,Nurse,False
usr-ref-057,Michael Smith,michael.smith@jaxheart.org,Manager,False
usr-ref-058,Steven Marshall,steven.marshall@bcbsfl.com,Nurse,False
usr-ref-059,Susan Miller,susan.miller@yahoo.com,Nurse,False
usr-ref-060,Matthew Smith,matthew.smith@medtronic.com,Nurse,False
usr-ref-061,William Baker,william.baker@bcbsfl.com,Analyst,False
usr-ref-062,Thomas Williams,thomas.williams@summit-heart.org,Manager,False
usr-ref-063,Chloe Whitfield,chloe.whitfield@jaxheart.org,Manager,False
usr-ref-064,Matthew Rodriguez,matthew.rodriguez@riversidemed.com,Nurse,False
usr-ref-065,Priya Rodriguez,priya.rodriguez@coastalcardio.foundation,Coordinator,False
usr-ref-066,Andrew Garcia,andrew.garcia@uhc.com,Coordinator,False
usr-ref-067,Christopher Torres,christopher.torres@outlook.com,Analyst,False
usr-ref-068,Susan Nair,susan.nair@yahoo.com,Coordinator,False
usr-ref-069,David Brennan,david.brennan@medtronic.com,Manager,False
usr-ref-070,Jessica Davis,jessica.davis@yahoo.com,Analyst,False
usr-ref-071,Priya Patel,priya.patel@lakewoodmedresearch.edu,Nurse,False
usr-ref-072,Thomas Brown,thomas.brown@outlook.com,Coordinator,False
usr-ref-073,Joseph Jones,joseph.jones@jaxheart.org,Manager,False
usr-ref-074,Kenneth Hussain,kenneth.hussain@medtronic.com,Coordinator,False
usr-ref-075,Michael Williams,michael.williams@gulfcoaststate.edu,Analyst,False
usr-ref-076,Susan Chen,susan.chen@outlook.com,Coordinator,False
usr-ref-077,Richard Chen,richard.chen@stfrancisjax.org,Nurse,False
usr-ref-078,James Adams,james.adams@riversidemed.com,Analyst,False
usr-ref-079,Joseph Davis,joseph.davis@coastalcardio.foundation,Manager,False
usr-ref-080,Joseph Nair,joseph.nair@lakewoodmedresearch.edu,Nurse,False
usr-ref-081,Anthony Davis,anthony.davis@medtronic.com,Coordinator,False
usr-ref-082,Ravi Johnson,ravi.johnson@riversidemed.com,Coordinator,False
usr-ref-083,Paul Smith,paul.smith@riversidemed.com,Coordinator,False
usr-ref-084,Steven Whitfield,steven.whitfield@summit-heart.org,Coordinator,False
usr-ref-085,Kevin Hussain,kevin.hussain@gmail.com,Manager,False
usr-ref-086,Karen Johnson,karen.johnson@stfrancisjax.org,Coordinator,False
usr-ref-087,Richard Patel,richard.patel@edwards.com,Nurse,False
usr-ref-088,William Rivera,william.rivera@lakewoodmedresearch.edu,Analyst,False
usr-ref-089,Sana Brennan,sana.brennan@gmail.com,Manager,False
usr-ref-090,Ravi Baker,ravi.baker@lakewoodmedresearch.edu,Coordinator,False
usr-ref-091,Isabel Kim,isabel.kim@yahoo.com,Coordinator,False
usr-ref-092,Robert Baker,robert.baker@humana.com,Coordinator,False
usr-ref-093,William Davis,william.davis@aetna.com,Coordinator,False
usr-ref-094,Daniel Nair,daniel.nair@humana.com,Analyst,False
usr-ref-095,Charles Davis,charles.davis@gulfcoaststate.edu,Nurse,False
usr-ref-096,Mary Miller,mary.miller@summit-heart.org,Manager,False
usr-ref-097,Ramesh Patel,ramesh.patel@riversidemed.com,Coordinator,False
