envelope_id,status,email_subject,sender_name,sender_email,created_time,sent_time,completed_time,template_id
DS-ENV-2026-0922-BV,completed,Please sign: Bay View Historic rewire - residential contract,Jae Chandler,jae.chandler@Finthesiss.ai,2026-09-22T10:00:00-05:00,2026-09-22T10:01:00-05:00,2026-09-22T15:30:00-05:00,dst_contract
DS-ENV-2026-0925-HV-CO4,sent,Please sign: Harborview CO-4 - scope adjustment for HPC amendment (PENDING),Jae Chandler,jae.chandler@Finthesiss.ai,2026-09-25T11:00:00-05:00,2026-09-25T11:02:00-05:00,,dst_changeorder
DS-ENV-2026-0904-NGUYEN,completed,Please sign: EV charger circuit estimate acceptance,Jae Chandler,jae.chandler@Finthesiss.ai,2026-09-04T08:00:00-05:00,2026-09-04T08:01:00-05:00,2026-09-04T17:15:00-05:00,dst_estimate
DS-ENV-2026-0815-HV-CO3,completed,Please sign: Harborview CO-3 - subpanel relocation Unit 19,Jae Chandler,jae.chandler@Finthesiss.ai,2026-08-15T10:00:00-05:00,2026-08-15T10:01:00-05:00,2026-08-15T16:42:00-05:00,dst_changeorder
env_0r9pibg1,delivered,Sign: rqmnd8,Jae Chandler,jae.chandler@finthesiss.ai,2025-10-21T15:52:00,2025-06-01T03:54:00,,
env_cdyc9jzt,completed,Sign: kstc4q,Jae Chandler,jae.chandler@finthesiss.ai,2026-02-03T13:11:00,2026-04-21T19:29:00,,
env_tf14cr2m,created,Sign: k3asjd,Jae Chandler,jae.chandler@finthesiss.ai,2025-10-22T14:13:00,2026-05-08T06:50:00,,
env_jc0d4mrv,created,Sign: ngr3r2,Jae Chandler,jae.chandler@finthesiss.ai,2026-08-12T19:43:00,2026-02-27T05:49:00,,
env_t95w8v9q,completed,Sign: go95sj,Jae Chandler,jae.chandler@finthesiss.ai,2025-03-15T22:33:00,2026-07-13T12:14:00,,
env_yhnx7ruc,delivered,Sign: qn4qa8,Jae Chandler,jae.chandler@finthesiss.ai,2025-09-21T14:27:00,2025-08-17T07:48:00,,
env_bsvbfnqk,completed,Sign: jxxfiv,Jae Chandler,jae.chandler@finthesiss.ai,2026-04-27T11:01:00,2025-04-12T09:13:00,,
env_ppqa1hvx,delivered,Sign: 7y9af1,Jae Chandler,jae.chandler@finthesiss.ai,2025-02-04T23:21:00,2025-10-21T08:20:00,,
env_lo4jbsr8,sent,Sign: szly10,Jae Chandler,jae.chandler@finthesiss.ai,2025-12-30T16:28:00,2026-06-13T20:03:00,,
env_v5h25skr,created,Sign: 9837br,Jae Chandler,jae.chandler@finthesiss.ai,2025-07-26T13:20:00,2025-02-03T06:42:00,,
env_nmfed9j8,sent,Sign: 2ihizi,Jae Chandler,jae.chandler@finthesiss.ai,2026-09-30T10:54:00,2025-08-27T23:58:00,,
env_pjwi3yvv,completed,Sign: o22elp,Jae Chandler,jae.chandler@finthesiss.ai,2025-11-02T01:15:00,2026-09-01T06:46:00,,
env_0crvo6m8,created,Sign: 8mh4od,Jae Chandler,jae.chandler@finthesiss.ai,2025-09-06T20:11:00,2025-12-16T07:21:00,,
env_1xe9do84,sent,Sign: 0g7ofj,Jae Chandler,jae.chandler@finthesiss.ai,2025-05-16T21:31:00,2025-08-07T23:49:00,,
env_3n5q8vjk,created,Sign: tpf8m0,Jae Chandler,jae.chandler@finthesiss.ai,2025-12-20T00:22:00,2025-04-07T18:12:00,,
env_nhtwdcsq,completed,Sign: jiq2ss,Jae Chandler,jae.chandler@finthesiss.ai,2025-01-05T13:15:00,2025-09-12T23:55:00,,
env_qi456mah,sent,Sign: w7fabl,Jae Chandler,jae.chandler@finthesiss.ai,2026-06-12T11:32:00,2026-02-22T04:15:00,,
env_utsxppxv,delivered,Sign: e01thz,Jae Chandler,jae.chandler@finthesiss.ai,2025-12-31T07:40:00,2025-06-01T17:17:00,,
env_qi9xaueg,completed,Sign: htfbwe,Jae Chandler,jae.chandler@finthesiss.ai,2025-05-07T11:11:00,2025-03-21T19:46:00,,
env_962udip2,completed,Sign: qscjqd,Jae Chandler,jae.chandler@finthesiss.ai,2026-03-17T01:54:00,2025-11-17T15:55:00,,
env_xgic26zf,completed,Sign: szzrv3,Jae Chandler,jae.chandler@finthesiss.ai,2025-05-03T03:37:00,2025-08-06T13:32:00,,
env_pguoov42,delivered,Sign: abeo3s,Jae Chandler,jae.chandler@finthesiss.ai,2026-03-03T01:53:00,2025-04-03T02:12:00,,
env_ln6lw0lm,completed,Sign: g5egsc,Jae Chandler,jae.chandler@finthesiss.ai,2025-10-11T13:28:00,2026-09-29T14:00:00,,
env_bd40mggz,delivered,Sign: 1sntf1,Jae Chandler,jae.chandler@finthesiss.ai,2025-04-12T10:17:00,2025-01-15T06:34:00,,
