id,name,real_name,email,is_admin,is_bot,tz,status_text,presence
U_HN,helen,Helen Newton,helen.newton@Finthesiss.ai,true,false,Europe/Stockholm,,active
U_WG01,dr.,Dr. Henrik Olsson,henrik.olsson.obgyn@gmail.com,false,false,Europe/Stockholm,,active
U_WG02,malin,Malin Eriksson,malin.eriksson.midwife@gmail.com,false,false,Europe/Stockholm,,active
U_WG03,frida,Frida Holm,frida.holm.barnmorska@gmail.com,false,false,Europe/Stockholm,,active
U_WG04,ingrid,Ingrid Sandberg,ingrid.sandberg.bm@gmail.com,false,false,Europe/Stockholm,,active
U_WG05,karin,Karin Lundgren,karin.lundgren.bm@gmail.com,false,false,Europe/Stockholm,,active
U_WG06,erik,Erik Wallin,erik.wallin.biomed@vgregion-mock.se,false,false,Europe/Stockholm,,active
U_WG07,sofia,Sofia Bergqvist,sofia.bergqvist.educ@gmail.com,false,false,Europe/Stockholm,,active
U_WG08,dr.,Dr. Anders Ekstrom,anders.ekstrom.neo@gmail.com,false,false,Europe/Stockholm,,active
U_WG09,dr.,Dr. Camilla Lofven,camilla.lofven.infcon@gmail.com,false,false,Europe/Stockholm,,active
U_MID001,m001,Midwife M001,m001.mentor@vgregion-mock.se,false,false,Europe/Stockholm,,active
U_MID002,m002,Midwife M002,m002.mentor@vgregion-mock.se,false,false,Europe/Stockholm,,active
U_MID003,m003,Midwife M003,m003.mentor@vgregion-mock.se,false,false,Europe/Stockholm,,active
U_MID004,m004,Midwife M004,m004.mentor@vgregion-mock.se,false,false,Europe/Stockholm,,active
U_MID005,m005,Midwife M005,m005.mentor@vgregion-mock.se,false,false,Europe/Stockholm,,active
U_MID006,m006,Midwife M006,m006.mentor@vgregion-mock.se,false,false,Europe/Stockholm,,active
U_MID007,m007,Midwife M007,m007.mentor@vgregion-mock.se,false,false,Europe/Stockholm,,active
U_MID008,m008,Midwife M008,m008.mentor@vgregion-mock.se,false,false,Europe/Stockholm,,active
U_MID009,m009,Midwife M009,m009.mentor@vgregion-mock.se,false,false,Europe/Stockholm,,active
U_MID010,m010,Midwife M010,m010.mentor@vgregion-mock.se,false,false,Europe/Stockholm,,active
U_MID011,m011,Midwife M011,m011.mentor@vgregion-mock.se,false,false,Europe/Stockholm,,active
U_MID012,m012,Midwife M012,m012.mentor@vgregion-mock.se,false,false,Europe/Stockholm,,active
U_MID013,m013,Midwife M013,m013.mentor@vgregion-mock.se,false,false,Europe/Stockholm,,active
U_MID014,m014,Midwife M014,m014.mentor@vgregion-mock.se,false,false,Europe/Stockholm,,active
U_MID015,m015,Midwife M015,m015.mentor@vgregion-mock.se,false,false,Europe/Stockholm,,active
U_MID016,m016,Midwife M016,m016.mentor@vgregion-mock.se,false,false,Europe/Stockholm,,active
U_MID017,m017,Midwife M017,m017.mentor@vgregion-mock.se,false,false,Europe/Stockholm,,active
U_MID018,m018,Midwife M018,m018.mentor@vgregion-mock.se,false,false,Europe/Stockholm,,active
U_MID019,m019,Midwife M019,m019.mentor@vgregion-mock.se,false,false,Europe/Stockholm,,active
U_MID020,m020,Midwife M020,m020.mentor@vgregion-mock.se,false,false,Europe/Stockholm,,active
U_MID021,m021,Midwife M021,m021.mentor@vgregion-mock.se,false,false,Europe/Stockholm,,active
U_MID022,m022,Midwife M022,m022.mentor@vgregion-mock.se,false,false,Europe/Stockholm,,active
U_MID023,m023,Midwife M023,m023.mentor@vgregion-mock.se,false,false,Europe/Stockholm,,active
U_MID024,m024,Midwife M024,m024.mentor@vgregion-mock.se,false,false,Europe/Stockholm,,active
U_MID025,m025,Midwife M025,m025.mentor@vgregion-mock.se,false,false,Europe/Stockholm,,active
U_MID026,m026,Midwife M026,m026.mentor@vgregion-mock.se,false,false,Europe/Stockholm,,active
U_MID027,m027,Midwife M027,m027.mentor@vgregion-mock.se,false,false,Europe/Stockholm,,active
U_MID028,m028,Midwife M028,m028.mentor@vgregion-mock.se,false,false,Europe/Stockholm,,active
U_MID029,m029,Midwife M029,m029.mentor@vgregion-mock.se,false,false,Europe/Stockholm,,active
U_MID030,m030,Midwife M030,m030.mentor@vgregion-mock.se,false,false,Europe/Stockholm,,active
U_MID031,m031,Midwife M031,m031.mentor@vgregion-mock.se,false,false,Europe/Stockholm,,active
U_MID032,m032,Midwife M032,m032.mentor@vgregion-mock.se,false,false,Europe/Stockholm,,active
U_MID033,m033,Midwife M033,m033.mentor@vgregion-mock.se,false,false,Europe/Stockholm,,active
U_MID034,m034,Midwife M034,m034.mentor@vgregion-mock.se,false,false,Europe/Stockholm,,active
U_MID035,m035,Midwife M035,m035.mentor@vgregion-mock.se,false,false,Europe/Stockholm,,active
U_STAFF001,anna.andersson,Anna Andersson,anna.andersson.midwife@vgregion-mock.se,false,false,Europe/Stockholm,,active
