id,customer,subscription,amount_due,amount_paid,currency,status,number,charge,created,due_date
in_000000,cus_michelle_trevino,,59954,59954,usd,paid,INV-01001,,1740658563,1740658563
in_000001,cus_michelle_trevino,,60044,60044,usd,paid,INV-01002,,1747961735,1747961735
in_000002,cus_sarah_chenpark,,40554,40554,usd,paid,INV-01003,,1742506174,1742506174
in_000003,cus_michelle_trevino,,122695,122695,usd,paid,INV-01004,,1742315241,1742315241
in_000004,cus_michelle_trevino,,71911,71911,usd,paid,INV-01005,,1742307189,1742307189
in_000005,cus_sarah_chenpark,,71170,71170,usd,paid,INV-01006,,1750106661,1750106661
in_000006,cus_emily_ross,,121915,121915,usd,paid,INV-01007,,1746888675,1746888675
in_000007,cus_sarah_chenpark,,72476,72476,usd,paid,INV-01008,,1751983297,1751983297
in_000008,cus_emily_ross,,86852,86852,usd,paid,INV-01009,,1742475292,1742475292
in_000009,cus_sarah_chenpark,,35931,35931,usd,paid,INV-01010,,1750418393,1750418393
in_000010,cus_michelle_trevino,,98088,98088,usd,paid,INV-01011,,1745238289,1745238289
in_000011,cus_michelle_trevino,,74996,74996,usd,paid,INV-01012,,1750896924,1750896924
