id,given_name,family_name,email_address,phone_number,company_name,created_at
CUST_BRIANNA_MENDEZ,Brianna,Mendez,,,,2026-10-07T20:00:00Z
CUST_HAILEY_PARK,Hailey,Park,,,,2026-10-07T20:02:00Z
CUST_MEGAN_RODRIGUEZ,Megan,Rodriguez,,,,2026-10-07T20:04:00Z
CUST_SOPHIA_LIU,Sophia,Liu,,,,2026-10-07T20:06:00Z
CUST_CAITLYN_BRENNAN,Caitlyn,Brennan,,,,2026-10-07T20:08:00Z
CUST_TASHA_OWENS,Tasha,Owens,,,,2026-10-07T20:10:00Z
CUST_MAYA_KAPOOR,Maya,Kapoor,,,,2026-10-07T20:12:00Z
CUST_OLIVIA_TRAN,Olivia,Tran,,,,2026-10-07T20:14:00Z
CUST_RACHEL_GOLDBERG,Rachel,Goldberg,rachel.goldberg.dance@gmail.com,,,2026-10-10T14:00:00Z
CUST_PRIYA_IYER,Priya,Iyer,priya.iyer@iyercpa.com,,Iyer CPA,2026-10-10T14:02:00Z
CUST_JENNIFER_HOLCOMB,Jennifer,Holcomb,,,,2026-10-10T14:04:00Z
CUST_CARLA_REYES,Carla,Reyes,,,,2026-10-10T14:06:00Z
CUST_ELENA_VASQUEZ,Elena,Vasquez,elena.vee@protonmail.com,,,2026-10-10T14:08:00Z
CUST_YARA_KHALIL,Yara,Khalil,,,,2026-10-10T14:10:00Z
CUST_MIA_WHITFIELD,Mia,Whitfield,,,,2026-10-10T14:12:00Z
CUST_DEBORAH_HSU,Deborah,Hsu,,,,2026-10-10T14:14:00Z
CUST_TARA_NG,Tara,Ng,,,,2026-10-10T14:16:00Z
CUST_ANASTASIA_REILLY,Anastasia,Reilly,anastasia.reilly@gmail.com,,,2026-10-10T14:18:00Z
CUST_DROPIN_AGG,Drop-in,Aggregate,,,,2026-01-01T00:00:00Z
CUST_PUNCH_AGG,Punch Card,Aggregate,,,,2026-01-01T00:00:00Z
CUST_SESSION_AGG,Session Pass,Aggregate,,,,2026-01-01T00:00:00Z
CUST_PRIVATE_AGG,Private Lesson,Aggregate,,,,2026-01-01T00:00:00Z
CUST_COPAY_AGG,Costume Copay,Aggregate,,,,2026-09-15T00:00:00Z
CUST_MERCH_AGG,Merch Buyer,Aggregate,,,,2026-01-01T00:00:00Z
