transaction_id,account_id,amount,iso_currency_code,date,name,merchant_name,category,pending,payment_channel
tx_0001,acc_chase_001,-4500.00,USD,2026-11-05,REGENCY MORTGAGE AUTOPAY,Regency Mortgage,Mortgage,False,online
tx_0002,acc_chase_001,-200.00,USD,2026-11-05,STATE FARM INSURANCE,State Farm,Insurance,False,online
tx_0003,acc_chase_001,-260.00,USD,2026-10-18,PROGRESSIVE AUTO INSURANCE,Progressive,Insurance,False,online
tx_0004,acc_chase_001,-400.00,USD,2026-11-04,WISE TRANSFER TO JI-YOUNG LEE,Wise,Transfer,False,online
tx_0005,acc_chase_001,-1200.00,USD,2026-11-15,LAUREL ROAD STUDENT LOAN,Laurel Road,Loan Payment,False,online
tx_0006,acc_chase_001,-600.00,USD,2026-11-01,VANGUARD 529 MINJUN AUTO,Vanguard,Savings,False,online
tx_0007,acc_chase_001,-600.00,USD,2026-11-01,VANGUARD 529 SEOYEON AUTO,Vanguard,Savings,False,online
tx_0008,acc_chase_001,-198.32,USD,2026-11-13,WHOLE FOODS MARKET,Whole Foods,Groceries,False,in store
tx_0009,acc_chase_001,-421.19,USD,2026-11-08,COSTCO WHOLESALE #1234,Costco,Groceries,False,in store
tx_0010,acc_chase_001,-183.44,USD,2026-11-01,H MART BURLINGTON,H Mart,Groceries,False,in store
tx_0011,acc_chase_001,-244.12,USD,2026-11-11,H MART BURLINGTON,H Mart,Groceries,False,in store
tx_0012,acc_chase_001,-89.44,USD,2026-11-05,NATIONAL GRID,National Grid,Utilities,False,online
tx_0013,acc_chase_001,-174.29,USD,2026-11-05,EVERSOURCE,Eversource,Utilities,False,online
tx_0014,acc_chase_001,-220.14,USD,2026-11-12,VERIZON WIRELESS,Verizon,Utilities,False,online
tx_0015,acc_chase_001,-68.00,USD,2026-11-05,STREAMING BUNDLE,Streaming,Entertainment,False,online
tx_0016,acc_chase_001,-195.00,USD,2026-11-05,NORTHWESTERN MUTUAL,Northwestern Mutual,Insurance,False,online
tx_0017,acc_chase_001,-165.00,USD,2026-11-05,GUARDIAN LIFE,Guardian,Insurance,False,online
tx_0018,acc_chase_001,-150.00,USD,2026-11-15,ARBORPRO SNOW REMOVAL,ArborPro,Home Services,False,online
tx_0019,acc_chase_001,-200.00,USD,2026-11-08,CLEAN LIVING SERVICES,Clean Living,Home Services,False,online
tx_0020,acc_chase_001,-150.00,USD,2026-11-20,BROOKLINE YOUTH SOCCER Q4,Brookline Youth Soccer,Kids Activities,False,online
tx_0021,acc_chase_001,-110.00,USD,2026-11-14,JOY OF DANCE STUDIO,Joy of Dance,Kids Activities,False,online
tx_0022,acc_chase_001,-80.00,USD,2026-11-14,CVS PHARMACY BROOKLINE,CVS,Health,False,online
tx_0023,acc_chase_001,-60.00,USD,2026-11-14,CVS PHARMACY BROOKLINE,CVS,Health,False,online
tx_0024,acc_chase_001,9847.50,USD,2026-11-14,MASS GEN BRIGHAM PAYROLL,Mass General Brigham,Deposit,False,online
tx_0025,acc_chase_001,5432.10,USD,2026-11-14,HUBSPOT PAYROLL,HubSpot,Deposit,False,online
tx_0026,acc_chase_001,1250.00,USD,2026-11-15,HMS STIPEND,Harvard Medical School,Deposit,False,online
tx_0027,acc_chase_001,-42.18,USD,2026-11-13,STARBUCKS #4429,Starbucks,Food,False,online
tx_0028,acc_chase_001,-24.50,USD,2026-11-12,BROOKLINE HEALTH DEPT,Brookline,Government,False,online
tx_0029,acc_chase_001,-125.00,USD,2026-11-11,JOY OF DANCE STUDIO,Joy of Dance,Kids Activities,False,online
tx_0030,acc_chase_001,-38.00,USD,2026-11-10,AMAZON.COM,Amazon,Shopping,False,online
tx_0031,acc_chase_001,-74.19,USD,2026-11-09,INSTACART*WHOLE FOODS,Instacart,Groceries,False,online
