event_id,email,display_name,response_status,optional,organizer
gcal_evt_9007,diane.weatherly.music@gmail.com,Diane Weatherly,accepted,false,false
gcal_evt_9009,gwendolyn.mitchell.bessemer@gmail.com,Gwendolyn Mitchell,accepted,false,false
gcal_evt_9011,gwendolyn.mitchell.bessemer@gmail.com,Gwendolyn Mitchell,accepted,false,false
gcal_evt_9012,angela.bates.museum@gmail.com,Angela Bates,accepted,false,false
gcal_evt_9012,lorraine.franklin.phd@gmail.com,Dr. Lorraine Franklin,accepted,false,false
gcal_evt_9013,ray.henderson.coach@gmail.com,Coach Ray Henderson,accepted,false,false
gcal_evt_9013,derrick.clark.bhm@gmail.com,Derrick Clark,tentative,false,false
gcal_evt_7716,derrick.clark.bhm@gmail.com,Derrick Clark,accepted,false,false
gcal_evt_9014,derrick.clark.bhm@gmail.com,Derrick Clark,accepted,false,false
gcal_evt_9014,gwendolyn.mitchell.bessemer@gmail.com,Gwendolyn Mitchell,accepted,false,false
gcal_evt_9016,diane.weatherly.music@gmail.com,Diane Weatherly,tentative,false,false
gcal_evt_9017,lorraine.franklin.phd@gmail.com,Dr. Lorraine Franklin,accepted,false,false
gcal_evt_9018,angela.bates.museum@gmail.com,Angela Bates,accepted,false,false
gcal_evt_9018,lorraine.franklin.phd@gmail.com,Dr. Lorraine Franklin,accepted,false,false
gcal_evt_9019,angela.bates.museum@gmail.com,Angela Bates,accepted,false,false
gcal_evt_9019,lorraine.franklin.phd@gmail.com,Dr. Lorraine Franklin,accepted,false,false
gcal_evt_9020,angela.bates.museum@gmail.com,Angela Bates,accepted,false,false
gcal_evt_9022,gwendolyn.mitchell.bessemer@gmail.com,Gwendolyn Mitchell,accepted,false,false
gcal_evt_9022,derrick.clark.bhm@gmail.com,Derrick Clark,accepted,false,false
gcal_evt_9025,willie.turner.choir@gmail.com,Director Willie James Turner,accepted,false,false
