id,name,desc,id_board,id_list,pos,due,closed,member_ids,labels
card_po089,PO-SEP-089 AutoZone Brake Rotors x20,"20x 12in standard rotors, $45.99/unit. PO date: Sep 10. Vendor: AutoZone Pro.",board_delivery,list_delivered,1000,2026-09-20T17:00:00.000Z,false,,AutoZone
card_po103,PO-SEP-103 LKQ Fender Set Altima,"Aftermarket fender set 2018 Nissan Altima for Maria Rodriguez. $1,240. PO date: Sep 18.",board_delivery,list_ordered,1000,2026-09-25T17:00:00.000Z,false,,LKQ
card_po072,PO-SEP-072 PPG Envirobase Paint,"3x White Basecoat + 2x Clearcoat. $1,757.",board_delivery,list_delivered,1000,2026-09-15T17:00:00.000Z,false,,PPG
card_po075,PO-SEP-075 3M Sanding Supplies,Cubitron II discs + DA pad kits. $298.,board_delivery,list_delivered,1000,2026-09-14T17:00:00.000Z,false,,3M
card_po080,PO-SEP-080 3M Masking Tape Bulk,24x green tape rolls. $215.76.,board_delivery,list_delivered,1000,2026-09-20T17:00:00.000Z,false,,3M
card_po085,PO-SEP-085 PPG Primer Restock,2x 2K Urethane Primer Gray 1gal. $250.,board_delivery,list_delivered,1000,2026-09-25T17:00:00.000Z,false,,PPG
card_diwali_template,Diwali Episode Template,"## Diwali Special - Segment Checklist
- [ ] Confirm 2 guests minimum
- [ ] Record sponsor ads
- [ ] Diwali music playlist (45 min)
- [ ] Community calendar events
- [ ] Interview questions prep
- [ ] Print run sheet",board_radio,list_template,1000,,false,,Template
card_ep_sep30,Sep 30 - Navratri and Fall Festivals,Guest: Geeta Iyer. Sponsors: Edison Savings Bank. Good response.,board_radio,list_aired,1000,2026-09-30T16:00:00.000Z,false,,
card_ep_sep23,Sep 23 - Rutgers SASA,Guest: Raj Mehta. Solo host. Good turnout from students.,board_radio,list_aired,1000,2026-09-23T16:00:00.000Z,false,,
card_ep_oct05,Oct 5 - Diwali Special,Diwali special episode. Guests TBD. Edison Savings confirmed sponsor.,board_radio,list_planning,1000,2026-10-05T16:00:00.000Z,false,,Priority
card_po_jul032,PO-JUL-032 LKQ Civic Bumper,OEM front bumper cover 2019 Honda Civic. $485. Thomas Chen job.,board_delivery,list_delivered,1000,2026-07-18T17:00:00.000Z,false,,LKQ
card_po_aug058,PO-AUG-058 AutoZone Premium Rotors,6x premium 12in rotors. $377.94. BMW job.,board_delivery,list_delivered,1000,2026-08-22T17:00:00.000Z,false,,AutoZone
card_bg_100,Laila Ahmed - clearcoat restoration,Toyota Corolla repair job,board_radio,list_inprogress,90000,2026-10-15,false,,[]
card_bg_101,Tom Brady - scratch repair and touch-up,Jeep Wrangler repair job,board_radio,list_done,22000,2026-10-24,false,,[]
card_bg_102,Carla Diaz - wheel arch rust repair,Mazda CX-5 repair job,board_shop,list_inprogress,31000,2026-06-10,false,,[]
card_bg_103,Deepa Nair - door ding buff-out,Kia Sorento repair job,board_radio,list_inprogress,43000,2026-10-02,false,,[]
card_bg_104,Sandra Williams - scratch repair and touch-up,Chevy Malibu repair job,board_radio,list_inprogress,44000,2026-06-23,false,,[]
card_bg_105,Sam Cohen - scratch repair and touch-up,Audi A4 repair job,board_shop,list_inprogress,8000,2026-10-22,false,,[]
card_bg_106,Grace Okafor - fender bender collision repair,Ford Fusion repair job,board_shop,list_intake,30000,2026-06-27,false,,[]
card_bg_107,Marcus Webb - clearcoat restoration,Ford Escape repair job,board_shop,list_done,25000,2026-09-16,false,,[]
card_bg_108,Rachel Green - door ding buff-out,Honda CR-V repair job,board_radio,list_intake,83000,2026-07-27,false,,[]
card_bg_109,Omar Farooq - wheel arch rust repair,Honda Civic repair job,board_shop,list_intake,7000,2026-06-14,false,,[]
card_bg_110,Carla Diaz - wheel arch rust repair,Mazda CX-5 repair job,board_shop,list_done,35000,2026-09-25,false,,[]
card_bg_111,Laila Ahmed - wheel arch rust repair,Toyota Corolla repair job,board_radio,list_done,72000,2026-10-26,false,,[]
