event_id,email,display_name,response_status,optional,organizer
evt_council_2026_11_03,carmen.ramirez.family@gmail.com,Carmen Ramirez,accepted,false,false
evt_council_2026_11_03,clerk.paterson@patersonnj.gov,City Clerk,accepted,false,true
evt_council_2026_11_03,maria.santos.ward3@patersonnj.gov,Maria Santos,tentative,true,false
evt_reyes_2026_11_19,carmen.ramirez.family@gmail.com,Carmen Ramirez,accepted,false,false
evt_reyes_2026_11_19,john@ramirezautobody.com,John Ramirez,accepted,false,true
evt_santos_endorse,maria.santos.ward3@patersonnj.gov,Maria Santos,accepted,false,true
evt_santos_endorse,john@ramirezautobody.com,John Ramirez,accepted,false,false
evt_dinner_thanksgiving,carmen.ramirez.family@gmail.com,Carmen Ramirez,accepted,false,true
evt_dinner_thanksgiving,sofia.ramirez@yahoo.com,Sofia Ramirez,tentative,false,false
evt_dinner_thanksgiving,john@ramirezautobody.com,John Ramirez,accepted,false,false
evt_parish_gala_dec12,carmen.ramirez.family@gmail.com,Carmen Ramirez,accepted,false,false
evt_parish_gala_dec12,john@ramirezautobody.com,John Ramirez,accepted,false,false
