courseId,userId,fullName,emailAddress,photoUrl
course-ceu-0,greg-ceu,Greg Howard,greg.howard@gmail.com,
course-ceu-0,stu-0,Priya Diaz,priya0@learn.example.com,
course-ceu-1,stu-1,Marcus Park,marcus1@learn.example.com,
course-ceu-2,stu-2,Dana Stone,dana2@learn.example.com,
course-ceu-3,stu-3,Evan Anand,evan3@learn.example.com,
course-ceu-4,stu-4,Grace Vela,grace4@learn.example.com,
course-ceu-5,stu-5,Nadia Lin,nadia5@learn.example.com,
course-ceu-6,stu-6,Sam Wolfe,sam6@learn.example.com,
course-ceu-7,stu-7,Tomas Fox,tomas7@learn.example.com,
course-ceu-8,stu-8,Wendy Nair,wendy8@learn.example.com,
course-ceu-9,stu-9,Omar Reed,omar9@learn.example.com,
course-ceu-0,stu-10,Lena Bell,lena10@learn.example.com,
course-ceu-1,stu-11,Ravi Ash,ravi11@learn.example.com,
course-ceu-2,stu-12,Aisha Webb,aisha12@learn.example.com,
course-ceu-3,stu-13,Diego Quinn,diego13@learn.example.com,
course-ceu-4,stu-14,Mei Osei,mei14@learn.example.com,
course-ceu-5,stu-15,Noah Bello,noah15@learn.example.com,
course-ceu-6,stu-16,Zoe Frost,zoe16@learn.example.com,
course-ceu-7,stu-17,Caleb Cho,caleb17@learn.example.com,
course-ceu-8,stu-18,Ivy Khan,ivy18@learn.example.com,
course-ceu-9,stu-19,Jonah Hart,jonah19@learn.example.com,
course-ceu-0,stu-20,Kira Rhodes,kira20@learn.example.com,
course-ceu-1,stu-21,Leo Reyes,leo21@learn.example.com,
course-ceu-2,stu-22,Maya Cruz,maya22@learn.example.com,
course-ceu-3,stu-23,Nolan Vance,nolan23@learn.example.com,
course-ceu-4,stu-24,Priya Diaz,priya24@learn.example.com,
course-ceu-5,stu-25,Marcus Park,marcus25@learn.example.com,
course-ceu-6,stu-26,Dana Stone,dana26@learn.example.com,
course-ceu-7,stu-27,Evan Anand,evan27@learn.example.com,
course-ceu-8,stu-28,Grace Vela,grace28@learn.example.com,
course-ceu-9,stu-29,Nadia Lin,nadia29@learn.example.com,
course-ceu-0,stu-30,Sam Wolfe,sam30@learn.example.com,
course-ceu-1,stu-31,Tomas Fox,tomas31@learn.example.com,
course-ceu-2,stu-32,Wendy Nair,wendy32@learn.example.com,
course-ceu-3,stu-33,Omar Reed,omar33@learn.example.com,
course-ceu-4,stu-34,Lena Bell,lena34@learn.example.com,
course-ceu-5,stu-35,Ravi Ash,ravi35@learn.example.com,
course-ceu-6,stu-36,Aisha Webb,aisha36@learn.example.com,
course-ceu-7,stu-37,Diego Quinn,diego37@learn.example.com,
course-ceu-8,stu-38,Mei Osei,mei38@learn.example.com,
course-ceu-9,stu-39,Noah Bello,noah39@learn.example.com,
course-ceu-0,stu-40,Zoe Frost,zoe40@learn.example.com,
course-ceu-1,stu-41,Caleb Cho,caleb41@learn.example.com,
course-ceu-2,stu-42,Ivy Khan,ivy42@learn.example.com,
course-ceu-3,stu-43,Jonah Hart,jonah43@learn.example.com,
course-ceu-4,stu-44,Kira Rhodes,kira44@learn.example.com,
course-ceu-5,stu-45,Leo Reyes,leo45@learn.example.com,
course-ceu-6,stu-46,Maya Cruz,maya46@learn.example.com,
course-ceu-7,stu-47,Nolan Vance,nolan47@learn.example.com,
course-ceu-8,stu-48,Priya Diaz,priya48@learn.example.com,
course-ceu-9,stu-49,Marcus Park,marcus49@learn.example.com,
course-ceu-0,stu-50,Dana Stone,dana50@learn.example.com,
course-ceu-1,stu-51,Evan Anand,evan51@learn.example.com,
course-ceu-2,stu-52,Grace Vela,grace52@learn.example.com,
course-ceu-3,stu-53,Nadia Lin,nadia53@learn.example.com,
course-ceu-4,stu-54,Sam Wolfe,sam54@learn.example.com,
course-ceu-5,stu-55,Tomas Fox,tomas55@learn.example.com,
course-ceu-6,stu-56,Wendy Nair,wendy56@learn.example.com,
course-ceu-7,stu-57,Omar Reed,omar57@learn.example.com,
course-ceu-8,stu-58,Lena Bell,lena58@learn.example.com,
course-ceu-9,stu-59,Ravi Ash,ravi59@learn.example.com,
course-ceu-0,student-3061,Noel Evans,noel.evans@learn.example.org,
course-ceu-0,student-3062,Casey Lopez,casey.lopez@learn.example.org,
course-ceu-0,student-3063,Oakley Underwood,oakley.underwood@learn.example.org,
course-ceu-0,student-3064,Xen Adams,xen.adams@learn.example.org,
course-ceu-0,student-3065,Val Evans,val.evans@learn.example.org,
course-ceu-0,student-3066,Val Ingram,val.ingram@learn.example.org,
course-ceu-0,student-3067,Val Baker,val.baker@learn.example.org,
course-ceu-0,student-3068,Tatum Gomez,tatum.gomez@learn.example.org,
course-ceu-0,student-3069,Oakley Diaz,oakley.diaz@learn.example.org,
course-ceu-0,student-3070,Oakley Cole,oakley.cole@learn.example.org,
course-ceu-0,student-3071,Noel Patel,noel.patel@learn.example.org,
course-ceu-0,student-3072,Tatum Gomez,tatum.gomez@learn.example.org,
course-ceu-0,student-3073,Uriel Reed,uriel.reed@learn.example.org,
course-ceu-0,student-3074,Jordan Baker,jordan.baker@learn.example.org,
course-ceu-0,student-3075,Cameron Ford,cameron.ford@learn.example.org,
