courseId,id,text,state,creationTime,updateTime,creatorUserId,alternateLink
course-ceu-0,ann-1,License renewal deadline 2027-01-31. Log all CEU hours by then.,PUBLISHED,2026-10-01T00:00:00Z,2026-10-01T00:00:00Z,provider-ceu,
course-ceu-0,ann-2,Module update posted.,PUBLISHED,2026-01-01T00:00:00Z,2026-01-01T00:00:00Z,provider-ceu,
course-ceu-1,ann-3,Module update posted.,PUBLISHED,2026-02-02T00:00:00Z,2026-02-02T00:00:00Z,provider-ceu,
course-ceu-2,ann-4,Module update posted.,PUBLISHED,2026-03-03T00:00:00Z,2026-03-03T00:00:00Z,provider-ceu,
course-ceu-3,ann-5,Module update posted.,PUBLISHED,2026-04-04T00:00:00Z,2026-04-04T00:00:00Z,provider-ceu,
course-ceu-4,ann-6,Module update posted.,PUBLISHED,2026-05-05T00:00:00Z,2026-05-05T00:00:00Z,provider-ceu,
course-ceu-5,ann-7,Module update posted.,PUBLISHED,2026-06-06T00:00:00Z,2026-06-06T00:00:00Z,provider-ceu,
course-ceu-6,ann-8,Module update posted.,PUBLISHED,2026-07-07T00:00:00Z,2026-07-07T00:00:00Z,provider-ceu,
course-ceu-7,ann-9,Module update posted.,PUBLISHED,2026-08-08T00:00:00Z,2026-08-08T00:00:00Z,provider-ceu,
course-ceu-8,ann-10,Module update posted.,PUBLISHED,2026-09-09T00:00:00Z,2026-09-09T00:00:00Z,provider-ceu,
course-ceu-9,ann-11,Module update posted.,PUBLISHED,2026-10-10T00:00:00Z,2026-10-10T00:00:00Z,provider-ceu,
course-ceu-0,ann-12,Module update posted.,PUBLISHED,2026-11-11T00:00:00Z,2026-11-11T00:00:00Z,provider-ceu,
course-ceu-1,ann-13,Module update posted.,PUBLISHED,2026-01-12T00:00:00Z,2026-01-12T00:00:00Z,provider-ceu,
course-ceu-2,ann-14,Module update posted.,PUBLISHED,2026-02-13T00:00:00Z,2026-02-13T00:00:00Z,provider-ceu,
course-ceu-3,ann-15,Module update posted.,PUBLISHED,2026-03-14T00:00:00Z,2026-03-14T00:00:00Z,provider-ceu,
course-ceu-4,ann-16,Module update posted.,PUBLISHED,2026-04-15T00:00:00Z,2026-04-15T00:00:00Z,provider-ceu,
course-ceu-5,ann-17,Module update posted.,PUBLISHED,2026-05-16T00:00:00Z,2026-05-16T00:00:00Z,provider-ceu,
course-ceu-6,ann-18,Module update posted.,PUBLISHED,2026-06-17T00:00:00Z,2026-06-17T00:00:00Z,provider-ceu,
