Id,FirstName,LastName,Company,Email,Phone,Status,LeadSource,Industry,Rating
00QAW00000LED001,Hannah,Ramos,Instagram Inquiry - Beginner Class,hannah.ramos.91@instagram.local,,Open - Not Contacted,Instagram DM,Performing Arts,Warm
00QAW00000LED002,Ciara,Olo,Instagram Inquiry - Beginner Class,ciara.olo@instagram.local,,Open - Not Contacted,Instagram DM,Performing Arts,Warm
00QAW00000LED003,Valerie,B,val_b_studio_inq - Studio Inquiry,val_b_studio_inq@instagram.local,,Open - Not Contacted,Instagram DM,Performing Arts,Hot
00QAW00000LED001-e001,Hannah,Ramos,Instagram Inquiry - Beginner Class,hannah.ramos.91@instagram.local,,Open - Not Contacted,Instagram DM,Performing Arts,Warm
00QAW00000LED002-e001,Ciara,Olo,Instagram Inquiry - Beginner Class,ciara.olo@instagram.local,,Open - Not Contacted,Instagram DM,Performing Arts,Warm
00QAW00000LED003-e001,Valerie,B,val_b_studio_inq - Studio Inquiry,val_b_studio_inq@instagram.local,,Open - Not Contacted,Instagram DM,Performing Arts,Hot
00QAW00000LED001-e002,Hannah,Ramos,Instagram Inquiry - Beginner Class,hannah.ramos.91@instagram.local,,Open - Not Contacted,Instagram DM,Performing Arts,Warm
00QAW00000LED002-e002,Ciara,Olo,Instagram Inquiry - Beginner Class,ciara.olo@instagram.local,,Open - Not Contacted,Instagram DM,Performing Arts,Warm
00QAW00000LED003-e002,Valerie,B,val_b_studio_inq - Studio Inquiry,val_b_studio_inq@instagram.local,,Open - Not Contacted,Instagram DM,Performing Arts,Hot
00QAW00000LED001-e003,Hannah,Ramos,Instagram Inquiry - Beginner Class,hannah.ramos.91@instagram.local,,Open - Not Contacted,Instagram DM,Performing Arts,Warm
00QAW00000LED002-e003,Ciara,Olo,Instagram Inquiry - Beginner Class,ciara.olo@instagram.local,,Open - Not Contacted,Instagram DM,Performing Arts,Warm
00QAW00000LED003-e003,Valerie,B,val_b_studio_inq - Studio Inquiry,val_b_studio_inq@instagram.local,,Open - Not Contacted,Instagram DM,Performing Arts,Hot
00QAW00000LED001-e004,Hannah,Ramos,Instagram Inquiry - Beginner Class,hannah.ramos.91@instagram.local,,Open - Not Contacted,Instagram DM,Performing Arts,Warm
00QAW00000LED002-e004,Ciara,Olo,Instagram Inquiry - Beginner Class,ciara.olo@instagram.local,,Open - Not Contacted,Instagram DM,Performing Arts,Warm
00QAW00000LED003-e004,Valerie,B,val_b_studio_inq - Studio Inquiry,val_b_studio_inq@instagram.local,,Open - Not Contacted,Instagram DM,Performing Arts,Hot
00QAW00000LED001-e005,Hannah,Ramos,Instagram Inquiry - Beginner Class,hannah.ramos.91@instagram.local,,Open - Not Contacted,Instagram DM,Performing Arts,Warm
00QAW00000LED002-e005,Ciara,Olo,Instagram Inquiry - Beginner Class,ciara.olo@instagram.local,,Open - Not Contacted,Instagram DM,Performing Arts,Warm
00QAW00000LED003-e005,Valerie,B,val_b_studio_inq - Studio Inquiry,val_b_studio_inq@instagram.local,,Open - Not Contacted,Instagram DM,Performing Arts,Hot
00QAW00000LED001-e006,Hannah,Ramos,Instagram Inquiry - Beginner Class,hannah.ramos.91@instagram.local,,Open - Not Contacted,Instagram DM,Performing Arts,Warm
00QAW00000LED002-e006,Ciara,Olo,Instagram Inquiry - Beginner Class,ciara.olo@instagram.local,,Open - Not Contacted,Instagram DM,Performing Arts,Warm
00QAW00000LED003-e006,Valerie,B,val_b_studio_inq - Studio Inquiry,val_b_studio_inq@instagram.local,,Open - Not Contacted,Instagram DM,Performing Arts,Hot
00QAW00000LED001-e007,Hannah,Ramos,Instagram Inquiry - Beginner Class,hannah.ramos.91@instagram.local,,Open - Not Contacted,Instagram DM,Performing Arts,Warm
