id,event_id,ticket_class_id,name,email,status,checked_in,created
att_001,evt_bbq_2026,tc_evt_bbq_2026,Thomas Chen,thomas.chen@gmail.com,attending,false,2026-09-16T08:30:00Z
att_002,evt_bbq_2026,tc_evt_bbq_2026,Patricia Moore,patricia.moore@gmail.com,attending,false,2026-09-16T09:15:00Z
att_003,evt_bbq_2026,tc_evt_bbq_2026,David Kim,david.kim.nj@gmail.com,attending,false,2026-09-16T10:00:00Z
att_004,evt_bbq_2026,tc_evt_bbq_2026,Anthony Reeves,a.reeves@outlook.com,attending,false,2026-09-16T10:30:00Z
att_005,evt_bbq_2026,tc_evt_bbq_2026,Sandra Williams,sandra.williams@gmail.com,attending,false,2026-09-16T11:00:00Z
att_006,evt_bbq_2026,tc_evt_bbq_2026,Michael Torres,mike.torres@gmail.com,attending,false,2026-09-16T12:00:00Z
att_007,evt_bbq_2026,tc_evt_bbq_2026,Rachel Green,rachel.green@outlook.com,attending,false,2026-09-16T14:00:00Z
att_008,evt_bbq_2026,tc_evt_bbq_2026,James Park,james.park.nj@gmail.com,attending,false,2026-09-17T08:00:00Z
att_009,evt_bbq_2026,tc_evt_bbq_2026,Anisha Patel,anisha.patel@gmail.com,attending,false,2026-09-17T09:30:00Z
att_010,evt_bbq_2026,tc_evt_bbq_2026,Marcus Webb,marcus.webb@gmail.com,attending,false,2026-09-17T10:00:00Z
att_011,evt_bbq_2026,tc_evt_bbq_2026,Luis Martinez,luis.martinez@outlook.com,attending,false,2026-09-17T11:00:00Z
att_012,evt_bbq_2026,tc_evt_bbq_2026,Karen Wu,karen.wu@gmail.com,attending,false,2026-09-17T12:00:00Z
att_013,evt_bbq_2026,tc_evt_bbq_2026,Robert Santos,robert.santos@yahoo.com,attending,false,2026-09-17T14:00:00Z
att_014,evt_bbq_2026,tc_evt_bbq_2026,Carla Diaz,carla.diaz@yahoo.com,attending,false,2026-09-17T15:00:00Z
att_015,evt_bbq_2026,tc_evt_bbq_2026,Nina Shah,nina.shah@gmail.com,attending,false,2026-09-18T08:00:00Z
att_016,evt_bbq_2026,tc_evt_bbq_2026,Priya Jefferson,priya.jefferson@gmail.com,attending,false,2026-09-18T09:00:00Z
att_017,evt_bbq_2026,tc_evt_bbq_2026,Ravi Kapoor,ravi.kapoor@gmail.com,attending,false,2026-09-18T10:00:00Z
att_018,evt_bbq_2026,tc_evt_bbq_2026,Amit Sharma,amit.sharma@gmail.com,attending,false,2026-09-18T11:00:00Z
att_019,evt_bbq_2026,tc_evt_bbq_2026,Maya Singh,maya.singh@gmail.com,attending,false,2026-09-18T12:00:00Z
att_020,evt_bbq_2026,tc_evt_bbq_2026,Carlos Medina,carlos.medina@gmail.com,attending,false,2026-09-18T13:00:00Z
att_021,evt_bbq_2026,tc_evt_bbq_2026,DeShawn Williams,deshawn.williams@gmail.com,attending,false,2026-09-18T14:00:00Z
att_022,evt_bbq_2026,tc_evt_bbq_2026,Miguel Reyes,miguel.reyes@gmail.com,attending,false,2026-09-18T15:00:00Z
att_023,evt_bbq_2026,tc_evt_bbq_2026,Karen Jefferson,karen.jefferson@gmail.com,attending,false,2026-09-19T08:00:00Z
att_024,evt_bbq_2026,tc_evt_bbq_2026,Vikram Jefferson,vikram.jefferson@gmail.com,attending,false,2026-09-19T08:30:00Z
att_025,evt_bbq_2026,tc_evt_bbq_2026,Tom Brady,tom.brady.edison@gmail.com,attending,false,2026-09-19T10:00:00Z
att_026,evt_bbq_2026,tc_evt_bbq_2026,Mike Johnson,mike.johnson.nj@gmail.com,attending,false,2026-09-20T09:00:00Z
att_027,evt_bbq_2026,tc_evt_bbq_2026,Jenny Liu,jenny.liu@gmail.com,attending,false,2026-09-20T10:00:00Z
att_028,evt_bbq_2026,tc_evt_bbq_2026,Sarah Kim,sarah.kim@gmail.com,attending,false,2026-09-21T08:00:00Z
att_029,evt_bbq_2026,tc_evt_bbq_2026,Dan Kowalski,dan.kowalski@ppg.com,attending,false,2026-09-21T09:00:00Z
att_030,evt_bbq_2026,tc_evt_bbq_2026,Maria Rodriguez,maria.rodriguez@gmail.com,attending,false,2026-09-22T10:00:00Z
att_031,evt_bbq_2026,tc_evt_bbq_2026,Raj Mehta,raj.mehta@rutgers.edu,attending,false,2026-09-23T08:00:00Z
att_032,evt_bbq_2026,tc_evt_bbq_2026,Sunita Rao,sunita@wdviedison.com,attending,false,2026-09-24T10:00:00Z
att_033,evt_bbq_2026,tc_evt_bbq_2026,Neela Patel,neela.patel@gmail.com,attending,false,2026-09-25T09:00:00Z
att_bg_100,evt_summer_2026,tc_free,Sam Cohen,sam.cohen@gmail.com,Attending,false,2026-09-28T09:00:00-04:00
att_bg_101,evt_summer_2026,tc_free,Karen Wu,karen.wu@gmail.com,Checked In,false,2026-08-03T09:00:00-04:00
att_bg_102,evt_diwali_2022,tc_free,Laila Ahmed,laila.ahmed@gmail.com,Checked In,true,2026-08-15T09:00:00-04:00
att_bg_103,evt_diwali_2022,tc_free,Laila Ahmed,laila.ahmed@gmail.com,Attending,true,2026-09-28T09:00:00-04:00
att_bg_104,evt_diwali_2022,tc_free,Robert Santos,robert.santos@yahoo.com,Attending,true,2026-08-03T09:00:00-04:00
att_bg_105,evt_diwali_2022,tc_free,Marcus Webb,marcus.webb@gmail.com,Checked In,false,2026-09-01T09:00:00-04:00
att_bg_106,evt_summer_2026,tc_free,Nina Shah,nina.shah@gmail.com,Attending,true,2026-08-15T09:00:00-04:00
att_bg_107,evt_summer_2026,tc_free,Grace Okafor,grace.okafor@gmail.com,Checked In,false,2026-08-08T09:00:00-04:00
att_bg_108,evt_bbq_2026,tc_free,Omar Farooq,omar.farooq@gmail.com,Attending,false,2026-09-27T09:00:00-04:00
att_bg_109,evt_bbq_2026,tc_free,Carla Diaz,carla.diaz@yahoo.com,Attending,false,2026-09-07T09:00:00-04:00
att_bg_110,evt_bbq_2026,tc_free,Anthony Reeves,a.reeves@outlook.com,Checked In,false,2026-09-18T09:00:00-04:00
att_bg_111,evt_diwali_2022,tc_free,Rachel Green,rachel.green@outlook.com,Checked In,false,2026-09-21T09:00:00-04:00
att_bg_112,evt_summer_2026,tc_free,Ravi Kapoor,ravi.kapoor@gmail.com,Checked In,true,2026-09-10T09:00:00-04:00
att_bg_113,evt_diwali_2022,tc_free,Sandra Williams,sandra.williams@gmail.com,Attending,false,2026-08-26T09:00:00-04:00
att_bg_114,evt_diwali_2022,tc_free,Jason Whitfield,jwhitfield82@gmail.com,Attending,false,2026-09-13T09:00:00-04:00
att_bg_115,evt_summer_2026,tc_free,Victor Reyes,victor.reyes@gmail.com,Checked In,false,2026-08-07T09:00:00-04:00
att_bg_116,evt_diwali_2022,tc_free,Ravi Kapoor,ravi.kapoor@gmail.com,Checked In,false,2026-08-05T09:00:00-04:00
att_bg_117,evt_summer_2026,tc_free,Nina Shah,nina.shah@gmail.com,Checked In,true,2026-08-12T09:00:00-04:00
att_bg_118,evt_summer_2026,tc_free,Robert Santos,robert.santos@yahoo.com,Attending,true,2026-08-09T09:00:00-04:00
att_bg_119,evt_summer_2026,tc_free,Ben Carter,ben.carter@gmail.com,Checked In,false,2026-09-10T09:00:00-04:00
att_bg_120,evt_diwali_2022,tc_free,Priya Desai,priya.desai@gmail.com,Checked In,false,2026-08-04T09:00:00-04:00
att_bg_121,evt_diwali_2022,tc_free,Priya Desai,priya.desai@gmail.com,Checked In,false,2026-08-17T09:00:00-04:00
att_bg_122,evt_diwali_2022,tc_free,Marcus Webb,marcus.webb@gmail.com,Checked In,true,2026-09-24T09:00:00-04:00
att_bg_123,evt_diwali_2022,tc_free,Sophia Lin,sophia.lin@gmail.com,Checked In,false,2026-08-13T09:00:00-04:00
att_bg_124,evt_bbq_2026,tc_free,Jason Whitfield,jwhitfield82@gmail.com,Attending,false,2026-09-19T09:00:00-04:00
att_bg_125,evt_bbq_2026,tc_free,Nina Shah,nina.shah@gmail.com,Attending,true,2026-09-27T09:00:00-04:00
att_bg_126,evt_summer_2026,tc_free,Omar Farooq,omar.farooq@gmail.com,Attending,true,2026-08-07T09:00:00-04:00
att_bg_127,evt_diwali_2022,tc_free,Nina Shah,nina.shah@gmail.com,Attending,true,2026-08-23T09:00:00-04:00
att_bg_128,evt_diwali_2022,tc_free,Sophia Lin,sophia.lin@gmail.com,Checked In,false,2026-08-20T09:00:00-04:00
att_bg_129,evt_bbq_2026,tc_free,Priya Desai,priya.desai@gmail.com,Checked In,false,2026-09-03T09:00:00-04:00
att_bg_130,evt_bbq_2026,tc_free,Rachel Green,rachel.green@outlook.com,Checked In,true,2026-09-17T09:00:00-04:00
att_bg_131,evt_summer_2026,tc_free,Robert Santos,robert.santos@yahoo.com,Checked In,true,2026-08-22T09:00:00-04:00
att_bg_132,evt_summer_2026,tc_free,Marcus Webb,marcus.webb@gmail.com,Attending,true,2026-08-11T09:00:00-04:00
att_bg_133,evt_diwali_2022,tc_free,Carla Diaz,carla.diaz@yahoo.com,Checked In,false,2026-08-15T09:00:00-04:00
att_bg_134,evt_summer_2026,tc_free,Rachel Green,rachel.green@outlook.com,Checked In,true,2026-09-09T09:00:00-04:00
