id,firstname,lastname,email,phone,jobtitle,company,lifecyclestage,createdate,lastmodifieddate
201,Maya,Fernandez,maya.fernandez@aurorabistro.com,+14155551201,Owner,Aurora Bistro LLC,customer,2025-11-02T10:00:00Z,2026-05-20T12:00:00Z
202,Daniel,Cho,daniel.cho@helixrobotics.io,+14155551202,VP Engineering,Helix Robotics Inc,customer,2025-09-15T09:30:00Z,2026-05-18T08:00:00Z
203,Priya,Nair,priya.nair@lumendesign.co,+14155551203,Creative Director,Lumen Design Studio,opportunity,2026-01-10T14:00:00Z,2026-05-22T11:00:00Z
204,Tomas,Reyes,tomas.reyes@pelagicfreight.com,+14155551204,CFO,Pelagic Freight Co,lead,2026-02-20T16:00:00Z,2026-05-10T09:00:00Z
205,Sara,Lindqvist,sara.lindqvist@verdantfarms.org,+14155551205,Operations Lead,Verdant Farms,marketingqualifiedlead,2026-03-05T11:30:00Z,2026-05-12T15:00:00Z
206,Kenji,Watanabe,kenji.watanabe@quanta.ai,+14155551206,Head of Data,Quanta Analytics,customer,2025-12-01T08:00:00Z,2026-05-25T10:00:00Z
207,Olivia,Brandt,olivia.brandt@nimbus.coffee,+14155551207,Founder,Nimbus Coffee,lead,2026-04-12T13:00:00Z,2026-05-26T09:00:00Z
208,Marcus,Webb,marcus.webb@driftwood.co,+14155551208,Procurement Manager,Driftwood Co,salesqualifiedlead,2026-04-25T10:15:00Z,2026-05-24T14:00:00Z
209,Thomas,Owen,lisa.ferrari@verizon.net,401-555-0196,Founder,Bay State Plumbing Supply,salesqualifiedlead,2024-12-15T18:13:45Z,2026-09-23T14:19:53Z
210,Michelle,Adler,michelle.nash@verizon.net,401-555-0342,CFO,Narragansett Supply,customer,2024-12-03T17:40:08Z,2024-12-21T11:50:48Z
211,Anthony,Murphy,vincent.greco@cox.net,401-555-0595,Head of Data,Ocean State Fixtures,opportunity,2026-02-17T14:09:24Z,2026-03-18T16:19:12Z
212,Maria,Nash,mark.pacheco@yahoo.com,401-555-0212,Owner,Ocean State Fixtures,opportunity,2025-11-12T13:33:42Z,2025-07-11T13:30:50Z
213,Lisa,Owen,anthony.pacheco@verizon.net,401-555-0122,Head of Data,Providence Hardware Co,customer,2026-08-08T08:11:20Z,2025-02-25T17:13:27Z
214,Patricia,Pacheco,donna.esposito@comcast.net,401-555-0130,VP Engineering,Rhody Rentals,customer,2025-04-27T11:13:14Z,2025-08-05T15:46:26Z
215,Kenneth,Romano,joseph.flynn@comcast.net,401-555-0224,Procurement Manager,Bay State Plumbing Supply,lead,2026-03-18T11:49:53Z,2025-09-05T14:04:29Z
216,Jennifer,Ferrari,mark.ricci@cox.net,401-555-0972,Head of Data,East Bay Tile,opportunity,2026-10-12T17:17:29Z,2025-02-16T07:26:34Z
217,Barbara,Correia,thomas.wessel@yahoo.com,401-555-0248,CFO,Narragansett Supply,salesqualifiedlead,2026-09-19T20:22:46Z,2026-02-01T17:12:30Z
218,Robert,Adler,ruth.ricci@verizon.net,401-555-0317,Creative Director,College Hill Property Mgmt,opportunity,2024-12-04T20:36:04Z,2025-08-11T15:47:03Z
219,Steven,Gallo,angela.pacheco@cox.net,401-555-0225,Owner,Ferguson Waterworks,salesqualifiedlead,2024-07-18T19:22:59Z,2025-09-28T17:46:38Z
220,Karen,Murphy,james.volpicelli@cox.net,401-555-0148,VP Engineering,Bay State Plumbing Supply,customer,2025-10-06T07:23:57Z,2024-12-31T15:07:53Z
221,Joseph,Cabral,richard.volpicelli@cox.net,401-555-0554,Creative Director,Providence Hardware Co,marketingqualifiedlead,2025-03-22T16:33:08Z,2025-08-11T20:34:16Z
222,Barbara,Henderson,frank.donovan@verizon.net,401-555-0179,Owner,Ferguson Waterworks,customer,2025-11-17T15:45:58Z,2026-08-05T15:06:22Z
223,Mark,OLeary,sal.botelho@gmail.com,401-555-0107,CFO,Narragansett Supply,customer,2024-09-01T20:17:24Z,2025-07-05T15:48:51Z
224,Ronald,Pacheco,anthony.westminster@verizon.net,401-555-0549,CFO,Slater Mill Restoration,salesqualifiedlead,2024-10-02T14:10:20Z,2025-07-26T12:25:21Z
225,Jennifer,Almeida,gary.ferrari@comcast.net,401-555-0737,Owner,Slater Mill Restoration,customer,2026-05-13T15:28:20Z,2025-04-22T19:22:00Z
226,Donna,Brennan,john.cabral@verizon.net,401-555-0699,Owner,Bay State Plumbing Supply,lead,2026-10-15T10:12:12Z,2026-07-10T12:16:48Z
227,James,Correia,anthony.henderson@comcast.net,401-555-0793,Owner,Slater Mill Restoration,salesqualifiedlead,2026-09-10T17:07:20Z,2024-08-19T19:00:51Z
228,Betty,Almeida,sandra.kowalski@yahoo.com,401-555-0325,Owner,Slater Mill Restoration,lead,2026-05-20T06:14:51Z,2025-01-27T20:52:59Z
