id,customer,subscription,amount_due,amount_paid,currency,status,number,charge,created,due_date
in_INV-2026-071,cus_sandrawilliams,,25000,25000,usd,paid,INV-2026-071,pi_001,1689350400,
in_INV-2026-086,cus_patriciamoore,,50000,50000,usd,paid,INV-2026-086,pi_002,1693929600,
in_INV-2026-074,cus_mikejohnson,,15000,15000,usd,paid,INV-2026-074,pi_003,1690214400,
in_INV-2026-080,cus_rachelgreen,,35000,35000,usd,paid,INV-2026-080,pi_004,1691424000,
in_INV-2026-088,cus_davidkim,,50000,50000,usd,paid,INV-2026-088,pi_005,1694534400,
in_INV-2026-076,cus_anishapatel,,10000,10000,usd,paid,INV-2026-076,pi_006,1690819200,
in_INV-2026-083,cus_jamespark,,25000,25000,usd,paid,INV-2026-083,pi_007,1692633600,
in_INV-2026-084,cus_carladiaz,,47500,47500,usd,paid,INV-2026-084,pi_008,1693324800,
in_INV-2026-085,cus_tombrady,,30000,30000,usd,paid,INV-2026-085,pi_009,1694016000,
in_INV-2026-087,cus_ninashah,,20000,20000,usd,paid,INV-2026-087,pi_010,1694620800,
in_INV-2026-091,cus_luismartinez,,32500,32500,usd,paid,INV-2026-091,pi_011,1695225600,
in_INV-2026-092,cus_karenwu,,18000,18000,usd,paid,INV-2026-092,pi_012,1695830400,
in_INV-2026-079,cus_marcuswebb,,8900,0,usd,open,INV-2026-079,pi_013,1696089600,
in_INV-2026-093,cus_robertsantos,,42000,42000,usd,paid,INV-2026-093,pi_014,1695484800,
in_INV-2026-094,cus_jennyliu,,15500,0,usd,open,INV-2026-094,pi_015,1695916800,
in_bg_100,cus_bg_100,,33753,33753,usd,paid,HARI-2000,ch_bg_100,1688000000,1689209600
in_bg_101,cus_bg_101,,48926,48926,usd,paid,HARI-2001,ch_bg_101,1688007200,1689216800
in_bg_102,cus_bg_102,,35825,35825,usd,paid,HARI-2002,ch_bg_102,1688014400,1689224000
in_bg_103,cus_bg_103,,37784,37784,usd,paid,HARI-2003,ch_bg_103,1688021600,1689231200
in_bg_104,cus_bg_104,,43102,43102,usd,paid,HARI-2004,ch_bg_104,1688028800,1689238400
in_bg_105,cus_bg_105,,21517,21517,usd,paid,HARI-2005,ch_bg_105,1688036000,1689245600
in_bg_106,cus_bg_106,,19038,19038,usd,paid,HARI-2006,ch_bg_106,1688043200,1689252800
in_bg_107,cus_bg_107,,33827,33827,usd,paid,HARI-2007,ch_bg_107,1688050400,1689260000
in_bg_108,cus_bg_108,,38294,38294,usd,paid,HARI-2008,ch_bg_108,1688057600,1689267200
in_bg_109,cus_bg_109,,50135,50135,usd,paid,HARI-2009,ch_bg_109,1688064800,1689274400
in_bg_110,cus_bg_110,,24136,24136,usd,paid,HARI-2010,ch_bg_110,1688072000,1689281600
in_bg_111,cus_bg_111,,20324,20324,usd,paid,HARI-2011,ch_bg_111,1688079200,1689288800
in_bg_112,cus_bg_112,,16578,16578,usd,paid,HARI-2012,ch_bg_112,1688086400,1689296000
in_bg_113,cus_bg_113,,38091,38091,usd,paid,HARI-2013,ch_bg_113,1688093600,1689303200
in_bg_114,cus_bg_114,,15316,15316,usd,paid,HARI-2014,ch_bg_114,1688100800,1689310400
in_bg_115,cus_bg_115,,51499,51499,usd,paid,HARI-2015,ch_bg_115,1688108000,1689317600
in_bg_116,cus_bg_116,,34485,34485,usd,paid,HARI-2016,ch_bg_116,1688115200,1689324800
in_bg_117,cus_bg_117,,12101,12101,usd,paid,HARI-2017,ch_bg_117,1688122400,1689332000
in_bg_118,cus_bg_118,,33946,33946,usd,paid,HARI-2018,ch_bg_118,1688129600,1689339200
in_bg_119,cus_bg_119,,27804,27804,usd,paid,HARI-2019,ch_bg_119,1688136800,1689346400
in_bg_120,cus_bg_120,,26624,26624,usd,paid,HARI-2020,ch_bg_120,1688144000,1689353600
in_bg_121,cus_bg_121,,45585,45585,usd,paid,HARI-2021,ch_bg_121,1688151200,1689360800
in_bg_122,cus_bg_122,,20417,20417,usd,paid,HARI-2022,ch_bg_122,1688158400,1689368000
in_bg_123,cus_bg_123,,47082,47082,usd,paid,HARI-2026,ch_bg_123,1688165600,1689375200
in_bg_124,cus_bg_124,,34651,34651,usd,paid,HARI-2024,ch_bg_124,1688172800,1689382400
in_bg_125,cus_bg_125,,48492,48492,usd,paid,HARI-2025,ch_bg_125,1688180000,1689389600
