event_id,email,display_name,response_status,optional,organizer
evt-00001,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00002,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00003,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00004,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00005,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00006,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00007,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00008,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00009,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00010,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00011,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00012,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00013,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00014,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00015,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00016,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00017,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00018,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00019,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00020,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00021,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00022,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00023,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00024,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00025,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00026,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00027,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00028,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00029,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00030,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00031,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00032,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00033,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00034,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00035,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00036,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00037,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00038,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00039,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00040,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00041,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00042,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
evt-00043,dana.serrano@Finthesiss.ai,Dana Serrano,accepted,false,true
