id,given_name,family_name,email_address,phone_number,company_name,created_at
sq_cust_eea18385ecb340,Aisha,Patel,apatel@blueteam.dev,+12902321532,Blue Team Consulting,2026-06-01T12:00:00Z
sq_cust_1a1f6aa94e024b,Diego,Ramirez,dramirez@detection.works,+18707237140,Detection Works,2026-06-01T12:00:00Z
sq_cust_4b3f8e0127184e,Priya,Kumar,pkumar@soc-notes.io,+13498149099,SOC Notes,2026-06-01T12:00:00Z
sq_cust_e5e3d5f5f35b4b,Marcus,Bailey,mbailey@threat.hunt,+13159735597,Threat Hunt LLC,2026-06-01T12:00:00Z
sq_cust_a49f9b78dd7447,Yuki,Tanaka,ytanaka@siem-ops.jp,+17402059316,SIEM Ops JP,2026-06-01T12:00:00Z
sq_cust_b03803464db349,Brittany,Porter,raven63@example.com,+1-866-596-0953x229,Barton LLC,2026-06-01T12:00:00Z
sq_cust_9278081b60cd45,Elizabeth,Lowe,morachristina@example.org,827.547.0890x6300,"Moreno, Pope and Raymond",2026-06-01T12:00:00Z
sq_cust_cd87813e15bf4f,Erik,Solis,nicole36@example.org,486.602.4779x86792,Caldwell-Barnett,2026-06-01T12:00:00Z
sq_cust_d37af6030dd842,Joseph,Martinez,melissacherry@example.com,646.616.3820x400,Taylor and Sons,2026-06-01T12:00:00Z
sq_cust_fd9201f267a54b,Adam,Carter,roywatkins@example.com,9715307885,Miller-Williamson,2026-06-01T12:00:00Z
sq_cust_58d1c7fa18ff41,Donna,Watson,katelyntaylor@example.net,217-458-3387,Ayers PLC,2026-06-01T12:00:00Z
sq_cust_997d22537a2f45,Steven,Caldwell,cmcintosh@example.com,981.910.2253x786,Sullivan Inc,2026-06-01T12:00:00Z
sq_cust_c19484912b274d,Paula,Lynch,christopher49@example.com,237.656.0590x522,Nelson-Johnson,2026-06-01T12:00:00Z
sq_cust_2f5c9739a7d94b,Evan,Ramirez,matthewlopez@example.org,(452)707-6494x69604,Green-Smith,2026-06-01T12:00:00Z
sq_cust_0747a686357949,Wayne,Wagner,bolson@example.net,(812)642-9191,"Farley, Young and Holmes",2026-06-01T12:00:00Z
sq_cust_7d2d5c4898444f,James,Olson,cynthiarichardson@example.net,322-968-7280,Griffin-Williamson,2026-06-01T12:00:00Z
sq_cust_33bdf8e97cc043,Richard,Pena,terryperry@example.net,(340)216-7094x6512,Garcia Group,2026-06-01T12:00:00Z
sq_cust_dc125da8d3604a,Cheryl,Mcbride,jason54@example.com,+1-892-797-7861x00703,Hall-Santana,2026-06-01T12:00:00Z
sq_cust_5b854ff5e0ee4b,Michael,Vega,irobinson@example.net,899.773.5489x92506,Brown-Friedman,2026-06-01T12:00:00Z
sq_cust_0de38084f7ab46,Michael,Flores,samuel25@example.net,817.679.6795x119,Page-Powers,2026-06-01T12:00:00Z
sq_cust_2b2d93d50bdc4d,Justin,Perez,zjones@example.com,(298)588-4670x6256,Price-Smith,2026-06-01T12:00:00Z
sq_cust_6ad508f61e104f,Angela,Summers,charleskelly@example.com,(587)392-7168x19842,Adkins-Johnson,2026-06-01T12:00:00Z
sq_cust_daa13df73aec40,Jennifer,Moore,ellisjustin@example.net,543-599-2052x004,Bradford Group,2026-06-01T12:00:00Z
sq_cust_a57653885b114d,Erika,Chan,kellymartinez@example.com,340.974.1563,Ramirez Inc,2026-06-01T12:00:00Z
sq_cust_33142dc84a274f,Angela,Madden,blaketroy@example.net,2984499608,"Clay, Wood and Fisher",2026-06-01T12:00:00Z
sq_cust_fc8be091347848,Victoria,Paul,dchapman@example.com,(790)643-2587x1074,Reed LLC,2026-06-01T12:00:00Z
sq_cust_8691f1c28a6346,Mark,Cook,robertpham@example.org,001-568-289-6579x7949,Moore-Byrd,2026-06-01T12:00:00Z
sq_cust_6a51be82368d47,Nicole,Terry,kchandler@example.org,830.871.1597x8749,Harris-Ryan,2026-06-01T12:00:00Z
sq_cust_ec8e2a0a543249,Michelle,Hines,tmoore@example.net,001-743-676-3098x4386,Reynolds-West,2026-06-01T12:00:00Z
sq_cust_5c7f9a739e0b49,Kenneth,Haley,haroldprice@example.net,(320)404-3127,"Cole, Thomas and Diaz",2026-06-01T12:00:00Z
sq_cust_0bba6819bf6b48,Kevin,Miller,grantreginald@example.org,+1-819-914-3293x882,"Brown, Brown and Smith",2026-06-01T12:00:00Z
sq_cust_7e442954bd2346,Michelle,Kelly,teresa27@example.net,6623608606,Ellis Inc,2026-06-01T12:00:00Z
sq_cust_eba344a110e94a,William,Glover,gcarter@example.com,(404)845-5400x6824,Murphy LLC,2026-06-01T12:00:00Z
sq_cust_04e959117f2743,Jaime,Barnett,austin44@example.org,8853254600,"Berry, Smith and Phillips",2026-06-01T12:00:00Z
sq_cust_5947ac227ca341,Billy,Taylor,betty38@example.org,205.752.6164x12476,Williams-Walters,2026-06-01T12:00:00Z
