id,name,login,role,status,language,timezone,space_amount,space_used,max_upload_size,job_title,phone,created_at
courtney,Courtney Harper,courtney.harper@finthesiss.ai,admin,active,en,America/New_York,10737418240,1073741824,5368709120,Charge Nurse,937-555-0199,2025-08-15T10:00:00Z
bu_0000,User 0,user663@outlook.com,user,active,en,America/New_York,10737418240,842750577,5368709120,,937-555-9447,2026-03-24T20:00:00Z
bu_0001,User 1,user921@gmail.com,user,active,en,America/New_York,10737418240,148532283,5368709120,,937-555-7946,2025-12-08T20:00:00Z
bu_0002,User 2,user175@gmail.com,user,active,en,America/New_York,10737418240,4927084191,5368709120,,937-555-7304,2025-10-22T20:00:00Z
bu_0003,User 3,user918@gmail.com,user,active,en,America/New_York,10737418240,2655233254,5368709120,,937-555-2545,2025-11-12T20:00:00Z
bu_0004,User 4,user194@gmail.com,user,active,en,America/New_York,10737418240,2488691875,5368709120,,937-555-1689,2025-11-19T20:00:00Z
bu_0005,User 5,user54@outlook.com,user,active,en,America/New_York,10737418240,5246580044,5368709120,,937-555-9656,2026-06-27T20:00:00Z
bu_0006,User 6,user840@outlook.com,user,active,en,America/New_York,10737418240,2764033957,5368709120,,937-555-9275,2026-06-15T20:00:00Z
bu_0007,User 7,user820@gmail.com,user,active,en,America/New_York,10737418240,4773750578,5368709120,,937-555-2554,2026-07-28T20:00:00Z
bu_0008,User 8,user545@gmail.com,user,active,en,America/New_York,10737418240,327383976,5368709120,,937-555-8487,2026-09-09T20:00:00Z
bu_0009,User 9,user617@gmail.com,user,active,en,America/New_York,10737418240,5147530853,5368709120,,937-555-1569,2026-05-29T20:00:00Z
bu_0010,User 10,user3@outlook.com,user,active,en,America/New_York,10737418240,726148961,5368709120,,937-555-8218,2026-04-10T20:00:00Z
bu_0011,User 11,user860@outlook.com,user,active,en,America/New_York,10737418240,3069824503,5368709120,,937-555-7736,2026-06-23T20:00:00Z
bu_0012,User 12,user389@outlook.com,user,active,en,America/New_York,10737418240,187106901,5368709120,,937-555-2894,2026-07-29T20:00:00Z
bu_0013,User 13,user608@outlook.com,user,active,en,America/New_York,10737418240,5034205492,5368709120,,937-555-6626,2026-07-03T20:00:00Z
bu_0014,User 14,user664@outlook.com,user,active,en,America/New_York,10737418240,3487695013,5368709120,,937-555-6222,2026-02-24T20:00:00Z
bu_0015,User 15,user301@outlook.com,user,active,en,America/New_York,10737418240,4984624282,5368709120,,937-555-3092,2025-10-27T20:00:00Z
bu_0016,User 16,user580@gmail.com,user,active,en,America/New_York,10737418240,384227575,5368709120,,937-555-4298,2026-05-17T20:00:00Z
bu_0017,User 17,user901@gmail.com,user,active,en,America/New_York,10737418240,57572916,5368709120,,937-555-5438,2026-07-19T20:00:00Z
bu_0018,User 18,user114@gmail.com,user,active,en,America/New_York,10737418240,2789869374,5368709120,,937-555-1778,2026-04-24T20:00:00Z
bu_0019,User 19,user791@outlook.com,user,active,en,America/New_York,10737418240,3882086601,5368709120,,937-555-1569,2026-09-05T20:00:00Z
bu_0020,User 20,user730@outlook.com,user,active,en,America/New_York,10737418240,1772040207,5368709120,,937-555-8512,2026-04-13T20:00:00Z
bu_0021,User 21,user711@outlook.com,user,active,en,America/New_York,10737418240,675167748,5368709120,,937-555-9178,2026-05-28T20:00:00Z
