id,host_id,topic,type,status,start_time,duration,timezone,join_url,agenda,created_at
zm_0000,host_aaron,Meeting 0,2,waiting,2026-04-25T22:57:49Z,46,America/New_York,https://zoom.us/j/68740759,,2026-01-24T01:37:14Z
zm_0001,host_aaron,Meeting 1,2,waiting,2026-03-21T06:41:07Z,115,America/New_York,https://zoom.us/j/35985058,,2026-05-11T21:33:29Z
zm_0002,host_aaron,Meeting 2,2,waiting,2026-06-21T12:52:00Z,60,America/New_York,https://zoom.us/j/39370510,,2026-07-13T15:55:51Z
zm_0003,host_aaron,Meeting 3,2,waiting,2026-02-27T16:43:14Z,44,America/New_York,https://zoom.us/j/71781313,,2026-03-26T15:59:48Z
zm_0004,host_aaron,Meeting 4,2,waiting,2026-05-30T03:23:05Z,37,America/New_York,https://zoom.us/j/33232606,,2026-08-22T22:55:52Z
zm_0005,host_aaron,Meeting 5,2,waiting,2026-07-29T06:06:39Z,55,America/New_York,https://zoom.us/j/52128107,,2026-07-23T19:56:43Z
zm_0006,host_aaron,Meeting 6,2,waiting,2026-04-28T03:54:56Z,54,America/New_York,https://zoom.us/j/26567341,,2026-03-08T14:33:24Z
zm_0007,host_aaron,Meeting 7,2,waiting,2026-07-24T08:00:41Z,67,America/New_York,https://zoom.us/j/17041743,,2026-08-16T01:35:50Z
zm_0008,host_aaron,Meeting 8,2,waiting,2026-03-01T18:05:47Z,72,America/New_York,https://zoom.us/j/24311147,,2026-03-09T00:54:34Z
zm_0009,host_aaron,Meeting 9,2,waiting,2026-03-31T16:23:38Z,99,America/New_York,https://zoom.us/j/76025295,,2026-06-04T22:41:43Z
zm_0010,host_aaron,Meeting 10,2,waiting,2026-06-13T15:38:05Z,67,America/New_York,https://zoom.us/j/52698314,,2026-08-23T14:15:09Z
zm_0011,host_aaron,Meeting 11,2,waiting,2026-04-12T01:51:31Z,36,America/New_York,https://zoom.us/j/57549699,,2026-04-24T11:52:11Z
zm_0012,host_aaron,Meeting 12,2,waiting,2026-01-11T02:43:51Z,105,America/New_York,https://zoom.us/j/52913361,,2026-01-23T15:39:38Z
zm_0013,host_aaron,Meeting 13,2,waiting,2026-05-17T23:06:29Z,107,America/New_York,https://zoom.us/j/25709910,,2026-03-11T15:24:23Z
zm_0014,host_aaron,Meeting 14,2,waiting,2026-05-22T13:07:30Z,40,America/New_York,https://zoom.us/j/48290729,,2026-08-22T18:35:41Z
zm_0015,host_aaron,Meeting 15,2,waiting,2026-03-23T11:38:21Z,81,America/New_York,https://zoom.us/j/98416839,,2026-01-25T06:13:22Z
zm_0016,host_aaron,Meeting 16,2,waiting,2026-06-26T16:36:12Z,88,America/New_York,https://zoom.us/j/88372890,,2026-05-15T04:17:11Z
zm_0017,host_aaron,Meeting 17,2,waiting,2026-04-15T13:08:03Z,58,America/New_York,https://zoom.us/j/64467710,,2026-07-31T02:22:50Z
zm_0018,host_aaron,Meeting 18,2,waiting,2026-04-06T02:33:12Z,31,America/New_York,https://zoom.us/j/93048264,,2026-07-25T13:32:12Z
zm_0019,host_aaron,Meeting 19,2,waiting,2026-09-27T06:09:58Z,58,America/New_York,https://zoom.us/j/46929664,,2026-03-17T13:27:58Z
zm_0020,host_aaron,Meeting 20,2,waiting,2026-06-02T03:17:54Z,52,America/New_York,https://zoom.us/j/24526224,,2026-05-28T08:00:04Z
zm_0021,host_aaron,Meeting 21,2,waiting,2026-05-11T04:21:51Z,65,America/New_York,https://zoom.us/j/59696384,,2026-06-19T07:56:22Z
zm_0022,host_aaron,Meeting 22,2,waiting,2026-03-27T20:21:26Z,77,America/New_York,https://zoom.us/j/27099058,,2026-09-07T17:16:50Z
zm_0023,host_aaron,Meeting 23,2,waiting,2026-07-14T02:02:21Z,106,America/New_York,https://zoom.us/j/48306126,,2026-01-27T01:31:45Z
zm_0024,host_aaron,Meeting 24,2,waiting,2026-09-05T22:51:09Z,101,America/New_York,https://zoom.us/j/44519879,,2026-07-29T17:03:33Z
zm_0025,host_aaron,Meeting 25,2,waiting,2026-06-27T09:55:08Z,110,America/New_York,https://zoom.us/j/90506793,,2026-10-06T15:43:58Z
zm_0026,host_aaron,Meeting 26,2,waiting,2026-04-28T23:57:11Z,53,America/New_York,https://zoom.us/j/36890491,,2026-03-20T14:25:10Z
zm_0027,host_aaron,Meeting 27,2,waiting,2026-09-03T20:29:34Z,66,America/New_York,https://zoom.us/j/80575821,,2026-09-17T08:54:42Z
zm_0028,host_aaron,Meeting 28,2,waiting,2026-06-11T22:01:22Z,68,America/New_York,https://zoom.us/j/55184239,,2026-10-10T23:20:48Z
zm_0029,host_aaron,Meeting 29,2,waiting,2026-01-23T11:16:05Z,92,America/New_York,https://zoom.us/j/60778568,,2026-05-22T08:39:32Z
zm_0030,host_aaron,Meeting 30,2,waiting,2026-05-06T01:34:09Z,118,America/New_York,https://zoom.us/j/66650698,,2026-06-09T03:38:16Z
zm_0031,host_aaron,Meeting 31,2,waiting,2026-04-18T01:39:43Z,109,America/New_York,https://zoom.us/j/63952442,,2026-05-28T17:40:01Z
zm_0032,host_aaron,Meeting 32,2,waiting,2026-03-01T03:42:01Z,117,America/New_York,https://zoom.us/j/79151024,,2026-03-19T16:53:49Z
zm_0033,host_aaron,Meeting 33,2,waiting,2026-10-01T04:51:39Z,105,America/New_York,https://zoom.us/j/29999036,,2026-07-03T17:33:15Z
zm_0034,host_aaron,Meeting 34,2,waiting,2026-03-14T20:25:24Z,64,America/New_York,https://zoom.us/j/46865009,,2026-06-16T22:57:14Z
zm_0035,host_aaron,Meeting 35,2,waiting,2026-01-13T15:47:57Z,100,America/New_York,https://zoom.us/j/93095490,,2026-03-09T19:45:33Z
zm_0036,host_aaron,Meeting 36,2,waiting,2026-03-24T18:05:39Z,44,America/New_York,https://zoom.us/j/34629822,,2026-06-11T13:35:39Z
zm_0037,host_aaron,Meeting 37,2,waiting,2026-07-07T01:58:24Z,82,America/New_York,https://zoom.us/j/81605446,,2026-04-21T07:39:23Z
zm_0038,host_aaron,Meeting 38,2,waiting,2026-09-04T22:17:46Z,44,America/New_York,https://zoom.us/j/24536349,,2026-06-10T22:40:20Z
zm_0039,host_aaron,Meeting 39,2,waiting,2026-07-12T06:14:48Z,77,America/New_York,https://zoom.us/j/41066015,,2026-09-04T23:26:02Z
