id,name,email,avatar_url,type,bot,owner_workspace,created_time
usrn_jae,Jae Chandler,jae.chandler@Finthesiss.ai,,person,False,ws_jae_chandler,2024-08-01T09:00:00-05:00
user_85j0,User 8a8j,pat.mhfj@outlook.com,,person,false,,
user_u6ir,User t9v4,sue.2pkx@contractor.net,,person,false,,
user_g9rg,User xsgh,ann.b20k@outlook.com,,person,false,,
user_eexn,User ci3v,mark.niao@outlook.com,,person,false,,
user_itv4,User o8b3,dan.k0i7@yahoo.com,,person,false,,
user_fwp6,User jsfy,mike.48gm@gmail.com,,person,false,,
user_qb7t,User stma,pat.yg3d@gmail.com,,person,false,,
user_3avn,User yuru,dan.u4il@yahoo.com,,person,false,,
user_ua5c,User jw7k,jane.yhxp@outlook.com,,person,false,,
user_oie4,User rcei,dan.pi38@yahoo.com,,person,false,,
user_l4mz,User c9cg,chris.oxuo@gmail.com,,person,false,,
user_kg3s,User 0j8m,lisa.bhb0@contractor.net,,person,false,,
user_zc22,User vecs,amy.l5d5@outlook.com,,person,false,,
user_cr71,User tpc6,sue.vz5w@gmail.com,,person,false,,
user_j5as,User oekb,sarah.flcy@contractor.net,,person,false,,
user_pb11,User xkxw,tom.ve8g@yahoo.com,,person,false,,
user_bd3r,User y4sa,mike.gj6t@yahoo.com,,person,false,,
user_30ac,User krh3,pat.tl5h@contractor.net,,person,false,,
user_mauf,User mk58,mike.u5bp@hotmail.com,,person,false,,
user_szl9,User i6cj,dan.fxwv@hotmail.com,,person,false,,
user_kwxs,User q0am,amy.ffoz@gmail.com,,person,false,,
user_so4o,User d7pi,joe.3227@gmail.com,,person,false,,
user_rzxq,User ejbx,lisa.7dps@yahoo.com,,person,false,,
user_bahx,User 56ja,bob.wr38@contractor.net,,person,false,,
user_wgpg,User 1ph5,joe.nkdv@contractor.net,,person,false,,
user_hmg1,User jbpo,pat.7a79@yahoo.com,,person,false,,
user_5dgw,User jwqg,amy.h7wb@contractor.net,,person,false,,
user_5a8m,User uja6,tom.fb3m@outlook.com,,person,false,,
user_x8b9,User egpr,dan.g12v@yahoo.com,,person,false,,
user_mj93,User 88v2,mark.rlgd@contractor.net,,person,false,,
user_yfvc,User e4c1,john.gjm5@yahoo.com,,person,false,,
user_iwd7,User vlvz,john.ov67@outlook.com,,person,false,,
user_y75x,User deaa,jane.vcnj@gmail.com,,person,false,,
user_d2h2,User chgq,dan.ho35@contractor.net,,person,false,,
user_uerm,User pykb,pat.jghb@contractor.net,,person,false,,
user_psnl,User v6ol,amy.qpcg@chandlerelectric.com,,person,false,,
user_ikbv,User d573,lisa.rsdb@hotmail.com,,person,false,,
user_ku9u,User x7aw,john.tf3b@contractor.net,,person,false,,
user_2sos,User og7n,sarah.6qvr@gmail.com,,person,false,,
user_kwja,User 57he,pat.uheu@chandlerelectric.com,,person,false,,
user_fkdv,User olo2,chris.4bp7@outlook.com,,person,false,,
user_kiqj,User gsko,ann.lczm@chandlerelectric.com,,person,false,,
user_xks6,User 5gso,tom.mt6q@gmail.com,,person,false,,
user_zlpu,User jhii,pat.63x5@yahoo.com,,person,false,,
user_31wp,User 5cba,pat.qk1l@yahoo.com,,person,false,,
user_rz69,User 4aic,sarah.g1t2@yahoo.com,,person,false,,
user_5x4s,User v8xn,mark.r0lb@contractor.net,,person,false,,
user_z6i5,User nvgo,pat.bxjj@contractor.net,,person,false,,
user_fn96,User 941s,dan.7658@outlook.com,,person,false,,
user_ou28,User oa7x,joe.1twp@hotmail.com,,person,false,,
user_8boy,User di4l,amy.vas6@contractor.net,,person,false,,
user_2ua3,User 6y4l,pat.zrs0@yahoo.com,,person,false,,
user_cagm,User rtcr,sue.6ckw@gmail.com,,person,false,,
user_3ghx,User 3qg5,sarah.rsn7@chandlerelectric.com,,person,false,,
user_9vsq,User jzz8,jane.ucfh@gmail.com,,person,false,,
user_rdx3,User wv3c,mark.la6k@chandlerelectric.com,,person,false,,
user_7c3i,User fke8,bob.ygmz@contractor.net,,person,false,,
user_hnek,User lpgn,joe.lye4@gmail.com,,person,false,,
