id,name,real_name,email,is_admin,is_bot,tz,status_text,presence
U_JAE,jae,Jae Chandler,jae.chandler@Finthesiss.ai,False,False,America/Chicago,on the Harborview site,active
U_TYLER,tyler,Tyler Brown,tyler.brown@harborview-walker.com,True,False,America/Chicago,,active
U_MARIA,maria,Maria Suarez,maria@harborview-walker.com,True,False,America/Chicago,punch list mode,active
U_RYAN,ryan,Ryan O'Malley,ryan.omalley.elec@gmail.com,False,False,America/Chicago,guest - Chandler Electric crew,away
U_DANNY,danny,Danny Flores,danny.flores.elec@gmail.com,False,False,America/Chicago,guest - Chandler Electric crew,away
U_JAKE,jake,Jake Parsons,jake.parsons.apprentice@gmail.com,False,False,America/Chicago,guest - Chandler Electric apprentice,away
U_DAN,dan-inspector,Dan Mitchell,d.mitchell@milwaukee.gov,False,False,America/Chicago,guest - city of MKE,active
U_JIRA,jirabot,Jira Cloud,no-reply@atlassian.com,False,True,UTC,,active
UB2K3R6,ae7m9zhg,h0ut mbcp5d,ann.jdc4@gmail.com,false,false,America/New_York,,active
UZZZGYK,6av9t3my,j6ek epc9lv,mark.vt2b@gmail.com,false,false,America/New_York,,active
U4CMDXE,d43zaqgc,zou4 hayabn,ann.u43p@outlook.com,false,false,America/New_York,,active
U2QJLCO,eqyskhea,22ot qolp3n,amy.3pwy@outlook.com,false,false,America/New_York,,active
UJPZ3JF,i72pb1sd,rfhd 1l1lnw,ann.gmrl@gmail.com,false,false,America/New_York,,active
UY5KGFF,wcsepdvr,hunj gh2xod,mark.vep0@outlook.com,false,false,America/New_York,,active
UK3T1GW,3ac1qm00,y6f2 c68vna,bob.ux7j@chandlerelectric.com,false,false,America/New_York,,active
UPP57C4,iidq0371,38jl ywm1ly,tom.cbig@gmail.com,false,false,America/New_York,,active
U99R04L,i4jbg48p,548r 7rmtpl,bob.tioc@hotmail.com,false,false,America/New_York,,active
UYVWDW0,p5qkk0qn,piyf 6n7ac8,pat.glc1@yahoo.com,false,false,America/New_York,,active
UIEMGD5,xwwshmq6,1yqz otsvj9,chris.31mm@chandlerelectric.com,false,false,America/New_York,,active
U86P2HD,2mnqf00x,n2if 1qdy0i,amy.3jaj@hotmail.com,false,false,America/New_York,,active
UABRWK1,puuh9xih,cgcx dpwda9,john.0hvq@outlook.com,false,false,America/New_York,,active
U6IY4EI,pjwmvurs,4ue0 giio8a,john.0ly3@yahoo.com,false,false,America/New_York,,active
U9X0YS9,2aoct841,l3mf a3nwbb,dan.9aes@yahoo.com,false,false,America/New_York,,active
UKFHD19,v7q1a5h8,7g9r m4cfg9,pat.pn4q@chandlerelectric.com,false,false,America/New_York,,active
UP5SPVV,vzh6lb5l,hvwa iz8q7n,amy.71zm@outlook.com,false,false,America/New_York,,active
ULJ0MHU,1am32g8k,n9i5 rtozzi,joe.3c7i@contractor.net,false,false,America/New_York,,active
UI65EBW,1ug4l41i,faag fhnpfd,amy.alhm@contractor.net,false,false,America/New_York,,active
U626TCX,wg39mdxq,pt7y ckgz7j,pat.biq3@yahoo.com,false,false,America/New_York,,active
UQUEYDI,1i2yw8j2,skcq lkebyw,joe.4vhm@contractor.net,false,false,America/New_York,,active
UJNL71V,0z0ljsr6,k0vt djywxy,lisa.8pmf@gmail.com,false,false,America/New_York,,active
UX0TPGI,cztkvh1k,tv50 41d7ui,jane.q8pi@contractor.net,false,false,America/New_York,,active
UCPA330,zfjn1owo,vcz9 pxunl4,tom.idrf@chandlerelectric.com,false,false,America/New_York,,active
U42M18F,5bx2gx3j,lnwt ppkekt,amy.wbbb@outlook.com,false,false,America/New_York,,active
UVJ03UK,d5lxqurm,szin 2hbw73,ann.jl8o@hotmail.com,false,false,America/New_York,,active
