id,name,displayName,email,avatarUrl,active,admin,teamId,createdAt,updatedAt
lin_hn,Helen Newton,helen,helen.newton@Finthesiss.ai,,true,true,tm_wbp,2026-06-01T09:00:00+00:00,2026-11-14T18:00:00+00:00
lin_me,Malin Eriksson,malin,malin.eriksson.midwife@vgrh.mock,,true,false,tm_wbp,2026-06-01T09:00:00+00:00,2026-11-14T18:00:00+00:00
lin_fh,Frida Holm,frida,frida.holm.barnmorska@vgrh.mock,,true,false,tm_wbp,2026-06-01T09:00:00+00:00,2026-11-14T18:00:00+00:00
lin_ho,Dr. Henrik Olsson,henrik,henrik.olsson.obgyn@vgrh.mock,,true,false,tm_wbp,2026-06-01T09:00:00+00:00,2026-11-14T18:00:00+00:00
lin_005,Sara Johansson,sara,sara.johansson@vgrh.mock,,true,false,tm_wbp,2026-06-01T09:00:00+00:00,2026-11-14T18:00:00+00:00
lin_006,Maja Winberg,maja,maja.winberg@vgrh.mock,,true,false,tm_wbp,2026-06-01T09:00:00+00:00,2026-11-14T18:00:00+00:00
lin_007,Matilda Ostberg,matilda,matilda.ostberg@vgrh.mock,,true,false,tm_wbp,2026-06-01T09:00:00+00:00,2026-11-14T18:00:00+00:00
lin_008,Sven Bengtsson,sven,sven.bengtsson@vgrh.mock,,true,false,tm_wbp,2026-06-01T09:00:00+00:00,2026-11-14T18:00:00+00:00
lin_009,Alba Magnusson,alba,alba.magnusson@vgrh.mock,,true,false,tm_wbp,2026-06-01T09:00:00+00:00,2026-11-14T18:00:00+00:00
lin_010,Sara Lundberg,sara,sara.lundberg@vgrh.mock,,true,false,tm_wbp,2026-06-01T09:00:00+00:00,2026-11-14T18:00:00+00:00
lin_011,Ylva Sundberg,ylva,ylva.sundberg@vgrh.mock,,true,false,tm_wbp,2026-06-01T09:00:00+00:00,2026-11-14T18:00:00+00:00
lin_012,Wilma Olofsson,wilma,wilma.olofsson@vgrh.mock,,true,false,tm_wbp,2026-06-01T09:00:00+00:00,2026-11-14T18:00:00+00:00
lin_013,Beatrice Ericson,beatrice,beatrice.ericson@vgrh.mock,,true,false,tm_wbp,2026-06-01T09:00:00+00:00,2026-11-14T18:00:00+00:00
lin_014,Ida Larsson,ida,ida.larsson@vgrh.mock,,true,false,tm_wbp,2026-06-01T09:00:00+00:00,2026-11-14T18:00:00+00:00
lin_015,Johan Holm,johan,johan.holm@vgrh.mock,,true,false,tm_wbp,2026-06-01T09:00:00+00:00,2026-11-14T18:00:00+00:00
