id,intent,status,amount_value,currency_code,payee_email,description,create_time
pp_001,CAPTURE,COMPLETED,150.00,USD,hari.jefferson@gmail.com,Bumper scuff repair copay,2026-07-25T14:00:00-04:00
pp_002,CAPTURE,COMPLETED,75.00,USD,hari.jefferson@gmail.com,Touch up paint partial payment,2026-06-15T10:00:00-04:00
pp_003,CAPTURE,COMPLETED,200.00,USD,hari.jefferson@gmail.com,Door ding repair final payment,2026-07-15T11:30:00-04:00
pp_004,CAPTURE,COMPLETED,120.00,USD,hari.jefferson@gmail.com,Scratch repair deposit,2026-08-10T09:00:00-04:00
pp_005,CAPTURE,COMPLETED,85.00,USD,hari.jefferson@gmail.com,Minor paint repair,2026-09-05T16:00:00-04:00
ord_bg_000,CAPTURE,COMPLETED,316.88,USD,hari@harisautobody.com,Copay Honda Accord,2026-09-11T09:00:00-04:00
ord_bg_001,CAPTURE,COMPLETED,344.63,USD,hari@harisautobody.com,Copay Honda Civic,2026-06-26T09:00:00-04:00
ord_bg_002,CAPTURE,COMPLETED,80.74,USD,hari@harisautobody.com,Copay Toyota Corolla,2026-06-15T09:00:00-04:00
ord_bg_003,CAPTURE,COMPLETED,110.64,USD,hari@harisautobody.com,Copay Honda Civic,2026-07-02T09:00:00-04:00
ord_bg_004,CAPTURE,COMPLETED,134.95,USD,hari@harisautobody.com,Copay Mazda 3,2026-09-16T09:00:00-04:00
ord_bg_005,CAPTURE,COMPLETED,390.84,USD,hari@harisautobody.com,Copay Chevy Malibu,2026-08-26T09:00:00-04:00
ord_bg_006,CAPTURE,COMPLETED,515.9,USD,hari@harisautobody.com,Copay Mazda CX-5,2026-07-08T09:00:00-04:00
ord_bg_007,CAPTURE,COMPLETED,168.88,USD,hari@harisautobody.com,Copay Dodge Ram,2026-06-05T09:00:00-04:00
ord_bg_008,CAPTURE,COMPLETED,319.53,USD,hari@harisautobody.com,Copay Acura MDX,2026-08-14T09:00:00-04:00
ord_bg_009,CAPTURE,COMPLETED,391.81,USD,hari@harisautobody.com,Copay BMW 3 Series,2026-06-22T09:00:00-04:00
ord_bg_010,CAPTURE,COMPLETED,388.62,USD,hari@harisautobody.com,Copay Toyota Camry,2026-07-12T09:00:00-04:00
ord_bg_011,CAPTURE,COMPLETED,116.38,USD,hari@harisautobody.com,Copay Chevy Equinox,2026-08-16T09:00:00-04:00
ord_bg_012,CAPTURE,COMPLETED,270.4,USD,hari@harisautobody.com,Copay Mazda 3,2026-07-19T09:00:00-04:00
ord_bg_013,CAPTURE,COMPLETED,115.39,USD,hari@harisautobody.com,Copay Nissan Altima,2026-07-10T09:00:00-04:00
ord_bg_014,CAPTURE,COMPLETED,274.64,USD,hari@harisautobody.com,Copay Jeep Wrangler,2026-09-06T09:00:00-04:00
ord_bg_015,CAPTURE,COMPLETED,120.06,USD,hari@harisautobody.com,Copay Lexus RX,2026-06-03T09:00:00-04:00
ord_bg_016,CAPTURE,COMPLETED,99.38,USD,hari@harisautobody.com,Copay Honda Civic,2026-06-15T09:00:00-04:00
ord_bg_017,CAPTURE,COMPLETED,119.28,USD,hari@harisautobody.com,Copay Nissan Rogue,2026-09-17T09:00:00-04:00
ord_bg_018,CAPTURE,COMPLETED,495.86,USD,hari@harisautobody.com,Copay Honda Accord,2026-08-05T09:00:00-04:00
ord_bg_019,CAPTURE,COMPLETED,106.95,USD,hari@harisautobody.com,Copay Acura MDX,2026-08-18T09:00:00-04:00
ord_bg_020,CAPTURE,COMPLETED,492.31,USD,hari@harisautobody.com,Copay BMW 3 Series,2026-09-20T09:00:00-04:00
ord_bg_021,CAPTURE,COMPLETED,339.72,USD,hari@harisautobody.com,Copay Subaru Forester,2026-06-21T09:00:00-04:00
ord_bg_022,CAPTURE,COMPLETED,132.89,USD,hari@harisautobody.com,Copay Nissan Rogue,2026-08-01T09:00:00-04:00
ord_bg_023,CAPTURE,COMPLETED,414.21,USD,hari@harisautobody.com,Copay GMC Sierra,2026-06-27T09:00:00-04:00
ord_bg_024,CAPTURE,COMPLETED,375.97,USD,hari@harisautobody.com,Copay Subaru Forester,2026-08-23T09:00:00-04:00
ord_bg_025,CAPTURE,COMPLETED,501.03,USD,hari@harisautobody.com,Copay VW Jetta,2026-06-06T09:00:00-04:00
ord_bg_026,CAPTURE,COMPLETED,254.6,USD,hari@harisautobody.com,Copay Acura MDX,2026-06-04T09:00:00-04:00
ord_bg_027,CAPTURE,COMPLETED,223.06,USD,hari@harisautobody.com,Copay Acura MDX,2026-06-13T09:00:00-04:00
ord_bg_028,CAPTURE,COMPLETED,212.22,USD,hari@harisautobody.com,Copay Lexus RX,2026-06-21T09:00:00-04:00
ord_bg_029,CAPTURE,COMPLETED,123.89,USD,hari@harisautobody.com,Copay Honda Accord,2026-07-18T09:00:00-04:00
ord_bg_030,CAPTURE,COMPLETED,517.13,USD,hari@harisautobody.com,Copay Hyundai Sonata,2026-06-12T09:00:00-04:00
ord_bg_031,CAPTURE,COMPLETED,353.6,USD,hari@harisautobody.com,Copay Kia Sorento,2026-07-04T09:00:00-04:00
ord_bg_032,CAPTURE,COMPLETED,235.28,USD,hari@harisautobody.com,Copay GMC Sierra,2026-08-04T09:00:00-04:00
ord_bg_033,CAPTURE,COMPLETED,351.73,USD,hari@harisautobody.com,Copay Dodge Ram,2026-06-12T09:00:00-04:00
ord_bg_034,CAPTURE,COMPLETED,174.54,USD,hari@harisautobody.com,Copay Hyundai Sonata,2026-07-04T09:00:00-04:00
ord_bg_035,CAPTURE,COMPLETED,192.6,USD,hari@harisautobody.com,Copay VW Jetta,2026-06-24T09:00:00-04:00
ord_bg_036,CAPTURE,COMPLETED,369.62,USD,hari@harisautobody.com,Copay Ford Escape,2026-07-04T09:00:00-04:00
ord_bg_037,CAPTURE,COMPLETED,367.61,USD,hari@harisautobody.com,Copay Nissan Rogue,2026-08-16T09:00:00-04:00
ord_bg_038,CAPTURE,COMPLETED,515.01,USD,hari@harisautobody.com,Copay Toyota Camry,2026-08-05T09:00:00-04:00
ord_bg_039,CAPTURE,COMPLETED,344.15,USD,hari@harisautobody.com,Copay Chevy Malibu,2026-09-26T09:00:00-04:00
ord_bg_040,CAPTURE,COMPLETED,114.65,USD,hari@harisautobody.com,Copay Mazda CX-5,2026-09-14T09:00:00-04:00
ord_bg_041,CAPTURE,COMPLETED,423.52,USD,hari@harisautobody.com,Copay Kia Sorento,2026-06-11T09:00:00-04:00
ord_bg_042,CAPTURE,COMPLETED,504.99,USD,hari@harisautobody.com,Copay Jeep Wrangler,2026-09-24T09:00:00-04:00
ord_bg_043,CAPTURE,COMPLETED,176.23,USD,hari@harisautobody.com,Copay Audi A4,2026-07-25T09:00:00-04:00
ord_bg_044,CAPTURE,COMPLETED,486.55,USD,hari@harisautobody.com,Copay Honda Accord,2026-09-01T09:00:00-04:00
ord_bg_045,CAPTURE,COMPLETED,149.04,USD,hari@harisautobody.com,Copay Lexus RX,2026-07-05T09:00:00-04:00
