id,page_id,parent_block_id,type,text,order,created_time,last_edited_time,has_children,checked
blk_00001,npg_com_com-0001,,paragraph,"Buyer Sandra Roberts inquiry opened 2026-03-03. Piece type bolo, quoted at $515.",1,2026-03-03T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00002,npg_com_com-0001,,paragraph,Deposit status: not yet cleared. Current status: open-no-deposit.,2,2026-03-03T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00003,npg_com_com-0001,,paragraph,Reference: No standing reservation.,3,2026-03-03T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00004,npg_com_com-0002,,paragraph,"Buyer Eileen Smith inquiry opened 2026-06-16. Piece type cuff, quoted at $529.",1,2026-06-16T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00005,npg_com_com-0002,,paragraph,Deposit status: cleared. Current status: completed.,2,2026-06-16T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00006,npg_com_com-0002,,paragraph,Reference: No standing reservation.,3,2026-06-16T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00007,npg_com_com-0003,,paragraph,"Buyer Theresa Ingram inquiry opened 2025-10-22. Piece type bolo, quoted at $390.",1,2025-10-22T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00008,npg_com_com-0003,,paragraph,Deposit status: not yet cleared. Current status: reserved.,2,2025-10-22T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00009,npg_com_com-0003,,paragraph,Reference: No standing reservation.,3,2025-10-22T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00010,npg_com_com-0004,,paragraph,"Buyer Stephen Alvarez inquiry opened 2025-02-17. Piece type cuff, quoted at $534.",1,2025-02-17T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00011,npg_com_com-0004,,paragraph,Deposit status: not yet cleared. Current status: open-no-deposit.,2,2025-02-17T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00012,npg_com_com-0004,,paragraph,Reference: No standing reservation.,3,2025-02-17T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00013,npg_com_com-0005,,paragraph,"Buyer Melody Cook inquiry opened 2025-11-06. Piece type bolo, quoted at $399.",1,2025-11-06T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00014,npg_com_com-0005,,paragraph,Deposit status: cleared. Current status: in-progress.,2,2025-11-06T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00015,npg_com_com-0005,,paragraph,Reference: No standing reservation.,3,2025-11-06T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00016,npg_com_com-0006,,paragraph,"Buyer Cheryl Gentry inquiry opened 2024-12-20. Piece type buckle, quoted at $878.",1,2024-12-20T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00017,npg_com_com-0006,,paragraph,Deposit status: cleared. Current status: awaiting-stones.,2,2024-12-20T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00018,npg_com_com-0006,,paragraph,Reference: No standing reservation.,3,2024-12-20T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00019,npg_com_com-0007,,paragraph,"Buyer Matthew Johnson inquiry opened 2026-03-03. Piece type bolo, quoted at $431.",1,2026-03-03T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00020,npg_com_com-0007,,paragraph,Deposit status: cleared. Current status: in-progress.,2,2026-03-03T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00021,npg_com_com-0007,,paragraph,Reference: No standing reservation.,3,2026-03-03T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00022,npg_com_com-0008,,paragraph,"Buyer Larry Neal inquiry opened 2024-09-12. Piece type buckle, quoted at $681.",1,2024-09-12T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00023,npg_com_com-0008,,paragraph,Deposit status: not yet cleared. Current status: awaiting-stones.,2,2024-09-12T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00024,npg_com_com-0008,,paragraph,Reference: No standing reservation.,3,2024-09-12T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00025,npg_com_com-0009,,paragraph,"Buyer Karen Smith inquiry opened 2025-10-19. Piece type bolo, quoted at $434.",1,2025-10-19T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00026,npg_com_com-0009,,paragraph,Deposit status: cleared. Current status: reserved.,2,2025-10-19T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00027,npg_com_com-0009,,paragraph,Reference: No standing reservation.,3,2025-10-19T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00028,npg_com_com-0010,,paragraph,"Buyer Brittany Nichols inquiry opened 2024-08-23. Piece type buckle, quoted at $708.",1,2024-08-23T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00029,npg_com_com-0010,,paragraph,Deposit status: cleared. Current status: reserved.,2,2024-08-23T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00030,npg_com_com-0010,,paragraph,Reference: No standing reservation.,3,2024-08-23T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00031,npg_com_com-0011,,paragraph,"Buyer Victoria Brown inquiry opened 2025-01-04. Piece type bolo, quoted at $338.",1,2025-01-04T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00032,npg_com_com-0011,,paragraph,Deposit status: cleared. Current status: reserved.,2,2025-01-04T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00033,npg_com_com-0011,,paragraph,Reference: No standing reservation.,3,2025-01-04T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00034,npg_com_com-0012,,paragraph,"Buyer Michael Bush inquiry opened 2025-09-20. Piece type buckle, quoted at $836.",1,2025-09-20T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00035,npg_com_com-0012,,paragraph,Deposit status: not yet cleared. Current status: in-progress.,2,2025-09-20T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00036,npg_com_com-0012,,paragraph,Reference: No standing reservation.,3,2025-09-20T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00037,npg_com_com-0013,,paragraph,"Buyer Dennis Gonzales inquiry opened 2024-09-06. Piece type buckle, quoted at $720.",1,2024-09-06T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00038,npg_com_com-0013,,paragraph,Deposit status: cleared. Current status: reserved.,2,2024-09-06T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00039,npg_com_com-0013,,paragraph,Reference: No standing reservation.,3,2024-09-06T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00040,npg_com_com-0014,,paragraph,"Buyer Sherry Porter inquiry opened 2025-03-22. Piece type buckle, quoted at $1181.",1,2025-03-22T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00041,npg_com_com-0014,,paragraph,Deposit status: cleared. Current status: awaiting-stones.,2,2025-03-22T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00042,npg_com_com-0014,,paragraph,Reference: No standing reservation.,3,2025-03-22T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00043,npg_com_com-0015,,paragraph,"Buyer Louis Chavez inquiry opened 2025-12-14. Piece type bolo, quoted at $308.",1,2025-12-14T09:00:00Z,2026-11-28T10:00:00Z,False,False
blk_00044,npg_com_com-0015,,paragraph,Deposit status: cleared. Current status: completed.,2,2025-12-14T09:00:00Z,2026-11-28T10:00:00Z,False,False
