id,intent,status,amount_value,currency_code,payee_email,description,create_time
ORDER-PP000,CAPTURE,COMPLETED,400.00,USD,carlos.bennett@Finthesiss.ai,2027 charter deposit BK2027-03 (Halligan party),2026-09-05T09:12:00Z
ORDER-PP001,CAPTURE,COMPLETED,400.00,USD,carlos.bennett@Finthesiss.ai,2027 charter deposit BK2027-04 (Okafor group),2026-10-06T09:12:00Z
ORDER-PP002,CAPTURE,COMPLETED,400.00,USD,carlos.bennett@Finthesiss.ai,2027 charter deposit BK2027-08 (GreenTech corp),2026-11-07T09:12:00Z
ORDER-PP003,CAPTURE,COMPLETED,400.00,USD,carlos.bennett@Finthesiss.ai,2027 charter deposit BK2027-11 (Reyes family),2026-09-08T09:12:00Z
ORDER-PP004,CAPTURE,COMPLETED,400.00,USD,carlos.bennett@Finthesiss.ai,2027 charter deposit BK2027-12 (Danvers charter),2026-10-09T09:12:00Z
ORDER-PP005,CAPTURE,COMPLETED,400.00,USD,carlos.bennett@Finthesiss.ai,2027 charter deposit BK2027-15 (Whitfield group),2026-11-10T09:12:00Z
ORDER-PP006_7,CAPTURE,COMPLETED,400.00,USD,carlos.bennett@Finthesiss.ai,2027 charter deposit BK2027-16 (Sunbelt Realty outing),2026-09-11T09:12:00Z
ORDER-PP007_8,CAPTURE,COMPLETED,400.00,USD,carlos.bennett@Finthesiss.ai,2027 charter deposit BK2027-19 (Kessler party),2026-10-12T09:12:00Z
ORDER-PP008_9,CAPTURE,COMPLETED,400.00,USD,carlos.bennett@Finthesiss.ai,2027 charter deposit BK2027-20 (Ábrego family),2026-11-13T09:12:00Z
ORDER-PP009_10,CAPTURE,COMPLETED,400.00,USD,carlos.bennett@Finthesiss.ai,2027 charter deposit BK2027-23 (Nolan referral),2026-09-14T09:12:00Z
ORDER-PP010_11,CAPTURE,COMPLETED,400.00,USD,carlos.bennett@Finthesiss.ai,2027 charter deposit BK2027-24 (Halligan party),2026-10-15T09:12:00Z
ORDER-PP011_12,CAPTURE,COMPLETED,400.00,USD,carlos.bennett@Finthesiss.ai,2027 charter deposit BK2027-27 (Okafor group),2026-11-16T09:12:00Z
ORDER-PP012_13,CAPTURE,COMPLETED,400.00,USD,carlos.bennett@Finthesiss.ai,2027 charter deposit BK2027-28 (GreenTech corp),2026-09-17T09:12:00Z
ORDER-PPDEP1_14,CAPTURE,COMPLETED,400.00,USD,carlos.bennett@Finthesiss.ai,2027 charter deposit BK2027-07 (Halligan family),2026-11-05T09:12:00Z
