id,customer,price,status,quantity,current_period_start,current_period_end,cancel_at_period_end,created
sub_0001,cus_marcus_chen,price_membership_95,active,1,1759276800,1761955200,False,1730000000
sub_0002,cus_lisa_nguyen,price_membership_95,active,1,1759276800,1761955200,False,1730500000
sub_0003,cus_david_park,price_membership_95,active,1,1759276800,1761955200,False,1731000000
sub_0004,cus_rachel_kim,price_membership_95,active,1,1759276800,1761955200,False,1731500000
sub_0005,cus_jordan_wms,price_membership_95,active,1,1759276800,1761955200,False,1732000000
sub_0006,cus_ashley_brown,price_membership_95,active,1,1759276800,1761955200,False,1732500000
sub_0007,cus_mateo_alvarez,price_membership_95,past_due,1,1759276800,1761955200,False,1733000000
sub_0003007,cus_0003001,price_00379,active,4,1735689600,1741046400,True,1735689600
sub_0003008,cus_0003081,price_00371,paused,1,1735689600,1741046400,True,1735689600
sub_0003009,cus_0003046,price_00367,active,2,1735689600,1741046400,True,1735689600
sub_0003010,cus_0003066,price_00376,canceled,2,1735689600,1741046400,True,1735689600
sub_0003011,cus_0003078,price_00347,canceled,4,1735689600,1741046400,False,1735689600
sub_0003012,cus_0003019,price_00337,active,4,1735689600,1741046400,False,1735689600
sub_0003013,cus_0003089,price_00401,paused,1,1735689600,1741046400,True,1735689600
sub_0003014,cus_0003075,price_00376,active,1,1735689600,1741046400,True,1735689600
sub_0003015,cus_0003040,price_00312,active,1,1735689600,1741046400,True,1735689600
sub_0003016,cus_0003093,price_00365,active,4,1735689600,1741046400,True,1735689600
sub_0003017,cus_0003035,price_00348,active,1,1735689600,1741046400,False,1735689600
sub_0003018,cus_0003055,price_00331,paused,8,1735689600,1741046400,False,1735689600
sub_0003019,cus_0003035,price_00323,canceled,8,1735689600,1741046400,True,1735689600
sub_0003020,cus_0003041,price_00318,paused,4,1735689600,1741046400,True,1735689600
sub_0003021,cus_0003023,price_00366,incomplete,4,1735689600,1741046400,False,1735689600
sub_0003022,cus_0003103,price_00384,active,8,1735689600,1741046400,False,1735689600
sub_0003023,cus_0003081,price_00351,canceled,8,1735689600,1741046400,False,1735689600
sub_0003024,cus_0003036,price_00332,incomplete,8,1735689600,1741046400,False,1735689600
sub_0003025,cus_0003092,price_00316,paused,8,1735689600,1741046400,True,1735689600
sub_0003026,cus_0003089,price_00307,canceled,4,1735689600,1741046400,True,1735689600
sub_0003027,cus_0003008,price_00369,active,1,1735689600,1741046400,True,1735689600
sub_0003028,cus_0003105,price_00341,incomplete,1,1735689600,1741046400,False,1735689600
sub_0003029,cus_0003050,price_00344,active,2,1735689600,1741046400,True,1735689600
sub_0003030,cus_0003079,price_00314,canceled,2,1735689600,1741046400,False,1735689600
sub_0003031,cus_0003044,price_sponsor_gold,past_due,8,1735689600,1741046400,False,1735689600
sub_0003032,cus_0003056,price_00374,paused,1,1735689600,1741046400,False,1735689600
sub_0003033,cus_0003034,price_00328,past_due,1,1735689600,1741046400,True,1735689600
sub_0003034,cus_0003034,price_00402,canceled,4,1735689600,1741046400,True,1735689600
sub_0003035,cus_0003024,price_00315,active,8,1735689600,1741046400,True,1735689600
sub_0003036,cus_0003033,price_00344,past_due,8,1735689600,1741046400,True,1735689600
sub_0003037,cus_0003030,price_00387,canceled,1,1735689600,1741046400,True,1735689600
sub_0003038,cus_0003101,price_00352,active,4,1735689600,1741046400,False,1735689600
sub_0003039,cus_0003036,price_00365,canceled,2,1735689600,1741046400,False,1735689600
sub_0003040,cus_0003041,price_00396,past_due,2,1735689600,1741046400,False,1735689600
sub_0003041,cus_0003071,price_00311,past_due,1,1735689600,1741046400,True,1735689600
sub_0003042,cus_0003072,price_00333,canceled,4,1735689600,1741046400,False,1735689600
sub_0003043,cus_0003060,price_00361,incomplete,4,1735689600,1741046400,False,1735689600
sub_0003044,cus_0003094,price_00356,incomplete,2,1735689600,1741046400,False,1735689600
sub_0003045,cus_0003088,price_00380,paused,8,1735689600,1741046400,True,1735689600
sub_0003046,cus_0003017,price_spectator_10,canceled,4,1735689600,1741046400,True,1735689600
sub_0003047,cus_0003090,price_00328,paused,8,1735689600,1741046400,True,1735689600
sub_0003048,cus_0003082,price_00368,active,2,1735689600,1741046400,True,1735689600
sub_0003049,cus_0003077,price_00369,incomplete,4,1735689600,1741046400,True,1735689600
sub_0003050,cus_0003100,price_00372,canceled,8,1735689600,1741046400,True,1735689600
sub_0003051,cus_0003093,price_00310,incomplete,1,1735689600,1741046400,False,1735689600
sub_0003052,cus_0003004,price_00331,active,8,1735689600,1741046400,False,1735689600
sub_0003053,cus_0003061,price_00403,canceled,4,1735689600,1741046400,True,1735689600
sub_0003054,cus_0003049,price_dropin_18,past_due,8,1735689600,1741046400,False,1735689600
sub_0003055,cus_0003013,price_00369,paused,2,1735689600,1741046400,True,1735689600
sub_0003056,cus_0003086,price_00329,active,2,1735689600,1741046400,False,1735689600
sub_0003057,cus_0003023,price_sponsor_silver,canceled,4,1735689600,1741046400,True,1735689600
sub_0003058,cus_0003017,price_00345,paused,1,1735689600,1741046400,True,1735689600
sub_0003059,cus_0003050,price_spectator_10,canceled,4,1735689600,1741046400,False,1735689600
sub_0003060,cus_0003104,price_00342,canceled,1,1735689600,1741046400,False,1735689600
sub_0003061,cus_0003004,price_00388,past_due,2,1735689600,1741046400,False,1735689600
sub_0003062,cus_0003042,price_00309,active,1,1735689600,1741046400,False,1735689600
sub_0003063,cus_0003030,price_00332,incomplete,1,1735689600,1741046400,False,1735689600
sub_0003064,cus_0003100,price_00377,past_due,2,1735689600,1741046400,False,1735689600
sub_0003065,cus_0003056,price_00369,canceled,8,1735689600,1741046400,True,1735689600
sub_0003066,cus_0003012,price_00382,past_due,8,1735689600,1741046400,False,1735689600
sub_0003067,cus_0003059,price_00334,incomplete,8,1735689600,1741046400,False,1735689600
sub_0003068,cus_0003061,price_00374,canceled,8,1735689600,1741046400,False,1735689600
sub_0003069,cus_0003055,price_00395,paused,8,1735689600,1741046400,False,1735689600
sub_0003070,cus_0003103,price_00343,past_due,2,1735689600,1741046400,True,1735689600
sub_0003071,cus_0003049,price_00397,canceled,8,1735689600,1741046400,False,1735689600
sub_0003072,cus_0003022,price_00394,paused,8,1735689600,1741046400,True,1735689600
sub_0003073,cus_0003018,price_00312,past_due,8,1735689600,1741046400,False,1735689600
sub_0003074,cus_0003055,price_00357,active,1,1735689600,1741046400,False,1735689600
sub_0003075,cus_0003069,price_00398,canceled,4,1735689600,1741046400,True,1735689600
sub_0003076,cus_0003029,price_00382,active,4,1735689600,1741046400,True,1735689600
sub_0003077,cus_0003070,price_00322,incomplete,8,1735689600,1741046400,False,1735689600
sub_0003078,cus_0003081,price_00310,past_due,2,1735689600,1741046400,True,1735689600
sub_0003079,cus_0003077,price_00358,past_due,1,1735689600,1741046400,False,1735689600
sub_0003080,cus_0003033,price_00321,past_due,8,1735689600,1741046400,True,1735689600
sub_0003081,cus_0003092,price_00333,incomplete,1,1735689600,1741046400,False,1735689600
sub_0003082,cus_0003088,price_00346,active,8,1735689600,1741046400,False,1735689600
sub_0003083,cus_0003089,price_00314,past_due,1,1735689600,1741046400,False,1735689600
sub_0003084,cus_0003071,price_00342,incomplete,1,1735689600,1741046400,True,1735689600
sub_0003085,cus_0003071,price_00337,incomplete,8,1735689600,1741046400,True,1735689600
sub_0003086,cus_0003044,price_membership_95,paused,4,1735689600,1741046400,True,1735689600
sub_0003087,cus_0003013,price_00385,active,1,1735689600,1741046400,False,1735689600
sub_0003088,cus_0003052,price_00308,incomplete,8,1735689600,1741046400,False,1735689600
sub_0003089,cus_0003096,price_00329,past_due,1,1735689600,1741046400,False,1735689600
sub_0003090,cus_0003042,price_00312,active,8,1735689600,1741046400,True,1735689600
sub_0003091,cus_0003020,price_00400,paused,2,1735689600,1741046400,False,1735689600
sub_0003092,cus_0003054,price_00358,paused,2,1735689600,1741046400,True,1735689600
sub_0003093,cus_0003002,price_00384,incomplete,8,1735689600,1741046400,True,1735689600
sub_0003094,cus_0003033,price_00346,paused,1,1735689600,1741046400,True,1735689600
sub_0003095,cus_0003070,price_00366,incomplete,8,1735689600,1741046400,True,1735689600
sub_0003096,cus_0003089,price_00375,active,2,1735689600,1741046400,True,1735689600
sub_0003097,cus_0003040,price_00357,past_due,8,1735689600,1741046400,False,1735689600
sub_0003098,cus_0003044,price_00373,active,8,1735689600,1741046400,True,1735689600
sub_0003099,cus_0003098,price_00371,canceled,8,1735689600,1741046400,True,1735689600
sub_0003100,cus_0003012,price_00335,incomplete,2,1735689600,1741046400,True,1735689600
sub_0003101,cus_0003091,price_00337,incomplete,1,1735689600,1741046400,False,1735689600
sub_0003102,cus_0003014,price_00402,past_due,2,1735689600,1741046400,True,1735689600
sub_0003103,cus_0003045,price_00404,active,1,1735689600,1741046400,False,1735689600
sub_0003104,cus_0003057,price_00380,past_due,4,1735689600,1741046400,True,1735689600
