id,customer,subscription,amount_due,amount_paid,currency,status,number,charge,created,due_date
in_membership_0001,cus_marcus_chen,sub_0003016,24071,6483,usd,void,INV-2026-1025,ch_2026,1735689600,1741046400
in_membership_0002,cus_lisa_nguyen,sub_0003058,18975,16806,usd,void,INV-2026-5496,ch_6711,1735689600,1741046400
in_membership_0003,cus_david_park,sub_0003036,3200,22056,usd,draft,INV-2026-1028,ch_8644,1735689600,1741046400
in_membership_0004,cus_rachel_kim,sub_0003066,9343,7394,usd,draft,INV-2026-1449,ch_1758,1735689600,1741046400
in_membership_0005,cus_jordan_wms,sub_0003104,12726,6706,usd,open,INV-2026-7678,ch_2044,1735689600,1741046400
in_membership_0006,cus_ashley_brown,sub_0003059,5640,13285,usd,void,INV-2026-9652,ch_8052,1735689600,1741046400
in_membership_0007,cus_mateo_alvarez,sub_0003014,6204,6865,usd,paid,INV-2026-9912,ch_6348,1735689600,1741046400
in_sponsor_001,cus_pnw_cu,sub_0003079,3550,21463,usd,uncollectible,INV-2026-7296,ch_7454,1735689600,1741046400
in_sponsor_002,cus_tanaka_supply,sub_0003010,24442,9246,usd,paid,INV-2026-5624,ch_5008,1735689600,1741046400
in_sponsor_003,cus_oregon_ins,sub_0003083,9117,23238,usd,paid,INV-2026-4457,ch_5859,1735689600,1741046400
in_sponsor_004,cus_green_leaf,sub_0003068,13282,18511,usd,paid,INV-2026-2863,ch_1463,1735689600,1741046400
in_0003011,cus_0003041,sub_0001,3266,17333,usd,paid,INV-2026-4520,ch_5538,1735689600,1741046400
in_0003012,cus_0003090,sub_0003029,8499,18424,usd,paid,INV-2026-3915,ch_4967,1735689600,1741046400
in_0003013,cus_0003033,sub_0003042,5718,22338,usd,open,INV-2026-9156,ch_7198,1735689600,1741046400
in_0003014,cus_0003087,sub_0003018,18773,24706,usd,draft,INV-2026-1374,ch_7838,1735689600,1741046400
in_0003015,cus_0003075,sub_0003085,14764,8174,usd,open,INV-2026-3250,ch_9635,1735689600,1741046400
in_0003016,cus_0003081,sub_0003067,3318,12188,usd,draft,INV-2026-6396,ch_4379,1735689600,1741046400
in_0003017,cus_0003051,sub_0003008,12193,14832,usd,open,INV-2026-2078,ch_5733,1735689600,1741046400
in_0003018,cus_0003046,sub_0003068,22352,21157,usd,uncollectible,INV-2026-7400,ch_3483,1735689600,1741046400
in_0003019,cus_0003055,sub_0003051,13589,12749,usd,uncollectible,INV-2026-5750,ch_4392,1735689600,1741046400
in_0003020,cus_0003064,sub_0003049,21098,8203,usd,void,INV-2026-4336,ch_9587,1735689600,1741046400
in_0003021,cus_0003074,sub_0003041,18190,7057,usd,draft,INV-2026-6161,ch_9805,1735689600,1741046400
in_0003022,cus_0003089,sub_0003015,17598,3654,usd,uncollectible,INV-2026-2243,ch_6979,1735689600,1741046400
in_0003023,cus_0003047,sub_0003079,3796,16530,usd,draft,INV-2026-2938,ch_7977,1735689600,1741046400
in_0003024,cus_0003005,sub_0003035,24518,18493,usd,open,INV-2026-2971,ch_4147,1735689600,1741046400
in_0003025,cus_0003022,sub_0006,18045,15082,usd,open,INV-2026-1637,ch_4606,1735689600,1741046400
in_0003026,cus_0003075,sub_0003078,2348,13730,usd,draft,INV-2026-8542,ch_6289,1735689600,1741046400
in_0003027,cus_0003046,sub_0003062,24255,12167,usd,open,INV-2026-3307,ch_9329,1735689600,1741046400
in_0003028,cus_0003040,sub_0003046,12769,6786,usd,void,INV-2026-6340,ch_6920,1735689600,1741046400
in_0003029,cus_0003059,sub_0003043,17807,23110,usd,paid,INV-2026-7936,ch_3912,1735689600,1741046400
in_0003030,cus_0003088,sub_0003009,10306,13594,usd,open,INV-2026-9717,ch_2081,1735689600,1741046400
in_0003031,cus_0003091,sub_0003056,14286,16302,usd,paid,INV-2026-8040,ch_4134,1735689600,1741046400
in_0003032,cus_0003085,sub_0003020,11124,17287,usd,paid,INV-2026-7572,ch_6293,1735689600,1741046400
in_0003033,cus_0003080,sub_0003096,7634,24623,usd,paid,INV-2026-3920,ch_1726,1735689600,1741046400
in_0003034,cus_0003067,sub_0003063,22588,2819,usd,uncollectible,INV-2026-2331,ch_2144,1735689600,1741046400
in_0003035,cus_0003045,sub_0003037,9194,6472,usd,draft,INV-2026-2636,ch_6781,1735689600,1741046400
in_0003036,cus_0003056,sub_0003031,23569,15215,usd,open,INV-2026-9063,ch_7825,1735689600,1741046400
in_0003037,cus_0003008,sub_0003016,24326,13384,usd,draft,INV-2026-8031,ch_6814,1735689600,1741046400
in_0003038,cus_0003054,sub_0003047,11992,4900,usd,uncollectible,INV-2026-8130,ch_8510,1735689600,1741046400
in_0003039,cus_0003075,sub_0003090,19922,23536,usd,draft,INV-2026-2831,ch_3555,1735689600,1741046400
in_0003040,cus_0003025,sub_0003018,21172,14814,usd,void,INV-2026-9289,ch_8786,1735689600,1741046400
in_0003041,cus_0003044,sub_0003090,15888,1682,usd,uncollectible,INV-2026-1834,ch_7087,1735689600,1741046400
in_0003042,cus_0003066,sub_0003079,13124,19466,usd,draft,INV-2026-8343,ch_2222,1735689600,1741046400
in_0003043,cus_0003038,sub_0003022,16433,7706,usd,paid,INV-2026-8018,ch_8362,1735689600,1741046400
in_0003044,cus_0003086,sub_0003026,6985,15214,usd,open,INV-2026-8569,ch_8920,1735689600,1741046400
in_0003045,cus_0003019,sub_0003083,21508,12173,usd,open,INV-2026-5057,ch_9200,1735689600,1741046400
in_0003046,cus_0003001,sub_0003027,20383,1357,usd,draft,INV-2026-3770,ch_9897,1735689600,1741046400
in_0003047,cus_0003072,sub_0003087,19047,23603,usd,open,INV-2026-1793,ch_9795,1735689600,1741046400
in_0003048,cus_0003101,sub_0003048,12301,14854,usd,void,INV-2026-9632,ch_9883,1735689600,1741046400
in_0003049,cus_0003089,sub_0003086,5300,13481,usd,void,INV-2026-8336,ch_4382,1735689600,1741046400
in_0003050,cus_0003038,sub_0003096,4761,7591,usd,uncollectible,INV-2026-5675,ch_8595,1735689600,1741046400
in_0003051,cus_0003045,sub_0003012,7891,23045,usd,draft,INV-2026-8081,ch_7038,1735689600,1741046400
in_0003052,cus_0003077,sub_0003017,20143,17859,usd,paid,INV-2026-2734,ch_7672,1735689600,1741046400
in_0003053,cus_0003094,sub_0003061,12843,22920,usd,paid,INV-2026-4947,ch_8619,1735689600,1741046400
in_0003054,cus_0003081,sub_0003025,3724,6846,usd,uncollectible,INV-2026-7857,ch_8060,1735689600,1741046400
in_0003055,cus_0003094,sub_0003053,2252,13184,usd,draft,INV-2026-4093,ch_6673,1735689600,1741046400
in_0003056,cus_0003098,sub_0003067,20766,396,usd,open,INV-2026-1625,ch_3564,1735689600,1741046400
in_0003057,cus_0003031,sub_0003017,14191,24780,usd,open,INV-2026-9761,ch_5299,1735689600,1741046400
in_0003058,cus_0003054,sub_0003029,10913,4270,usd,paid,INV-2026-2587,ch_6162,1735689600,1741046400
in_0003059,cus_0003075,sub_0003080,18268,2214,usd,draft,INV-2026-7812,ch_8156,1735689600,1741046400
in_0003060,cus_0003062,sub_0003104,23604,5140,usd,open,INV-2026-9018,ch_9294,1735689600,1741046400
in_0003061,cus_0003004,sub_0003084,20462,15320,usd,paid,INV-2026-8609,ch_4213,1735689600,1741046400
in_0003062,cus_0003040,sub_0003035,23047,15615,usd,paid,INV-2026-2695,ch_8238,1735689600,1741046400
in_0003063,cus_0003073,sub_0003102,23985,7205,usd,draft,INV-2026-6368,ch_3249,1735689600,1741046400
in_0003064,cus_0003092,sub_0003026,5221,14275,usd,draft,INV-2026-6834,ch_6007,1735689600,1741046400
in_0003065,cus_0003056,sub_0003079,14987,5833,usd,open,INV-2026-2581,ch_9732,1735689600,1741046400
