event_id,email,display_name,response_status,optional,organizer
evt_council,timothy.pratt@voissync.ai,Timothy Pratt,accepted,false,false
evt_council,tom.clearsky@browningmt.gov,Tom Clearsky,accepted,false,true
evt_council,janet.small@browningmt.gov,Janet Small,accepted,false,false
evt_walker,timothy.pratt@voissync.ai,Timothy Pratt,accepted,false,false
evt_walker,walker.clinic@browninghealth.org,Dr. Joseph Walker,accepted,false,true
evt_extension,timothy.pratt@voissync.ai,Timothy Pratt,accepted,false,false
evt_extension,margaret.spencer@gmail.com,Dr. Margaret Spencer,accepted,false,true
evt_elaine_easter,timothy.pratt@voissync.ai,Timothy Pratt,accepted,false,false
evt_elaine_easter,elaine.peters@gmail.com,Elaine Pratt-Peters,accepted,false,true
evt_elaine_easter,dan.peters@gmail.com,Dan Peters,tentative,false,false
evt_calvin_fence,timothy.pratt@voissync.ai,Timothy Pratt,accepted,false,false
evt_calvin_fence,calvin.hunter@gmail.com,Calvin Hunter,accepted,false,false
evt_hay_delivery,timothy.pratt@voissync.ai,Timothy Pratt,accepted,false,false
evt_hay_delivery,dave.rankin@cutbankfeed.com,Dave Rankin,accepted,false,true
evt_blue_grooming,timothy.pratt@voissync.ai,Timothy Pratt,accepted,false,false
evt_calving_rounds,timothy.pratt@voissync.ai,Timothy Pratt,accepted,false,true
