id,firstname,lastname,email,phone,jobtitle,company,lifecyclestage,createdate,lastmodifieddate
hs-c-0001,Yui,Kobayashi,yui.kobayashi000@outlook.jp,+81-90-9017-7717,Private Collector,Kobayashi household,lead,2024-06-01T09:00:00Z,2026-09-01T09:00:00Z
hs-c-0002,Yui,Yamamoto,yui.yamamoto001@gmail.com,+81-90-8876-6528,Private Collector,Yamamoto household,opportunity,2024-06-01T09:00:00Z,2026-09-01T09:00:00Z
hs-c-0003,Akira,Sato,akira.sato002@gmail.com,+81-90-6726-4047,Private Collector,Sato household,customer,2024-06-01T09:00:00Z,2026-09-01T09:00:00Z
hs-c-0004,Ayaka,Yoshida,ayaka.yoshida003@gmail.com,+81-90-7456-4766,Private Collector,Yoshida household,lead,2024-06-01T09:00:00Z,2026-09-01T09:00:00Z
hs-c-0005,Sho,Ito,sho.ito004@softbank.jp,+81-90-4400-3771,Private Collector,Ito household,opportunity,2024-06-01T09:00:00Z,2026-09-01T09:00:00Z
hs-c-0006,Hiroshi,Abe,hiroshi.abe005@softbank.jp,+81-90-9032-4974,Private Collector,Abe household,customer,2024-06-01T09:00:00Z,2026-09-01T09:00:00Z
hs-c-0007,Takumi,Nakamura,takumi.nakamura006@docomo.ne.jp,+81-90-6481-9356,Private Collector,Nakamura household,lead,2024-06-01T09:00:00Z,2026-09-01T09:00:00Z
hs-c-0008,Hiroshi,Matsumoto,hiroshi.matsumoto007@docomo.ne.jp,+81-90-7663-7301,Private Collector,Matsumoto household,opportunity,2024-06-01T09:00:00Z,2026-09-01T09:00:00Z
hs-c-0009,Yui,Sasaki,yui.sasaki008@outlook.jp,+81-90-5810-4671,Private Collector,Sasaki household,customer,2024-06-01T09:00:00Z,2026-09-01T09:00:00Z
hs-c-0010,Ryo,Yamazaki,ryo.yamazaki009@gmail.com,+81-90-7255-1436,Private Collector,Yamazaki household,lead,2024-06-01T09:00:00Z,2026-09-01T09:00:00Z
hs-c-0011,Daichi,Kato,daichi.kato010@outlook.jp,+81-90-6666-3437,Private Collector,Kato household,opportunity,2024-06-01T09:00:00Z,2026-09-01T09:00:00Z
hs-c-0012,Sakura,Abe,sakura.abe011@docomo.ne.jp,+81-90-4417-5261,Private Collector,Abe household,customer,2024-06-01T09:00:00Z,2026-09-01T09:00:00Z
hs-c-0013,Kenji,Matsumoto,kenji.matsumoto012@outlook.jp,+81-90-8244-3453,Private Collector,Matsumoto household,lead,2024-06-01T09:00:00Z,2026-09-01T09:00:00Z
hs-c-0014,Yui,Watanabe,yui.watanabe013@outlook.jp,+81-90-3959-1335,Private Collector,Watanabe household,opportunity,2024-06-01T09:00:00Z,2026-09-01T09:00:00Z
hs-c-0015,Sakura,Abe,sakura.abe014@outlook.jp,+81-90-3705-5102,Private Collector,Abe household,customer,2024-06-01T09:00:00Z,2026-09-01T09:00:00Z
hs-c-0016,Ayaka,Kato,ayaka.kato015@gmail.com,+81-90-5696-9849,Private Collector,Kato household,lead,2024-06-01T09:00:00Z,2026-09-01T09:00:00Z
hs-c-0017,Takumi,Sasaki,takumi.sasaki016@docomo.ne.jp,+81-90-2047-8062,Private Collector,Sasaki household,opportunity,2024-06-01T09:00:00Z,2026-09-01T09:00:00Z
hs-c-0018,Daichi,Kato,daichi.kato017@softbank.jp,+81-90-8291-7959,Private Collector,Kato household,customer,2024-06-01T09:00:00Z,2026-09-01T09:00:00Z
hs-c-0019,Hiroshi,Sasaki,hiroshi.sasaki018@outlook.jp,+81-90-7610-8532,Private Collector,Sasaki household,lead,2024-06-01T09:00:00Z,2026-09-01T09:00:00Z
hs-c-0020,Sota,Takahashi,sota.takahashi019@gmail.com,+81-90-8888-4408,Private Collector,Takahashi household,opportunity,2024-06-01T09:00:00Z,2026-09-01T09:00:00Z
hs-c-0021,Emi,Hayashi,emi.hayashi020@outlook.jp,+81-90-5504-8254,Private Collector,Hayashi household,customer,2024-06-01T09:00:00Z,2026-09-01T09:00:00Z
hs-c-0022,Ayaka,Shimizu,ayaka.shimizu021@outlook.jp,+81-90-9225-3862,Private Collector,Shimizu household,lead,2024-06-01T09:00:00Z,2026-09-01T09:00:00Z
hs-c-0023,Yui,Yamamoto,yui.yamamoto022@kyoto-univ.jp,+81-90-5540-2396,Private Collector,Yamamoto household,opportunity,2024-06-01T09:00:00Z,2026-09-01T09:00:00Z
hs-c-0024,Takumi,Kato,takumi.kato023@outlook.jp,+81-90-2582-1081,Private Collector,Kato household,customer,2024-06-01T09:00:00Z,2026-09-01T09:00:00Z
hs-c-0025,Ayaka,Yamada,ayaka.yamada024@gmail.com,+81-90-2672-3405,Private Collector,Yamada household,lead,2024-06-01T09:00:00Z,2026-09-01T09:00:00Z
hs-c-0026,Aiko,Sasaki,aiko.sasaki025@docomo.ne.jp,+81-90-9838-6881,Private Collector,Sasaki household,opportunity,2024-06-01T09:00:00Z,2026-09-01T09:00:00Z
