message_id,conversation_id,direction,from_wa_id,to_wa_id,type,text,template_name,status,sent_at
wamid_0010001,wa_conv_fam_group,inbound,18085550134,18085550200,text,Grandma's memory better today — she asked about your work.,,delivered,2026-10-05T14:22:00-10:00
wamid_0010002,wa_conv_fam_group,inbound,18085550156,18085550200,text,That's good ma. I can drive her to the neuro follow-up if needed.,,delivered,2026-10-05T14:30:00-10:00
wamid_0010003,wa_conv_fam_group,outbound,18085550200,18085550134,text,Glad to hear. I'm coming up Sunday 2pm — bringing musubi.,mililani_visit,draft,2026-10-05T14:45:00-10:00
wamid_0010004,wa_conv_fam_group,inbound,18085550134,18085550200,text,Meg — thanksgiving 11/26 my house 4pm. You bringing pie?,,delivered,2026-10-07T19:00:00-10:00
wamid_0010005,wa_conv_fam_group,outbound,18085550200,18085550134,text,Pearl City 11/26 — I'll bring the pie. Kai bringing the ham?,thanksgiving_hold,draft,2026-10-07T19:12:00-10:00
wamid_0010006,wa_conv_fam_group,inbound,18085550156,18085550200,text,I got the ham. Also grandma wants poi.,,delivered,2026-10-07T19:20:00-10:00
wamid_0010007,wa_conv_fam_group,inbound,18085550134,18085550200,text,Meghan don't forget your CHT exam is jan 9 right? Don't stress too much before pie duty.,,delivered,2026-10-08T20:00:00-10:00
wamid_0010008,wa_conv_fam_group,outbound,18085550200,18085550134,text,"Practice Nov 7, real Jan 9. Managing it — Dr Park keeping me on track.",,draft,2026-10-08T20:15:00-10:00
wamid_0010009,wa_conv_fam_group,inbound,18085550156,18085550200,text,Grandma's birthday 10/7 — did we send flowers?,,delivered,2026-10-06T09:00:00-10:00
wamid_0010010,wa_conv_fam_group,outbound,18085550200,18085550156,text,"Yes ordered from Watanabe Floral, delivering to Uncle Tad's for her to see there.",,draft,2026-10-06T09:15:00-10:00
wamid_0010011,wa_conv_fam_group,inbound,18085550134,18085550200,text,Grandma loved the flowers. She kept asking who Meghan is even after we told her. Rough day.,,delivered,2026-10-07T18:00:00-10:00
wamid_0010012,wa_conv_fam_group,outbound,18085550200,18085550134,text,"❤️ It's the disease, not her. I'll come up Sunday.",,draft,2026-10-07T18:20:00-10:00
wamid_0010013,wa_conv_fam_group,inbound,18085550091,18085550200,text,Grandma settled okay tonight. Sleeping.,,delivered,2026-10-07T22:30:00-10:00
wamid_0010014,wa_conv_fam_group,outbound,18085550200,18085550091,text,Thank you Uncle Tad. I'll see you Sunday 2pm.,,draft,2026-10-07T22:45:00-10:00
wamid_0010015,wa_conv_fam_group,inbound,18085550156,18085550200,text,Kai birthday tues 10/11 — you free for dinner?,,delivered,2026-10-09T13:00:00-10:00
wamid_0010016,wa_conv_fam_group,outbound,18085550200,18085550156,text,Yes! But keeping to $30 range — CHT sit fee due December. Rainbow Drive-In cool?,,draft,2026-10-09T13:10:00-10:00
wamid_0010017,wa_conv_fam_group,inbound,18085550156,18085550200,text,Perfect. 6pm?,,delivered,2026-10-09T13:15:00-10:00
wamid_0010018,wa_conv_fam_group,outbound,18085550200,18085550156,text,6pm Rainbow. See you then.,,draft,2026-10-09T13:20:00-10:00
wamid_0010019,wa_conv_fam_group,inbound,18085550134,18085550200,text,Grandma's neuro appt moved to 11/18. Can you come?,,delivered,2026-10-10T10:00:00-10:00
wamid_0010020,wa_conv_fam_group,outbound,18085550200,18085550134,text,Working 11/18 but can shift lunch to 11:30-12:30. Where's the appt?,,draft,2026-10-10T10:15:00-10:00
wamid_0010021,wa_conv_fam_group,inbound,18085550134,18085550200,text,Straub 10:30am. Come if you can.,,delivered,2026-10-10T10:20:00-10:00
wamid_0010022,wa_conv_grace_1on1,inbound,18085550134,18085550200,text,Meg you eating? Text me.,,delivered,2026-10-01T20:00:00-10:00
wamid_0010023,wa_conv_grace_1on1,outbound,18085550200,18085550134,text,Ate poke bowl. Working through the reclassification queue tonight.,,draft,2026-10-01T20:30:00-10:00
wamid_0010024,wa_conv_grace_1on1,inbound,18085550134,18085550200,text,Rent went up right? You okay on money?,,delivered,2026-10-02T18:00:00-10:00
wamid_0010025,wa_conv_grace_1on1,outbound,18085550200,18085550134,text,Rent's the same as last year — lease renewal in Oct. Buffer's tight but ok.,,draft,2026-10-02T18:15:00-10:00
wamid_0010026,wa_conv_grace_1on1,inbound,18085550134,18085550200,text,Did you get the thyroid panel scheduled?,,delivered,2026-10-03T12:00:00-10:00
wamid_0010027,wa_conv_grace_1on1,outbound,18085550200,18085550134,text,Nov 12 with Dr Akana. Levo refill also due — 90 day from Longs.,,draft,2026-10-03T12:20:00-10:00
wamid_0010028,wa_conv_grace_1on1,inbound,18085550134,18085550200,text,Good. Grandma asking about you.,,delivered,2026-10-03T19:00:00-10:00
wamid_0010029,wa_conv_grace_1on1,outbound,18085550200,18085550134,text,Sunday 2pm I'll be there.,,draft,2026-10-03T19:05:00-10:00
wamid_0010030,wa_conv_grace_1on1,inbound,18085550134,18085550200,text,Uncle Tad said the caregiver Louise is quitting end of month.,,delivered,2026-10-06T20:00:00-10:00
wamid_0010031,wa_conv_grace_1on1,outbound,18085550200,18085550134,text,That's rough. Do we have backup? I can help vet from the OT network but I'm not a case manager for grandma — Uncle Tad drives that.,,draft,2026-10-06T20:15:00-10:00
wamid_0010032,wa_conv_grace_1on1,inbound,18085550134,18085550200,text,Kai's rent late again. I paid it. Don't tell him you know.,,delivered,2026-10-08T21:00:00-10:00
wamid_0010033,wa_conv_grace_1on1,outbound,18085550200,18085550134,text,Okay ma. I won't. But he needs to sort his budget — happy to sit with him if he wants.,,draft,2026-10-08T21:15:00-10:00
wamid_0010034,wa_conv_grace_1on1,inbound,18085550134,18085550200,text,You bringing anyone to thanksgiving?,,delivered,2026-10-10T15:00:00-10:00
wamid_0010035,wa_conv_grace_1on1,outbound,18085550200,18085550134,text,Just me. Studying between courses.,,draft,2026-10-10T15:10:00-10:00
wamid_0010036,wa_conv_grace_1on1,inbound,18085550134,18085550200,text,Maya's mom asked about you. Says hi.,,delivered,2026-10-11T16:00:00-10:00
wamid_0010037,wa_conv_grace_1on1,outbound,18085550200,18085550134,text,Tell her hi back! Seeing Maya sat for beach walk.,,draft,2026-10-11T16:15:00-10:00
wamid_0010038,wa_conv_grace_1on1,inbound,18085550134,18085550200,text,Meghan the pipe under kitchen sink dripping again.,,delivered,2026-10-12T07:30:00-10:00
wamid_0010039,wa_conv_grace_1on1,outbound,18085550200,18085550134,text,"Kai's an apprentice plumber — call him first, then plumber if he can't. I can come Sunday if it's still leaking.",,draft,2026-10-12T07:45:00-10:00
wamid_0010040,wa_conv_kai_1on1,inbound,18085550156,18085550200,text,Meg I need help. Rent short by $400 this month.,,delivered,2026-09-25T18:00:00-10:00
wamid_0010041,wa_conv_kai_1on1,outbound,18085550200,18085550156,text,I can spot you $200 from savings — pay back by 11/15. Rest you handle. Let's sit down w/ your paystubs Sunday.,,draft,2026-09-25T18:30:00-10:00
wamid_0010042,wa_conv_kai_1on1,inbound,18085550156,18085550200,text,Deal. Thx sis.,,delivered,2026-09-25T18:40:00-10:00
wamid_0010043,wa_conv_kai_1on1,outbound,18085550200,18085550156,text,Zelle sent $200.,,draft,2026-09-25T19:00:00-10:00
wamid_0010044,wa_conv_kai_1on1,inbound,18085550156,18085550200,text,Got it. Repayment 11/15 on it.,,delivered,2026-09-25T19:05:00-10:00
wamid_0010045,wa_conv_kai_1on1,outbound,18085550200,18085550156,text,Happy birthday Kai! Rainbow 6pm tomorrow.,birthday_wish,draft,2026-10-10T20:00:00-10:00
wamid_0010046,wa_conv_kai_1on1,inbound,18085550156,18085550200,text,Hey ma's sink dripping. I'll swing by tomorrow.,,delivered,2026-10-12T09:30:00-10:00
wamid_0010047,wa_conv_kai_1on1,outbound,18085550200,18085550156,text,Thanks. If it's the P-trap gasket order OEM not the box store one. She'll act like it's fine — check the cabinet floor.,,draft,2026-10-12T09:45:00-10:00
wamid_0010048,wa_conv_kai_1on1,inbound,18085550156,18085550200,text,Ok. Also Uncle Tad said grandma called him 'Dad' three times yesterday.,,delivered,2026-10-12T09:50:00-10:00
wamid_0010049,wa_conv_kai_1on1,outbound,18085550200,18085550156,text,That's the Lewy piece. He knows. Don't correct her — just redirect. Loved you tho.,,draft,2026-10-12T10:00:00-10:00
wamid_0010050,wa_conv_maya_1on1,inbound,18085550278,18085550200,text,Sat kailua walk 8am? Bring pineapple sunscreen you left last time.,,delivered,2026-10-10T21:00:00-10:00
wamid_0010051,wa_conv_maya_1on1,outbound,18085550200,18085550278,text,Yes. 7:30 pickup at yours?,,draft,2026-10-10T21:15:00-10:00
wamid_0010052,wa_conv_maya_1on1,inbound,18085550278,18085550200,text,Perfect.,,delivered,2026-10-10T21:16:00-10:00
wamid_0010053,wa_conv_maya_1on1,inbound,18085550278,18085550200,text,MEG. Brunch at Sunrise Lanai 10/24 for MY BIRTHDAY. You said you'd book?,,delivered,2026-10-11T18:00:00-10:00
wamid_0010054,wa_conv_maya_1on1,outbound,18085550200,18085550278,text,"Booked. Sat Oct 24 10am party of 6, confirmation SL-241024-06. You + me + Kai + Grace + Justin + Leilani. Split ~$40/head we'll see.",kailua_brunch_confirm,draft,2026-10-11T18:30:00-10:00
wamid_0010055,wa_conv_maya_1on1,inbound,18085550278,18085550200,text,OMG YAY.,,delivered,2026-10-11T18:31:00-10:00
wamid_0010056,wa_conv_maya_1on1,inbound,18085550278,18085550200,text,How's CHT going. Real talk.,,delivered,2026-10-11T19:00:00-10:00
wamid_0010057,wa_conv_maya_1on1,outbound,18085550200,18085550278,text,Practice exam Nov 7. Hours might be under by ~200. Reclassifying Airtable entries this week to tighten the number. Nervous but tracked.,,draft,2026-10-11T19:30:00-10:00
wamid_0010058,wa_conv_maya_1on1,inbound,18085550278,18085550200,text,You got this. Text me if you spiral.,,delivered,2026-10-11T19:32:00-10:00
wamid_0010059,wa_conv_maya_1on1,outbound,18085550200,18085550278,text,Love you M.,,draft,2026-10-11T19:33:00-10:00
wamid_0010060,wa_conv_maya_1on1,inbound,18085550278,18085550200,text,Do NOT tell my mom I'm dating someone at Straub yet ok?,,delivered,2026-10-12T08:00:00-10:00
wamid_0010061,wa_conv_maya_1on1,outbound,18085550200,18085550278,text,Vault.,,draft,2026-10-12T08:05:00-10:00
wamid_0010062,wa_conv_maya_1on1,inbound,18085550278,18085550200,text,Also T-26 days from Nov 7. Domain focus tonight?,,delivered,2026-10-12T20:00:00-10:00
wamid_0010063,wa_conv_maya_1on1,outbound,18085550200,18085550278,text,T-26 days to CHT practice exam. Domain focus tonight: peripheral nerve injuries.,cht_countdown,draft,2026-10-12T20:11:00-10:00
wamid_0010064,wa_conv_justin_1on1,inbound,18085550312,18085550200,text,"Kapiolani 5:30 tomorrow, 3mi loop",,delivered,2026-10-11T21:00:00-10:00
wamid_0010065,wa_conv_justin_1on1,outbound,18085550200,18085550312,text,"Heading to Kapiolani Park now, ETA 5:30. Loop is 3mi today.",run_eta,draft,2026-10-12T05:20:00-10:00
wamid_0010066,wa_conv_justin_1on1,inbound,18085550312,18085550200,text,Cool.,,delivered,2026-10-12T05:21:00-10:00
wamid_0010067,wa_conv_justin_1on1,inbound,18085550312,18085550200,text,You cheating on levo timing? You looked tired weds.,,delivered,2026-10-08T06:00:00-10:00
wamid_0010068,wa_conv_justin_1on1,outbound,18085550200,18085550312,text,"Nope. Took at 5:15, ran at 5:30, coffee/food at 5:55. Fine. Sleep was 5.5h that's the issue.",,draft,2026-10-08T06:15:00-10:00
wamid_0010069,wa_conv_justin_1on1,inbound,18085550312,18085550200,text,MWF still on for the whole 62 day plan?,,delivered,2026-10-11T20:00:00-10:00
wamid_0010070,wa_conv_justin_1on1,outbound,18085550200,18085550312,text,Yes but I may skip 11/7 morning — practice exam. Back to schedule 11/9.,,draft,2026-10-11T20:15:00-10:00
wamid_0010071,wa_conv_park_1on1,inbound,18085550401,18085550200,text,Meghan — reminder Thu 4pm 1:1. Come with hour delta + attestation status.,,delivered,2026-10-08T09:00:00-10:00
wamid_0010072,wa_conv_park_1on1,outbound,18085550200,18085550401,text,"Confirmed 4pm Thu. Hour audit shows carrying number ~2800 may be off — reclassification queue open in Airtable. Attestation staged in DocuSign, unsigned pending your review.",,draft,2026-10-08T09:30:00-10:00
wamid_0010073,wa_conv_park_1on1,inbound,18085550401,18085550200,text,"Good. Bring the Box instructor eligibility table too, we cross-check.",,delivered,2026-10-08T09:35:00-10:00
wamid_0010074,wa_conv_park_1on1,outbound,18085550200,18085550401,text,Will do.,,draft,2026-10-08T09:40:00-10:00
wamid_0010075,wa_conv_park_1on1,inbound,18085550401,18085550200,text,How's the practice exam morning look? You clear on lockdown?,,delivered,2026-10-09T16:00:00-10:00
wamid_0010076,wa_conv_park_1on1,outbound,18085550200,18085550401,text,"11/7 8am Honolulu testing ctr 1132 Bishop St. Levo 4:45am empty, coffee 5:15, exam 8-12. Corolla off Harding Thu night before street cleaning. Trade winds SSE 10-12kt forecast.",,draft,2026-10-09T17:00:00-10:00
wamid_0010077,wa_conv_studygrp,outbound,18085550200,18085550515,text,"Study group Fri 10/16 5pm Pacific Rehab conf room — Confluence deprecated, use Box only. Bring your question log.",study_group_ping,draft,2026-10-11T21:00:00-10:00
wamid_0010078,wa_conv_studygrp,inbound,18085550515,18085550200,text,In. Bringing PIP goniometry deck.,,delivered,2026-10-11T21:05:00-10:00
wamid_0010079,wa_conv_studygrp,inbound,18085550523,18085550200,text,"Same, in. Peripheral nerve section for me.",,delivered,2026-10-11T21:10:00-10:00
wamid_0010080,wa_conv_studygrp,inbound,18085550537,18085550200,text,Yes. Can we NOT re-cite the 2018 AOTA CRPS page? Box has 2024 update.,,delivered,2026-10-11T21:15:00-10:00
wamid_0010081,wa_conv_studygrp,outbound,18085550200,18085550537,text,Agreed — source attribution log flags 2018 as deprecated. Only newest wins.,,draft,2026-10-11T21:20:00-10:00
wamid_0010082,wa_conv_sarah_1on1,outbound,18085550200,18085550515,text,Sarah — you have Box access to the sensory re-ed module? Instructor's newest deck.,,draft,2026-10-10T14:00:00-10:00
wamid_0010083,wa_conv_sarah_1on1,inbound,18085550515,18085550200,text,Yes. Downloaded last night.,,delivered,2026-10-10T14:30:00-10:00
